#    L    TT             EE             BB             TE          
   394   0.178084E+04   0.215838E+02   0.430167E-01   0.110898E+02
   395   0.177415E+04   0.215846E+02   0.431503E-01   0.916380E+01
   396   0.176789E+04   0.215816E+02   0.432845E-01   0.724380E+01
   397   0.176205E+04   0.215745E+02   0.434194E-01   0.533058E+01
   398   0.175663E+04   0.215635E+02   0.435550E-01   0.342489E+01
   399   0.175162E+04   0.215485E+02   0.436913E-01   0.152750E+01
   400   0.174704E+04   0.215296E+02   0.438283E-01  -0.360831E+00
   401   0.174287E+04   0.215067E+02   0.439660E-01  -0.223936E+01
   402   0.173911E+04   0.214799E+02   0.441046E-01  -0.410732E+01
   403   0.173576E+04   0.214492E+02   0.442438E-01  -0.596398E+01
   404   0.173282E+04   0.214146E+02   0.443839E-01  -0.780854E+01
   405   0.173027E+04   0.213761E+02   0.445248E-01  -0.964027E+01
   406   0.172812E+04   0.213338E+02   0.446665E-01  -0.114585E+02
   407   0.172636E+04   0.212876E+02   0.448090E-01  -0.132623E+02
   408   0.172499E+04   0.212375E+02   0.449523E-01  -0.150511E+02
   409   0.172400E+04   0.211837E+02   0.450965E-01  -0.168240E+02
   410   0.172339E+04   0.211261E+02   0.452416E-01  -0.185803E+02
   411   0.172313E+04   0.210648E+02   0.453875E-01  -0.203195E+02
   412   0.172325E+04   0.209998E+02   0.455344E-01  -0.220407E+02
   413   0.172373E+04   0.209310E+02   0.456821E-01  -0.237435E+02
   414   0.172457E+04   0.208586E+02   0.458308E-01  -0.254272E+02
   415   0.172576E+04   0.207827E+02   0.459804E-01  -0.270911E+02
   416   0.172730E+04   0.207032E+02   0.461309E-01  -0.287348E+02
   417   0.172917E+04   0.206202E+02   0.462824E-01  -0.303573E+02
   418   0.173139E+04   0.205337E+02   0.464348E-01  -0.319583E+02
   419   0.173393E+04   0.204437E+02   0.465882E-01  -0.335369E+02
   420   0.173681E+04   0.203503E+02   0.467426E-01  -0.350926E+02
   421   0.174001E+04   0.202536E+02   0.468980E-01  -0.366248E+02
   422   0.174352E+04   0.201534E+02   0.470543E-01  -0.381327E+02
   423   0.174735E+04   0.200499E+02   0.472117E-01  -0.396158E+02
   424   0.175149E+04   0.199431E+02   0.473700E-01  -0.410735E+02
   425   0.175592E+04   0.198330E+02   0.475294E-01  -0.425052E+02
   426   0.176065E+04   0.197198E+02   0.476898E-01  -0.439106E+02
   427   0.176566E+04   0.196036E+02   0.478511E-01  -0.452892E+02
   428   0.177096E+04   0.194844E+02   0.480136E-01  -0.466407E+02
   429   0.177652E+04   0.193623E+02   0.481770E-01  -0.479646E+02
   430   0.178233E+04   0.192373E+02   0.483415E-01  -0.492603E+02
   431   0.178841E+04   0.191096E+02   0.485070E-01  -0.505277E+02
   432   0.179474E+04   0.189792E+02   0.486735E-01  -0.517663E+02
   433   0.180132E+04   0.188462E+02   0.488410E-01  -0.529755E+02
   434   0.180813E+04   0.187107E+02   0.490096E-01  -0.541549E+02
   435   0.181518E+04   0.185725E+02   0.491792E-01  -0.553042E+02
   436   0.182246E+04   0.184320E+02   0.493498E-01  -0.564228E+02
   437   0.182996E+04   0.182890E+02   0.495214E-01  -0.575104E+02
   438   0.183768E+04   0.181437E+02   0.496940E-01  -0.585666E+02
   439   0.184562E+04   0.179962E+02   0.498677E-01  -0.595908E+02
   440   0.185376E+04   0.178464E+02   0.500423E-01  -0.605830E+02
   441   0.186209E+04   0.176946E+02   0.502180E-01  -0.615428E+02
   442   0.187061E+04   0.175407E+02   0.503946E-01  -0.624698E+02
   443   0.187930E+04   0.173849E+02   0.505722E-01  -0.633637E+02
   444   0.188816E+04   0.172273E+02   0.507508E-01  -0.642242E+02
   445   0.189718E+04   0.170678E+02   0.509303E-01  -0.650511E+02
   446   0.190634E+04   0.169067E+02   0.511108E-01  -0.658441E+02
   447   0.191565E+04   0.167440E+02   0.512922E-01  -0.666032E+02
   448   0.192512E+04   0.165798E+02   0.514745E-01  -0.673282E+02
   449   0.193471E+04   0.164142E+02   0.516578E-01  -0.680190E+02
   450   0.194444E+04   0.162472E+02   0.518420E-01  -0.686755E+02
   451   0.195430E+04   0.160790E+02   0.520270E-01  -0.692975E+02
   452   0.196428E+04   0.159097E+02   0.522130E-01  -0.698850E+02
   453   0.197438E+04   0.157393E+02   0.523997E-01  -0.704376E+02
   454   0.198458E+04   0.155679E+02   0.525874E-01  -0.709554E+02
   455   0.199487E+04   0.153957E+02   0.527759E-01  -0.714380E+02
   456   0.200524E+04   0.152226E+02   0.529651E-01  -0.718852E+02
   457   0.201570E+04   0.150488E+02   0.531552E-01  -0.722970E+02
   458   0.202622E+04   0.148744E+02   0.533461E-01  -0.726731E+02
   459   0.203678E+04   0.146995E+02   0.535377E-01  -0.730135E+02
   460   0.204741E+04   0.145241E+02   0.537301E-01  -0.733184E+02
   461   0.205808E+04   0.143483E+02   0.539232E-01  -0.735869E+02
   462   0.206880E+04   0.141724E+02   0.541171E-01  -0.738214E+02
   463   0.207955E+04   0.139964E+02   0.543116E-01  -0.740203E+02
   464   0.209034E+04   0.138204E+02   0.545068E-01  -0.741845E+02
   465   0.210116E+04   0.136445E+02   0.547026E-01  -0.743138E+02
   466   0.211201E+04   0.134688E+02   0.548991E-01  -0.744092E+02
   467   0.212288E+04   0.132935E+02   0.550962E-01  -0.744697E+02
   468   0.213376E+04   0.131186E+02   0.552940E-01  -0.744963E+02
   469   0.214464E+04   0.129441E+02   0.554922E-01  -0.744888E+02
   470   0.215551E+04   0.127703E+02   0.556911E-01  -0.744474E+02
   471   0.216636E+04   0.125971E+02   0.558905E-01  -0.743712E+02
   472   0.217719E+04   0.124249E+02   0.560903E-01  -0.742617E+02
   473   0.218798E+04   0.122534E+02   0.562907E-01  -0.741176E+02
   474   0.219872E+04   0.120829E+02   0.564916E-01  -0.739409E+02
   475   0.220943E+04   0.119136E+02   0.566929E-01  -0.737303E+02
   476   0.222008E+04   0.117454E+02   0.568947E-01  -0.734865E+02
   477   0.223068E+04   0.115785E+02   0.570968E-01  -0.732101E+02
   478   0.224123E+04   0.114130E+02   0.572993E-01  -0.729013E+02
   479   0.225172E+04   0.112491E+02   0.575022E-01  -0.725611E+02
   480   0.226214E+04   0.110867E+02   0.577055E-01  -0.721889E+02
   481   0.227249E+04   0.109260E+02   0.579090E-01  -0.717853E+02
   482   0.228276E+04   0.107671E+02   0.581129E-01  -0.713508E+02
   483   0.229295E+04   0.106101E+02   0.583170E-01  -0.708857E+02
   484   0.230304E+04   0.104551E+02   0.585214E-01  -0.703903E+02
   485   0.231302E+04   0.103022E+02   0.587260E-01  -0.698651E+02
   486   0.232290E+04   0.101514E+02   0.589308E-01  -0.693103E+02
   487   0.233266E+04   0.100029E+02   0.591358E-01  -0.687263E+02
   488   0.234229E+04   0.985681E+01   0.593409E-01  -0.681136E+02
   489   0.235181E+04   0.971308E+01   0.595461E-01  -0.674728E+02
   490   0.236119E+04   0.957195E+01   0.597515E-01  -0.668042E+02
   491   0.237045E+04   0.943347E+01   0.599569E-01  -0.661086E+02
   492   0.237957E+04   0.929765E+01   0.601623E-01  -0.653861E+02
   493   0.238855E+04   0.916462E+01   0.603678E-01  -0.646376E+02
   494   0.239740E+04   0.903454E+01   0.605733E-01  -0.638633E+02
   495   0.240610E+04   0.890748E+01   0.607788E-01  -0.630639E+02
   496   0.241466E+04   0.878343E+01   0.609842E-01  -0.622398E+02
   497   0.242305E+04   0.866254E+01   0.611895E-01  -0.613915E+02
   498   0.243129E+04   0.854487E+01   0.613947E-01  -0.605198E+02
   499   0.243935E+04   0.843051E+01   0.615997E-01  -0.596250E+02
   500   0.244724E+04   0.831959E+01   0.618046E-01  -0.587077E+02
   501   0.245495E+04   0.821211E+01   0.620093E-01  -0.577684E+02
   502   0.246247E+04   0.810821E+01   0.622138E-01  -0.568079E+02
   503   0.246981E+04   0.800790E+01   0.624180E-01  -0.558267E+02
   504   0.247695E+04   0.791139E+01   0.626220E-01  -0.548256E+02
   505   0.248392E+04   0.781860E+01   0.628256E-01  -0.538052E+02
   506   0.249068E+04   0.772969E+01   0.630289E-01  -0.527661E+02
   507   0.249726E+04   0.764472E+01   0.632318E-01  -0.517092E+02
   508   0.250364E+04   0.756379E+01   0.634343E-01  -0.506350E+02
   509   0.250982E+04   0.748693E+01   0.636364E-01  -0.495442E+02
   510   0.251581E+04   0.741422E+01   0.638380E-01  -0.484376E+02
   511   0.252158E+04   0.734571E+01   0.640392E-01  -0.473157E+02
   512   0.252716E+04   0.728146E+01   0.642398E-01  -0.461793E+02
   513   0.253254E+04   0.722153E+01   0.644399E-01  -0.450291E+02
   514   0.253770E+04   0.716599E+01   0.646394E-01  -0.438657E+02
   515   0.254265E+04   0.711488E+01   0.648383E-01  -0.426898E+02
   516   0.254739E+04   0.706827E+01   0.650365E-01  -0.415022E+02
   517   0.255191E+04   0.702620E+01   0.652341E-01  -0.403036E+02
   518   0.255621E+04   0.698872E+01   0.654310E-01  -0.390946E+02
   519   0.256029E+04   0.695589E+01   0.656272E-01  -0.378760E+02
   520   0.256415E+04   0.692775E+01   0.658227E-01  -0.366485E+02
   521   0.256777E+04   0.690435E+01   0.660173E-01  -0.354128E+02
   522   0.257117E+04   0.688574E+01   0.662112E-01  -0.341697E+02
   523   0.257432E+04   0.687196E+01   0.664042E-01  -0.329199E+02
   524   0.257726E+04   0.686304E+01   0.665963E-01  -0.316640E+02
   525   0.257995E+04   0.685901E+01   0.667876E-01  -0.304029E+02
   526   0.258242E+04   0.685989E+01   0.669779E-01  -0.291372E+02
   527   0.258466E+04   0.686573E+01   0.671673E-01  -0.278676E+02
   528   0.258667E+04   0.687655E+01   0.673557E-01  -0.265950E+02
   529   0.258845E+04   0.689237E+01   0.675432E-01  -0.253199E+02
   530   0.259001E+04   0.691322E+01   0.677296E-01  -0.240432E+02
   531   0.259132E+04   0.693912E+01   0.679149E-01  -0.227656E+02
   532   0.259242E+04   0.697009E+01   0.680992E-01  -0.214881E+02
   533   0.259329E+04   0.700614E+01   0.682824E-01  -0.202112E+02
   534   0.259391E+04   0.704729E+01   0.684645E-01  -0.189358E+02
   535   0.259432E+04   0.709357E+01   0.686455E-01  -0.176627E+02
   536   0.259449E+04   0.714499E+01   0.688253E-01  -0.163926E+02
   537   0.259443E+04   0.720154E+01   0.690039E-01  -0.151264E+02
   538   0.259415E+04   0.726324E+01   0.691813E-01  -0.138646E+02
   539   0.259364E+04   0.733008E+01   0.693575E-01  -0.126081E+02
   540   0.259290E+04   0.740207E+01   0.695325E-01  -0.113576E+02
   541   0.259194E+04   0.747922E+01   0.697062E-01  -0.101137E+02
   542   0.259076E+04   0.756152E+01   0.698786E-01  -0.887728E+01
   543   0.258935E+04   0.764896E+01   0.700498E-01  -0.764899E+01
   544   0.258773E+04   0.774155E+01   0.702196E-01  -0.642952E+01
   545   0.258589E+04   0.783925E+01   0.703881E-01  -0.521954E+01
   546   0.258383E+04   0.794206E+01   0.705553E-01  -0.401972E+01
   547   0.258155E+04   0.804997E+01   0.707211E-01  -0.283072E+01
   548   0.257906E+04   0.816288E+01   0.708855E-01  -0.165321E+01
   549   0.257636E+04   0.828096E+01   0.710486E-01  -0.487858E+00
   550   0.257344E+04   0.840396E+01   0.712103E-01   0.664664E+00
   551   0.257032E+04   0.853205E+01   0.713705E-01   0.180367E+01
   552   0.256698E+04   0.866507E+01   0.715294E-01   0.292847E+01
   553   0.256345E+04   0.880301E+01   0.716868E-01   0.403836E+01
   554   0.255972E+04   0.894589E+01   0.718427E-01   0.513269E+01
   555   0.255580E+04   0.909361E+01   0.719973E-01   0.621073E+01
   556   0.255167E+04   0.924619E+01   0.721503E-01   0.727181E+01
   557   0.254737E+04   0.940354E+01   0.723019E-01   0.831530E+01
   558   0.254287E+04   0.956567E+01   0.724520E-01   0.934049E+01
   559   0.253819E+04   0.973250E+01   0.726007E-01   0.103469E+02
   560   0.253332E+04   0.990402E+01   0.727478E-01   0.113338E+02
   561   0.252829E+04   0.100801E+02   0.728934E-01   0.123007E+02
   562   0.252307E+04   0.102608E+02   0.730376E-01   0.132471E+02
   563   0.251767E+04   0.104460E+02   0.731802E-01   0.141722E+02
   564   0.251212E+04   0.106356E+02   0.733213E-01   0.150755E+02
   565   0.250638E+04   0.108297E+02   0.734609E-01   0.159566E+02
   566   0.250049E+04   0.110281E+02   0.735989E-01   0.168149E+02
   567   0.249443E+04   0.112307E+02   0.737355E-01   0.176499E+02
   568   0.248822E+04   0.114376E+02   0.738705E-01   0.184610E+02
   569   0.248185E+04   0.116487E+02   0.740039E-01   0.192478E+02
   570   0.247532E+04   0.118638E+02   0.741359E-01   0.200098E+02
   571   0.246864E+04   0.120829E+02   0.742663E-01   0.207465E+02
   572   0.246182E+04   0.123059E+02   0.743951E-01   0.214575E+02
   573   0.245486E+04   0.125328E+02   0.745224E-01   0.221424E+02
   574   0.244776E+04   0.127634E+02   0.746482E-01   0.228008E+02
   575   0.244054E+04   0.129978E+02   0.747724E-01   0.234323E+02
   576   0.243318E+04   0.132358E+02   0.748951E-01   0.240367E+02
   577   0.242572E+04   0.134773E+02   0.750162E-01   0.246134E+02
   578   0.241813E+04   0.137223E+02   0.751358E-01   0.251621E+02
   579   0.241043E+04   0.139707E+02   0.752538E-01   0.256825E+02
   580   0.240262E+04   0.142223E+02   0.753704E-01   0.261742E+02
   581   0.239472E+04   0.144772E+02   0.754854E-01   0.266368E+02
   582   0.238672E+04   0.147351E+02   0.755988E-01   0.270700E+02
   583   0.237862E+04   0.149960E+02   0.757107E-01   0.274735E+02
   584   0.237044E+04   0.152600E+02   0.758212E-01   0.278469E+02
   585   0.236218E+04   0.155266E+02   0.759301E-01   0.281898E+02
   586   0.235383E+04   0.157961E+02   0.760374E-01   0.285020E+02
   587   0.234541E+04   0.160681E+02   0.761433E-01   0.287833E+02
   588   0.233692E+04   0.163427E+02   0.762477E-01   0.290335E+02
   589   0.232836E+04   0.166197E+02   0.763506E-01   0.292524E+02
   590   0.231974E+04   0.168990E+02   0.764521E-01   0.294396E+02
   591   0.231107E+04   0.171806E+02   0.765520E-01   0.295950E+02
   592   0.230235E+04   0.174643E+02   0.766505E-01   0.297184E+02
   593   0.229358E+04   0.177499E+02   0.767475E-01   0.298096E+02
   594   0.228476E+04   0.180375E+02   0.768431E-01   0.298686E+02
   595   0.227590E+04   0.183269E+02   0.769373E-01   0.298951E+02
   596   0.226702E+04   0.186179E+02   0.770301E-01   0.298891E+02
   597   0.225810E+04   0.189105E+02   0.771215E-01   0.298504E+02
   598   0.224916E+04   0.192045E+02   0.772114E-01   0.297790E+02
   599   0.224019E+04   0.195000E+02   0.773000E-01   0.296746E+02
   600   0.223121E+04   0.197966E+02   0.773873E-01   0.295374E+02
   601   0.222223E+04   0.200943E+02   0.774732E-01   0.293672E+02
   602   0.221322E+04   0.203931E+02   0.775577E-01   0.291643E+02
   603   0.220423E+04   0.206927E+02   0.776410E-01   0.289284E+02
   604   0.219523E+04   0.209931E+02   0.777230E-01   0.286598E+02
   605   0.218624E+04   0.212941E+02   0.778037E-01   0.283582E+02
   606   0.217726E+04   0.215956E+02   0.778832E-01   0.280240E+02
   607   0.216829E+04   0.218977E+02   0.779614E-01   0.276570E+02
   608   0.215935E+04   0.222000E+02   0.780384E-01   0.272573E+02
   609   0.215044E+04   0.225025E+02   0.781142E-01   0.268252E+02
   610   0.214154E+04   0.228050E+02   0.781889E-01   0.263606E+02
   611   0.213269E+04   0.231074E+02   0.782624E-01   0.258636E+02
   612   0.212387E+04   0.234095E+02   0.783347E-01   0.253343E+02
   613   0.211509E+04   0.237114E+02   0.784060E-01   0.247730E+02
   614   0.210637E+04   0.240129E+02   0.784762E-01   0.241797E+02
   615   0.209769E+04   0.243137E+02   0.785454E-01   0.235547E+02
   616   0.208907E+04   0.246138E+02   0.786135E-01   0.228985E+02
   617   0.208052E+04   0.249133E+02   0.786806E-01   0.222111E+02
   618   0.207203E+04   0.252119E+02   0.787468E-01   0.214929E+02
   619   0.206361E+04   0.255094E+02   0.788120E-01   0.207443E+02
   620   0.205526E+04   0.258059E+02   0.788763E-01   0.199654E+02
   621   0.204700E+04   0.261012E+02   0.789397E-01   0.191565E+02
   622   0.203882E+04   0.263951E+02   0.790022E-01   0.183179E+02
   623   0.203072E+04   0.266876E+02   0.790639E-01   0.174501E+02
   624   0.202271E+04   0.269785E+02   0.791247E-01   0.165531E+02
   625   0.201480E+04   0.272678E+02   0.791848E-01   0.156274E+02
   626   0.200700E+04   0.275552E+02   0.792442E-01   0.146732E+02
   627   0.199928E+04   0.278406E+02   0.793028E-01   0.136908E+02
   628   0.199168E+04   0.281240E+02   0.793607E-01   0.126805E+02
   629   0.198419E+04   0.284052E+02   0.794179E-01   0.116429E+02
   630   0.197681E+04   0.286841E+02   0.794745E-01   0.105784E+02
   631   0.196954E+04   0.289606E+02   0.795305E-01   0.948730E+01
   632   0.196240E+04   0.292346E+02   0.795859E-01   0.837010E+01
   633   0.195538E+04   0.295060E+02   0.796407E-01   0.722712E+01
   634   0.194848E+04   0.297746E+02   0.796951E-01   0.605887E+01
   635   0.194171E+04   0.300403E+02   0.797489E-01   0.486584E+01
   636   0.193508E+04   0.303031E+02   0.798022E-01   0.364848E+01
   637   0.192859E+04   0.305629E+02   0.798552E-01   0.240730E+01
   638   0.192223E+04   0.308195E+02   0.799077E-01   0.114280E+01
   639   0.191602E+04   0.310728E+02   0.799598E-01  -0.144545E+00
   640   0.190995E+04   0.313227E+02   0.800116E-01  -0.145423E+01
   641   0.190403E+04   0.315692E+02   0.800631E-01  -0.278574E+01
   642   0.189825E+04   0.318121E+02   0.801143E-01  -0.413852E+01
   643   0.189264E+04   0.320513E+02   0.801652E-01  -0.551199E+01
   644   0.188717E+04   0.322868E+02   0.802158E-01  -0.690557E+01
   645   0.188187E+04   0.325183E+02   0.802663E-01  -0.831867E+01
   646   0.187673E+04   0.327457E+02   0.803166E-01  -0.975073E+01
   647   0.187175E+04   0.329691E+02   0.803667E-01  -0.112011E+02
   648   0.186693E+04   0.331882E+02   0.804167E-01  -0.126693E+02
   649   0.186227E+04   0.334030E+02   0.804666E-01  -0.141546E+02
   650   0.185780E+04   0.336134E+02   0.805165E-01  -0.156565E+02
   651   0.185348E+04   0.338195E+02   0.805663E-01  -0.171742E+02
   652   0.184934E+04   0.340210E+02   0.806160E-01  -0.187071E+02
   653   0.184538E+04   0.342180E+02   0.806658E-01  -0.202547E+02
   654   0.184159E+04   0.344104E+02   0.807157E-01  -0.218162E+02
   655   0.183799E+04   0.345981E+02   0.807656E-01  -0.233910E+02
   656   0.183456E+04   0.347811E+02   0.808156E-01  -0.249783E+02
   657   0.183132E+04   0.349593E+02   0.808657E-01  -0.265777E+02
   658   0.182826E+04   0.351326E+02   0.809159E-01  -0.281883E+02
   659   0.182538E+04   0.353009E+02   0.809664E-01  -0.298095E+02
   660   0.182269E+04   0.354642E+02   0.810170E-01  -0.314405E+02
   661   0.182019E+04   0.356223E+02   0.810678E-01  -0.330807E+02
   662   0.181787E+04   0.357752E+02   0.811189E-01  -0.347295E+02
   663   0.181574E+04   0.359229E+02   0.811703E-01  -0.363860E+02
   664   0.181380E+04   0.360652E+02   0.812220E-01  -0.380495E+02
   665   0.181206E+04   0.362021E+02   0.812740E-01  -0.397194E+02
   666   0.181049E+04   0.363337E+02   0.813263E-01  -0.413949E+02
   667   0.180912E+04   0.364597E+02   0.813790E-01  -0.430754E+02
   668   0.180795E+04   0.365803E+02   0.814321E-01  -0.447600E+02
   669   0.180696E+04   0.366952E+02   0.814857E-01  -0.464482E+02
   670   0.180616E+04   0.368045E+02   0.815396E-01  -0.481391E+02
   671   0.180556E+04   0.369082E+02   0.815941E-01  -0.498320E+02
   672   0.180515E+04   0.370062E+02   0.816490E-01  -0.515264E+02
   673   0.180493E+04   0.370984E+02   0.817045E-01  -0.532213E+02
   674   0.180490E+04   0.371849E+02   0.817605E-01  -0.549162E+02
   675   0.180507E+04   0.372656E+02   0.818171E-01  -0.566103E+02
   676   0.180543E+04   0.373405E+02   0.818742E-01  -0.583027E+02
   677   0.180597E+04   0.374095E+02   0.819320E-01  -0.599930E+02
   678   0.180671E+04   0.374725E+02   0.819904E-01  -0.616801E+02
   679   0.180763E+04   0.375296E+02   0.820494E-01  -0.633634E+02
   680   0.180875E+04   0.375808E+02   0.821092E-01  -0.650421E+02
   681   0.181005E+04   0.376258E+02   0.821696E-01  -0.667154E+02
   682   0.181154E+04   0.376649E+02   0.822307E-01  -0.683825E+02
   683   0.181321E+04   0.376977E+02   0.822926E-01  -0.700427E+02
   684   0.181507E+04   0.377245E+02   0.823552E-01  -0.716954E+02
   685   0.181711E+04   0.377452E+02   0.824186E-01  -0.733399E+02
   686   0.181933E+04   0.377599E+02   0.824828E-01  -0.749751E+02
   687   0.182173E+04   0.377686E+02   0.825478E-01  -0.766011E+02
   688   0.182431E+04   0.377713E+02   0.826137E-01  -0.782174E+02
   689   0.182708E+04   0.377680E+02   0.826804E-01  -0.798224E+02
   690   0.183002E+04   0.377589E+02   0.827480E-01  -0.814155E+02
   691   0.183313E+04   0.377438E+02   0.828164E-01  -0.829967E+02
   692   0.183642E+04   0.377228E+02   0.828858E-01  -0.845653E+02
   693   0.183989E+04   0.376959E+02   0.829560E-01  -0.861205E+02
   694   0.184352E+04   0.376631E+02   0.830272E-01  -0.876610E+02
   695   0.184732E+04   0.376244E+02   0.830994E-01  -0.891868E+02
   696   0.185128E+04   0.375798E+02   0.831725E-01  -0.906964E+02
   697   0.185541E+04   0.375293E+02   0.832465E-01  -0.921899E+02
   698   0.185970E+04   0.374730E+02   0.833216E-01  -0.936659E+02
   699   0.186415E+04   0.374109E+02   0.833977E-01  -0.951243E+02
   700   0.186875E+04   0.373430E+02   0.834747E-01  -0.965645E+02
   701   0.187351E+04   0.372693E+02   0.835528E-01  -0.979858E+02
   702   0.187841E+04   0.371899E+02   0.836319E-01  -0.993875E+02
   703   0.188347E+04   0.371049E+02   0.837120E-01  -0.100770E+03
   704   0.188867E+04   0.370142E+02   0.837931E-01  -0.102130E+03
   705   0.189401E+04   0.369180E+02   0.838754E-01  -0.103469E+03
   706   0.189950E+04   0.368163E+02   0.839586E-01  -0.104786E+03
   707   0.190512E+04   0.367092E+02   0.840429E-01  -0.106081E+03
   708   0.191087E+04   0.365966E+02   0.841283E-01  -0.107353E+03
   709   0.191676E+04   0.364787E+02   0.842148E-01  -0.108601E+03
   710   0.192277E+04   0.363556E+02   0.843023E-01  -0.109825E+03
   711   0.192891E+04   0.362272E+02   0.843909E-01  -0.111025E+03
   712   0.193517E+04   0.360936E+02   0.844805E-01  -0.112198E+03
   713   0.194155E+04   0.359550E+02   0.845713E-01  -0.113346E+03
   714   0.194804E+04   0.358113E+02   0.846631E-01  -0.114467E+03
   715   0.195465E+04   0.356626E+02   0.847560E-01  -0.115562E+03
   716   0.196136E+04   0.355089E+02   0.848499E-01  -0.116630E+03
   717   0.196817E+04   0.353502E+02   0.849450E-01  -0.117669E+03
   718   0.197508E+04   0.351867E+02   0.850410E-01  -0.118679E+03
   719   0.198209E+04   0.350185E+02   0.851382E-01  -0.119661E+03
   720   0.198919E+04   0.348456E+02   0.852364E-01  -0.120613E+03
   721   0.199638E+04   0.346681E+02   0.853357E-01  -0.121536E+03
   722   0.200366E+04   0.344862E+02   0.854360E-01  -0.122428E+03
   723   0.201103E+04   0.343000E+02   0.855373E-01  -0.123291E+03
   724   0.201848E+04   0.341096E+02   0.856397E-01  -0.124123E+03
   725   0.202600E+04   0.339150E+02   0.857431E-01  -0.124924E+03
   726   0.203361E+04   0.337164E+02   0.858476E-01  -0.125695E+03
   727   0.204128E+04   0.335139E+02   0.859530E-01  -0.126433E+03
   728   0.204903E+04   0.333075E+02   0.860595E-01  -0.127140E+03
   729   0.205683E+04   0.330973E+02   0.861669E-01  -0.127814E+03
   730   0.206470E+04   0.328834E+02   0.862753E-01  -0.128456E+03
   731   0.207263E+04   0.326659E+02   0.863847E-01  -0.129066E+03
   732   0.208060E+04   0.324449E+02   0.864950E-01  -0.129641E+03
   733   0.208863E+04   0.322205E+02   0.866063E-01  -0.130183E+03
   734   0.209670E+04   0.319927E+02   0.867185E-01  -0.130691E+03
   735   0.210480E+04   0.317617E+02   0.868316E-01  -0.131165E+03
   736   0.211295E+04   0.315277E+02   0.869456E-01  -0.131605E+03
   737   0.212112E+04   0.312906E+02   0.870605E-01  -0.132010E+03
   738   0.212933E+04   0.310507E+02   0.871763E-01  -0.132380E+03
   739   0.213756E+04   0.308080E+02   0.872929E-01  -0.132715E+03
   740   0.214580E+04   0.305627E+02   0.874104E-01  -0.133015E+03
   741   0.215406E+04   0.303149E+02   0.875287E-01  -0.133279E+03
   742   0.216232E+04   0.300647E+02   0.876479E-01  -0.133509E+03
   743   0.217060E+04   0.298121E+02   0.877678E-01  -0.133703E+03
   744   0.217887E+04   0.295575E+02   0.878885E-01  -0.133860E+03
   745   0.218714E+04   0.293008E+02   0.880100E-01  -0.133982E+03
   746   0.219540E+04   0.290423E+02   0.881322E-01  -0.134069E+03
   747   0.220364E+04   0.287819E+02   0.882551E-01  -0.134119E+03
   748   0.221187E+04   0.285199E+02   0.883787E-01  -0.134134E+03
   749   0.222008E+04   0.282562E+02   0.885031E-01  -0.134112E+03
   750   0.222827E+04   0.279912E+02   0.886281E-01  -0.134055E+03
   751   0.223642E+04   0.277247E+02   0.887537E-01  -0.133962E+03
   752   0.224453E+04   0.274571E+02   0.888800E-01  -0.133832E+03
   753   0.225262E+04   0.271883E+02   0.890068E-01  -0.133667E+03
   754   0.226066E+04   0.269185E+02   0.891343E-01  -0.133465E+03
   755   0.226865E+04   0.266478E+02   0.892623E-01  -0.133228E+03
   756   0.227660E+04   0.263765E+02   0.893909E-01  -0.132956E+03
   757   0.228450E+04   0.261046E+02   0.895200E-01  -0.132647E+03
   758   0.229236E+04   0.258323E+02   0.896496E-01  -0.132305E+03
   759   0.230016E+04   0.255597E+02   0.897797E-01  -0.131927E+03
   760   0.230790E+04   0.252869E+02   0.899102E-01  -0.131514E+03
   761   0.231558E+04   0.250141E+02   0.900411E-01  -0.131067E+03
   762   0.232319E+04   0.247413E+02   0.901725E-01  -0.130584E+03
   763   0.233074E+04   0.244688E+02   0.903042E-01  -0.130068E+03
   764   0.233821E+04   0.241964E+02   0.904363E-01  -0.129515E+03
   765   0.234559E+04   0.239246E+02   0.905687E-01  -0.128929E+03
   766   0.235290E+04   0.236533E+02   0.907015E-01  -0.128308E+03
   767   0.236011E+04   0.233824E+02   0.908345E-01  -0.127653E+03
   768   0.236723E+04   0.231124E+02   0.909678E-01  -0.126962E+03
   769   0.237424E+04   0.228434E+02   0.911012E-01  -0.126238E+03
   770   0.238116E+04   0.225754E+02   0.912349E-01  -0.125481E+03
   771   0.238797E+04   0.223085E+02   0.913688E-01  -0.124691E+03
   772   0.239467E+04   0.220430E+02   0.915028E-01  -0.123867E+03
   773   0.240125E+04   0.217789E+02   0.916369E-01  -0.123012E+03
   774   0.240771E+04   0.215164E+02   0.917712E-01  -0.122124E+03
   775   0.241405E+04   0.212556E+02   0.919054E-01  -0.121205E+03
   776   0.242028E+04   0.209967E+02   0.920398E-01  -0.120256E+03
   777   0.242638E+04   0.207396E+02   0.921741E-01  -0.119275E+03
   778   0.243236E+04   0.204847E+02   0.923084E-01  -0.118265E+03
   779   0.243822E+04   0.202319E+02   0.924426E-01  -0.117224E+03
   780   0.244395E+04   0.199814E+02   0.925767E-01  -0.116156E+03
   781   0.244955E+04   0.197332E+02   0.927108E-01  -0.115058E+03
   782   0.245503E+04   0.194875E+02   0.928447E-01  -0.113933E+03
   783   0.246037E+04   0.192444E+02   0.929784E-01  -0.112778E+03
   784   0.246557E+04   0.190040E+02   0.931119E-01  -0.111596E+03
