#    L    TT             EE             BB             TE          
   785   0.247063E+04   0.187663E+02   0.932451E-01  -0.110386E+03
   786   0.247553E+04   0.185315E+02   0.933781E-01  -0.109147E+03
   787   0.248028E+04   0.182996E+02   0.935108E-01  -0.107882E+03
   788   0.248488E+04   0.180708E+02   0.936432E-01  -0.106589E+03
   789   0.248930E+04   0.178453E+02   0.937752E-01  -0.105269E+03
   790   0.249357E+04   0.176230E+02   0.939068E-01  -0.103923E+03
   791   0.249767E+04   0.174042E+02   0.940380E-01  -0.102553E+03
   792   0.250160E+04   0.171891E+02   0.941687E-01  -0.101158E+03
   793   0.250537E+04   0.169777E+02   0.942989E-01  -0.997406E+02
   794   0.250896E+04   0.167702E+02   0.944286E-01  -0.983003E+02
   795   0.251238E+04   0.165667E+02   0.945578E-01  -0.968391E+02
   796   0.251563E+04   0.163673E+02   0.946864E-01  -0.953562E+02
   797   0.251871E+04   0.161720E+02   0.948144E-01  -0.938529E+02
   798   0.252161E+04   0.159809E+02   0.949417E-01  -0.923294E+02
   799   0.252434E+04   0.157940E+02   0.950684E-01  -0.907863E+02
   800   0.252690E+04   0.156115E+02   0.951944E-01  -0.892228E+02
   801   0.252928E+04   0.154332E+02   0.953196E-01  -0.876412E+02
   802   0.253149E+04   0.152592E+02   0.954441E-01  -0.860406E+02
   803   0.253352E+04   0.150898E+02   0.955678E-01  -0.844218E+02
   804   0.253538E+04   0.149249E+02   0.956907E-01  -0.827863E+02
   805   0.253705E+04   0.147648E+02   0.958128E-01  -0.811332E+02
   806   0.253851E+04   0.146095E+02   0.959339E-01  -0.794647E+02
   807   0.253979E+04   0.144591E+02   0.960542E-01  -0.777794E+02
   808   0.254086E+04   0.143137E+02   0.961735E-01  -0.760801E+02
   809   0.254173E+04   0.141735E+02   0.962919E-01  -0.743661E+02
   810   0.254240E+04   0.140385E+02   0.964093E-01  -0.726381E+02
   811   0.254286E+04   0.139087E+02   0.965257E-01  -0.708977E+02
   812   0.254314E+04   0.137841E+02   0.966411E-01  -0.691455E+02
   813   0.254322E+04   0.136648E+02   0.967554E-01  -0.673824E+02
   814   0.254311E+04   0.135508E+02   0.968686E-01  -0.656094E+02
   815   0.254282E+04   0.134421E+02   0.969807E-01  -0.638271E+02
   816   0.254235E+04   0.133389E+02   0.970917E-01  -0.620366E+02
   817   0.254170E+04   0.132411E+02   0.972015E-01  -0.602382E+02
   818   0.254085E+04   0.131488E+02   0.973101E-01  -0.584322E+02
   819   0.253981E+04   0.130620E+02   0.974176E-01  -0.566189E+02
   820   0.253857E+04   0.129809E+02   0.975238E-01  -0.547988E+02
   821   0.253712E+04   0.129054E+02   0.976287E-01  -0.529721E+02
   822   0.253546E+04   0.128357E+02   0.977325E-01  -0.511392E+02
   823   0.253359E+04   0.127718E+02   0.978349E-01  -0.493005E+02
   824   0.253150E+04   0.127137E+02   0.979360E-01  -0.474569E+02
   825   0.252921E+04   0.126614E+02   0.980357E-01  -0.456097E+02
   826   0.252673E+04   0.126151E+02   0.981342E-01  -0.437600E+02
   827   0.252404E+04   0.125745E+02   0.982312E-01  -0.419088E+02
   828   0.252117E+04   0.125398E+02   0.983269E-01  -0.400573E+02
   829   0.251811E+04   0.125110E+02   0.984212E-01  -0.382066E+02
   830   0.251488E+04   0.124882E+02   0.985141E-01  -0.363577E+02
   831   0.251146E+04   0.124712E+02   0.986055E-01  -0.345109E+02
   832   0.250787E+04   0.124602E+02   0.986955E-01  -0.326667E+02
   833   0.250407E+04   0.124552E+02   0.987840E-01  -0.308253E+02
   834   0.250009E+04   0.124561E+02   0.988710E-01  -0.289869E+02
   835   0.249591E+04   0.124631E+02   0.989565E-01  -0.271520E+02
   836   0.249152E+04   0.124762E+02   0.990405E-01  -0.253208E+02
   837   0.248694E+04   0.124953E+02   0.991230E-01  -0.234938E+02
   838   0.248215E+04   0.125204E+02   0.992039E-01  -0.216716E+02
   839   0.247716E+04   0.125516E+02   0.992833E-01  -0.198554E+02
   840   0.247199E+04   0.125887E+02   0.993611E-01  -0.180460E+02
   841   0.246664E+04   0.126318E+02   0.994373E-01  -0.162444E+02
   842   0.246110E+04   0.126807E+02   0.995120E-01  -0.144514E+02
   843   0.245539E+04   0.127355E+02   0.995850E-01  -0.126682E+02
   844   0.244952E+04   0.127960E+02   0.996564E-01  -0.108955E+02
   845   0.244347E+04   0.128623E+02   0.997262E-01  -0.913380E+01
   846   0.243726E+04   0.129344E+02   0.997944E-01  -0.738384E+01
   847   0.243087E+04   0.130125E+02   0.998609E-01  -0.564600E+01
   848   0.242431E+04   0.130963E+02   0.999257E-01  -0.392083E+01
   849   0.241757E+04   0.131861E+02   0.999889E-01  -0.220882E+01
   850   0.241064E+04   0.132817E+02   0.100050E+00  -0.510519E+00
   851   0.240354E+04   0.133832E+02   0.100110E+00   0.117359E+01
   852   0.239627E+04   0.134905E+02   0.100168E+00   0.284305E+01
   853   0.238882E+04   0.136036E+02   0.100225E+00   0.449739E+01
   854   0.238120E+04   0.137222E+02   0.100280E+00   0.613616E+01
   855   0.237343E+04   0.138463E+02   0.100333E+00   0.775889E+01
   856   0.236550E+04   0.139759E+02   0.100384E+00   0.936518E+01
   857   0.235742E+04   0.141107E+02   0.100434E+00   0.109545E+02
   858   0.234920E+04   0.142508E+02   0.100482E+00   0.125265E+02
   859   0.234084E+04   0.143960E+02   0.100528E+00   0.140801E+02
   860   0.233234E+04   0.145464E+02   0.100573E+00   0.156148E+02
   861   0.232370E+04   0.147020E+02   0.100615E+00   0.171297E+02
   862   0.231492E+04   0.148627E+02   0.100656E+00   0.186239E+02
   863   0.230602E+04   0.150285E+02   0.100696E+00   0.200967E+02
   864   0.229697E+04   0.151995E+02   0.100733E+00   0.215472E+02
   865   0.228779E+04   0.153755E+02   0.100769E+00   0.229747E+02
   866   0.227849E+04   0.155565E+02   0.100803E+00   0.243789E+02
   867   0.226906E+04   0.157425E+02   0.100836E+00   0.257599E+02
   868   0.225949E+04   0.159332E+02   0.100867E+00   0.271174E+02
   869   0.224980E+04   0.161287E+02   0.100896E+00   0.284514E+02
   870   0.223999E+04   0.163289E+02   0.100923E+00   0.297616E+02
   871   0.223005E+04   0.165335E+02   0.100949E+00   0.310480E+02
   872   0.222000E+04   0.167427E+02   0.100973E+00   0.323106E+02
   873   0.220983E+04   0.169560E+02   0.100995E+00   0.335486E+02
   874   0.219955E+04   0.171737E+02   0.101015E+00   0.347617E+02
   875   0.218916E+04   0.173956E+02   0.101034E+00   0.359494E+02
   876   0.217867E+04   0.176214E+02   0.101051E+00   0.371111E+02
   877   0.216808E+04   0.178511E+02   0.101067E+00   0.382463E+02
   878   0.215742E+04   0.180846E+02   0.101081E+00   0.393545E+02
   879   0.214666E+04   0.183218E+02   0.101093E+00   0.404352E+02
   880   0.213582E+04   0.185626E+02   0.101104E+00   0.414879E+02
   881   0.212489E+04   0.188069E+02   0.101113E+00   0.425122E+02
   882   0.211390E+04   0.190547E+02   0.101120E+00   0.435076E+02
   883   0.210282E+04   0.193058E+02   0.101126E+00   0.444737E+02
   884   0.209166E+04   0.195603E+02   0.101130E+00   0.454100E+02
   885   0.208043E+04   0.198180E+02   0.101133E+00   0.463161E+02
   886   0.206913E+04   0.200788E+02   0.101134E+00   0.471916E+02
   887   0.205776E+04   0.203427E+02   0.101133E+00   0.480364E+02
   888   0.204632E+04   0.206096E+02   0.101131E+00   0.488504E+02
   889   0.203482E+04   0.208792E+02   0.101128E+00   0.496338E+02
   890   0.202326E+04   0.211516E+02   0.101123E+00   0.503864E+02
   891   0.201164E+04   0.214266E+02   0.101116E+00   0.511082E+02
   892   0.199997E+04   0.217040E+02   0.101108E+00   0.517992E+02
   893   0.198825E+04   0.219839E+02   0.101099E+00   0.524595E+02
   894   0.197649E+04   0.222659E+02   0.101088E+00   0.530888E+02
   895   0.196468E+04   0.225500E+02   0.101076E+00   0.536870E+02
   896   0.195284E+04   0.228361E+02   0.101063E+00   0.542541E+02
   897   0.194095E+04   0.231241E+02   0.101048E+00   0.547900E+02
   898   0.192904E+04   0.234137E+02   0.101032E+00   0.552945E+02
   899   0.191710E+04   0.237048E+02   0.101014E+00   0.557675E+02
   900   0.190514E+04   0.239975E+02   0.100995E+00   0.562090E+02
   901   0.189315E+04   0.242913E+02   0.100975E+00   0.566187E+02
   902   0.188116E+04   0.245864E+02   0.100954E+00   0.569967E+02
   903   0.186915E+04   0.248826E+02   0.100931E+00   0.573428E+02
   904   0.185713E+04   0.251797E+02   0.100908E+00   0.576569E+02
   905   0.184511E+04   0.254776E+02   0.100883E+00   0.579391E+02
   906   0.183308E+04   0.257763E+02   0.100857E+00   0.581890E+02
   907   0.182107E+04   0.260756E+02   0.100830E+00   0.584068E+02
   908   0.180905E+04   0.263753E+02   0.100801E+00   0.585924E+02
   909   0.179705E+04   0.266755E+02   0.100772E+00   0.587459E+02
   910   0.178506E+04   0.269760E+02   0.100741E+00   0.588674E+02
   911   0.177308E+04   0.272766E+02   0.100710E+00   0.589569E+02
   912   0.176113E+04   0.275773E+02   0.100678E+00   0.590146E+02
   913   0.174920E+04   0.278779E+02   0.100644E+00   0.590406E+02
   914   0.173729E+04   0.281784E+02   0.100610E+00   0.590348E+02
   915   0.172541E+04   0.284786E+02   0.100574E+00   0.589974E+02
   916   0.171356E+04   0.287784E+02   0.100538E+00   0.589285E+02
   917   0.170175E+04   0.290777E+02   0.100501E+00   0.588283E+02
   918   0.168996E+04   0.293763E+02   0.100463E+00   0.586969E+02
   919   0.167822E+04   0.296741E+02   0.100424E+00   0.585344E+02
   920   0.166652E+04   0.299710E+02   0.100385E+00   0.583409E+02
   921   0.165486E+04   0.302668E+02   0.100344E+00   0.581166E+02
   922   0.164325E+04   0.305614E+02   0.100303E+00   0.578618E+02
   923   0.163169E+04   0.308549E+02   0.100261E+00   0.575768E+02
   924   0.162018E+04   0.311469E+02   0.100219E+00   0.572620E+02
   925   0.160874E+04   0.314375E+02   0.100176E+00   0.569176E+02
   926   0.159735E+04   0.317264E+02   0.100132E+00   0.565441E+02
   927   0.158602E+04   0.320136E+02   0.100087E+00   0.561417E+02
   928   0.157477E+04   0.322990E+02   0.100042E+00   0.557107E+02
   929   0.156358E+04   0.325825E+02   0.999969E-01   0.552515E+02
   930   0.155247E+04   0.328639E+02   0.999509E-01   0.547643E+02
   931   0.154143E+04   0.331431E+02   0.999043E-01   0.542493E+02
   932   0.153047E+04   0.334200E+02   0.998572E-01   0.537067E+02
   933   0.151959E+04   0.336945E+02   0.998097E-01   0.531370E+02
   934   0.150880E+04   0.339664E+02   0.997618E-01   0.525402E+02
   935   0.149808E+04   0.342356E+02   0.997135E-01   0.519168E+02
   936   0.148746E+04   0.345020E+02   0.996648E-01   0.512669E+02
   937   0.147692E+04   0.347656E+02   0.996158E-01   0.505910E+02
   938   0.146648E+04   0.350262E+02   0.995665E-01   0.498895E+02
   939   0.145613E+04   0.352837E+02   0.995169E-01   0.491626E+02
   940   0.144587E+04   0.355379E+02   0.994671E-01   0.484108E+02
   941   0.143572E+04   0.357888E+02   0.994170E-01   0.476344E+02
   942   0.142566E+04   0.360363E+02   0.993668E-01   0.468337E+02
   943   0.141571E+04   0.362803E+02   0.993163E-01   0.460092E+02
   944   0.140586E+04   0.365206E+02   0.992658E-01   0.451614E+02
   945   0.139613E+04   0.367573E+02   0.992151E-01   0.442906E+02
   946   0.138650E+04   0.369902E+02   0.991643E-01   0.433973E+02
   947   0.137698E+04   0.372191E+02   0.991135E-01   0.424821E+02
   948   0.136758E+04   0.374441E+02   0.990626E-01   0.415452E+02
   949   0.135829E+04   0.376651E+02   0.990118E-01   0.405871E+02
   950   0.134912E+04   0.378819E+02   0.989609E-01   0.396084E+02
   951   0.134007E+04   0.380944E+02   0.989102E-01   0.386094E+02
   952   0.133114E+04   0.383027E+02   0.988595E-01   0.375906E+02
   953   0.132233E+04   0.385065E+02   0.988089E-01   0.365523E+02
   954   0.131363E+04   0.387058E+02   0.987584E-01   0.354952E+02
   955   0.130507E+04   0.389004E+02   0.987081E-01   0.344195E+02
   956   0.129663E+04   0.390904E+02   0.986580E-01   0.333259E+02
   957   0.128833E+04   0.392756E+02   0.986081E-01   0.322147E+02
   958   0.128014E+04   0.394561E+02   0.985584E-01   0.310867E+02
   959   0.127209E+04   0.396317E+02   0.985090E-01   0.299425E+02
   960   0.126417E+04   0.398025E+02   0.984599E-01   0.287827E+02
   961   0.125639E+04   0.399683E+02   0.984111E-01   0.276078E+02
   962   0.124874E+04   0.401292E+02   0.983627E-01   0.264185E+02
   963   0.124123E+04   0.402850E+02   0.983146E-01   0.252154E+02
   964   0.123385E+04   0.404358E+02   0.982669E-01   0.239989E+02
   965   0.122662E+04   0.405814E+02   0.982196E-01   0.227696E+02
   966   0.121951E+04   0.407219E+02   0.981728E-01   0.215281E+02
   967   0.121256E+04   0.408570E+02   0.981264E-01   0.202748E+02
   968   0.120573E+04   0.409869E+02   0.980805E-01   0.190102E+02
   969   0.119905E+04   0.411114E+02   0.980352E-01   0.177349E+02
   970   0.119252E+04   0.412303E+02   0.979903E-01   0.164494E+02
   971   0.118612E+04   0.413439E+02   0.979461E-01   0.151542E+02
   972   0.117986E+04   0.414519E+02   0.979024E-01   0.138500E+02
   973   0.117375E+04   0.415544E+02   0.978593E-01   0.125372E+02
   974   0.116778E+04   0.416513E+02   0.978168E-01   0.112165E+02
   975   0.116195E+04   0.417426E+02   0.977749E-01   0.988861E+01
   976   0.115627E+04   0.418283E+02   0.977337E-01   0.855381E+01
   977   0.115073E+04   0.419082E+02   0.976932E-01   0.721292E+01
   978   0.114533E+04   0.419826E+02   0.976534E-01   0.586632E+01
   979   0.114008E+04   0.420512E+02   0.976144E-01   0.451466E+01
   980   0.113498E+04   0.421141E+02   0.975760E-01   0.315843E+01
   981   0.113001E+04   0.421713E+02   0.975384E-01   0.179819E+01
   982   0.112519E+04   0.422228E+02   0.975016E-01   0.434469E+00
   983   0.112052E+04   0.422686E+02   0.974655E-01  -0.932187E+00
   984   0.111599E+04   0.423086E+02   0.974303E-01  -0.230126E+01
   985   0.111160E+04   0.423428E+02   0.973959E-01  -0.367225E+01
   986   0.110735E+04   0.423712E+02   0.973623E-01  -0.504468E+01
   987   0.110325E+04   0.423939E+02   0.973295E-01  -0.641809E+01
   988   0.109930E+04   0.424106E+02   0.972976E-01  -0.779199E+01
   989   0.109548E+04   0.424216E+02   0.972666E-01  -0.916592E+01
   990   0.109181E+04   0.424266E+02   0.972365E-01  -0.105393E+02
   991   0.108827E+04   0.424257E+02   0.972073E-01  -0.119119E+02
   992   0.108489E+04   0.424189E+02   0.971789E-01  -0.132829E+02
   993   0.108164E+04   0.424062E+02   0.971515E-01  -0.146518E+02
   994   0.107854E+04   0.423876E+02   0.971250E-01  -0.160179E+02
   995   0.107557E+04   0.423633E+02   0.970995E-01  -0.173807E+02
   996   0.107274E+04   0.423331E+02   0.970749E-01  -0.187397E+02
   997   0.107006E+04   0.422970E+02   0.970513E-01  -0.200942E+02
   998   0.106751E+04   0.422551E+02   0.970286E-01  -0.214437E+02
   999   0.106510E+04   0.422075E+02   0.970069E-01  -0.227874E+02
  1000   0.106284E+04   0.421541E+02   0.969862E-01  -0.241247E+02
  1001   0.106069E+04   0.420948E+02   0.969665E-01  -0.254550E+02
  1002   0.105869E+04   0.420298E+02   0.969478E-01  -0.267776E+02
  1003   0.105682E+04   0.419589E+02   0.969300E-01  -0.280918E+02
  1004   0.105508E+04   0.418822E+02   0.969133E-01  -0.293970E+02
  1005   0.105346E+04   0.417998E+02   0.968975E-01  -0.306927E+02
  1006   0.105197E+04   0.417116E+02   0.968828E-01  -0.319783E+02
  1007   0.105060E+04   0.416180E+02   0.968691E-01  -0.332537E+02
  1008   0.104936E+04   0.415190E+02   0.968564E-01  -0.345187E+02
  1009   0.104825E+04   0.414148E+02   0.968447E-01  -0.357730E+02
  1010   0.104725E+04   0.413055E+02   0.968341E-01  -0.370163E+02
  1011   0.104638E+04   0.411913E+02   0.968244E-01  -0.382482E+02
  1012   0.104562E+04   0.410723E+02   0.968158E-01  -0.394687E+02
  1013   0.104497E+04   0.409485E+02   0.968082E-01  -0.406773E+02
  1014   0.104445E+04   0.408198E+02   0.968017E-01  -0.418734E+02
  1015   0.104403E+04   0.406861E+02   0.967961E-01  -0.430569E+02
  1016   0.104374E+04   0.405474E+02   0.967916E-01  -0.442273E+02
  1017   0.104356E+04   0.404036E+02   0.967881E-01  -0.453841E+02
  1018   0.104350E+04   0.402547E+02   0.967856E-01  -0.465270E+02
  1019   0.104354E+04   0.401006E+02   0.967841E-01  -0.476556E+02
  1020   0.104370E+04   0.399413E+02   0.967837E-01  -0.487691E+02
  1021   0.104397E+04   0.397773E+02   0.967842E-01  -0.498669E+02
  1022   0.104434E+04   0.396084E+02   0.967858E-01  -0.509485E+02
  1023   0.104480E+04   0.394350E+02   0.967883E-01  -0.520131E+02
  1024   0.104538E+04   0.392571E+02   0.967919E-01  -0.530601E+02
  1025   0.104603E+04   0.390749E+02   0.967964E-01  -0.540887E+02
  1026   0.104679E+04   0.388886E+02   0.968019E-01  -0.550985E+02
  1027   0.104763E+04   0.386982E+02   0.968084E-01  -0.560896E+02
  1028   0.104855E+04   0.385038E+02   0.968159E-01  -0.570618E+02
  1029   0.104958E+04   0.383054E+02   0.968243E-01  -0.580154E+02
  1030   0.105068E+04   0.381030E+02   0.968337E-01  -0.589505E+02
  1031   0.105188E+04   0.378968E+02   0.968441E-01  -0.598672E+02
  1032   0.105316E+04   0.376868E+02   0.968554E-01  -0.607655E+02
  1033   0.105453E+04   0.374730E+02   0.968676E-01  -0.616457E+02
  1034   0.105598E+04   0.372554E+02   0.968807E-01  -0.625070E+02
  1035   0.105751E+04   0.370344E+02   0.968948E-01  -0.633489E+02
  1036   0.105912E+04   0.368100E+02   0.969097E-01  -0.641709E+02
  1037   0.106079E+04   0.365823E+02   0.969256E-01  -0.649722E+02
  1038   0.106255E+04   0.363515E+02   0.969423E-01  -0.657524E+02
  1039   0.106436E+04   0.361176E+02   0.969599E-01  -0.665109E+02
  1040   0.106624E+04   0.358808E+02   0.969784E-01  -0.672471E+02
  1041   0.106818E+04   0.356411E+02   0.969977E-01  -0.679609E+02
  1042   0.107018E+04   0.353985E+02   0.970179E-01  -0.686523E+02
  1043   0.107223E+04   0.351530E+02   0.970388E-01  -0.693210E+02
  1044   0.107435E+04   0.349047E+02   0.970606E-01  -0.699677E+02
  1045   0.107652E+04   0.346536E+02   0.970832E-01  -0.705917E+02
  1046   0.107874E+04   0.343997E+02   0.971065E-01  -0.711936E+02
  1047   0.108102E+04   0.341429E+02   0.971306E-01  -0.717729E+02
  1048   0.108334E+04   0.338835E+02   0.971555E-01  -0.723296E+02
  1049   0.108572E+04   0.336217E+02   0.971810E-01  -0.728629E+02
  1050   0.108813E+04   0.333577E+02   0.972073E-01  -0.733743E+02
  1051   0.109059E+04   0.330917E+02   0.972343E-01  -0.738632E+02
  1052   0.109309E+04   0.328237E+02   0.972620E-01  -0.743288E+02
  1053   0.109562E+04   0.325541E+02   0.972904E-01  -0.747711E+02
  1054   0.109820E+04   0.322831E+02   0.973193E-01  -0.751902E+02
  1055   0.110079E+04   0.320107E+02   0.973490E-01  -0.755868E+02
  1056   0.110342E+04   0.317369E+02   0.973792E-01  -0.759603E+02
  1057   0.110608E+04   0.314620E+02   0.974100E-01  -0.763098E+02
  1058   0.110876E+04   0.311859E+02   0.974414E-01  -0.766370E+02
  1059   0.111146E+04   0.309087E+02   0.974733E-01  -0.769403E+02
  1060   0.111419E+04   0.306306E+02   0.975058E-01  -0.772197E+02
  1061   0.111693E+04   0.303516E+02   0.975387E-01  -0.774768E+02
  1062   0.111970E+04   0.300719E+02   0.975722E-01  -0.777093E+02
  1063   0.112248E+04   0.297914E+02   0.976061E-01  -0.779194E+02
  1064   0.112527E+04   0.295104E+02   0.976405E-01  -0.781058E+02
  1065   0.112806E+04   0.292289E+02   0.976753E-01  -0.782684E+02
  1066   0.113087E+04   0.289469E+02   0.977105E-01  -0.784088E+02
  1067   0.113367E+04   0.286647E+02   0.977461E-01  -0.785253E+02
  1068   0.113649E+04   0.283823E+02   0.977820E-01  -0.786188E+02
  1069   0.113930E+04   0.280999E+02   0.978183E-01  -0.786893E+02
  1070   0.114212E+04   0.278174E+02   0.978549E-01  -0.787369E+02
  1071   0.114493E+04   0.275351E+02   0.978918E-01  -0.787614E+02
  1072   0.114774E+04   0.272531E+02   0.979290E-01  -0.787636E+02
  1073   0.115053E+04   0.269714E+02   0.979664E-01  -0.787429E+02
  1074   0.115332E+04   0.266903E+02   0.980040E-01  -0.786999E+02
  1075   0.115610E+04   0.264098E+02   0.980418E-01  -0.786346E+02
  1076   0.115886E+04   0.261300E+02   0.980799E-01  -0.785463E+02
  1077   0.116161E+04   0.258510E+02   0.981180E-01  -0.784365E+02
  1078   0.116434E+04   0.255729E+02   0.981563E-01  -0.783052E+02
  1079   0.116705E+04   0.252959E+02   0.981947E-01  -0.781516E+02
  1080   0.116974E+04   0.250199E+02   0.982332E-01  -0.779771E+02
  1081   0.117240E+04   0.247452E+02   0.982717E-01  -0.777804E+02
  1082   0.117504E+04   0.244719E+02   0.983103E-01  -0.775629E+02
  1083   0.117765E+04   0.241999E+02   0.983489E-01  -0.773245E+02
  1084   0.118024E+04   0.239295E+02   0.983875E-01  -0.770653E+02
  1085   0.118279E+04   0.236607E+02   0.984260E-01  -0.767859E+02
  1086   0.118531E+04   0.233936E+02   0.984645E-01  -0.764850E+02
  1087   0.118779E+04   0.231283E+02   0.985029E-01  -0.761646E+02
  1088   0.119024E+04   0.228648E+02   0.985412E-01  -0.758240E+02
  1089   0.119264E+04   0.226034E+02   0.985794E-01  -0.754633E+02
  1090   0.119501E+04   0.223439E+02   0.986174E-01  -0.750830E+02
  1091   0.119733E+04   0.220867E+02   0.986553E-01  -0.746841E+02
  1092   0.119961E+04   0.218317E+02   0.986930E-01  -0.742656E+02
  1093   0.120184E+04   0.215791E+02   0.987304E-01  -0.738290E+02
  1094   0.120403E+04   0.213289E+02   0.987676E-01  -0.733737E+02
  1095   0.120617E+04   0.210814E+02   0.988046E-01  -0.729009E+02
  1096   0.120826E+04   0.208365E+02   0.988412E-01  -0.724100E+02
  1097   0.121030E+04   0.205943E+02   0.988776E-01  -0.719017E+02
  1098   0.121229E+04   0.203550E+02   0.989136E-01  -0.713767E+02
  1099   0.121421E+04   0.201186E+02   0.989493E-01  -0.708350E+02
  1100   0.121610E+04   0.198852E+02   0.989846E-01  -0.702772E+02
  1101   0.121792E+04   0.196547E+02   0.990195E-01  -0.697026E+02
  1102   0.121968E+04   0.194274E+02   0.990540E-01  -0.691127E+02
  1103   0.122138E+04   0.192033E+02   0.990880E-01  -0.685066E+02
  1104   0.122303E+04   0.189825E+02   0.991216E-01  -0.678857E+02
  1105   0.122461E+04   0.187650E+02   0.991548E-01  -0.672500E+02
  1106   0.122612E+04   0.185509E+02   0.991874E-01  -0.665999E+02
  1107   0.122758E+04   0.183403E+02   0.992195E-01  -0.659357E+02
  1108   0.122897E+04   0.181332E+02   0.992511E-01  -0.652579E+02
  1109   0.123029E+04   0.179297E+02   0.992821E-01  -0.645667E+02
  1110   0.123155E+04   0.177299E+02   0.993125E-01  -0.638626E+02
  1111   0.123274E+04   0.175339E+02   0.993424E-01  -0.631460E+02
  1112   0.123385E+04   0.173417E+02   0.993716E-01  -0.624171E+02
  1113   0.123491E+04   0.171533E+02   0.994002E-01  -0.616766E+02
  1114   0.123589E+04   0.169689E+02   0.994281E-01  -0.609246E+02
  1115   0.123680E+04   0.167884E+02   0.994554E-01  -0.601616E+02
  1116   0.123764E+04   0.166121E+02   0.994820E-01  -0.593880E+02
  1117   0.123840E+04   0.164397E+02   0.995078E-01  -0.586042E+02
  1118   0.123910E+04   0.162715E+02   0.995330E-01  -0.578105E+02
  1119   0.123971E+04   0.161076E+02   0.995574E-01  -0.570075E+02
  1120   0.124025E+04   0.159478E+02   0.995810E-01  -0.561952E+02
  1121   0.124072E+04   0.157923E+02   0.996039E-01  -0.553744E+02
  1122   0.124111E+04   0.156411E+02   0.996259E-01  -0.545452E+02
  1123   0.124142E+04   0.154943E+02   0.996472E-01  -0.537081E+02
  1124   0.124166E+04   0.153519E+02   0.996676E-01  -0.528635E+02
  1125   0.124182E+04   0.152139E+02   0.996872E-01  -0.520118E+02
  1126   0.124189E+04   0.150804E+02   0.997059E-01  -0.511535E+02
  1127   0.124189E+04   0.149514E+02   0.997237E-01  -0.502889E+02
  1128   0.124182E+04   0.148270E+02   0.997407E-01  -0.494187E+02
  1129   0.124166E+04   0.147072E+02   0.997567E-01  -0.485431E+02
  1130   0.124143E+04   0.145919E+02   0.997719E-01  -0.476627E+02
  1131   0.124111E+04   0.144813E+02   0.997860E-01  -0.467780E+02
  1132   0.124072E+04   0.143754E+02   0.997993E-01  -0.458892E+02
  1133   0.124025E+04   0.142742E+02   0.998116E-01  -0.449968E+02
  1134   0.123970E+04   0.141777E+02   0.998229E-01  -0.441012E+02
  1135   0.123907E+04   0.140859E+02   0.998332E-01  -0.432028E+02
  1136   0.123836E+04   0.139989E+02   0.998425E-01  -0.423019E+02
  1137   0.123757E+04   0.139166E+02   0.998508E-01  -0.413991E+02
  1138   0.123671E+04   0.138390E+02   0.998581E-01  -0.404946E+02
  1139   0.123576E+04   0.137662E+02   0.998644E-01  -0.395888E+02
  1140   0.123473E+04   0.136982E+02   0.998696E-01  -0.386822E+02
  1141   0.123362E+04   0.136350E+02   0.998737E-01  -0.377752E+02
  1142   0.123243E+04   0.135765E+02   0.998768E-01  -0.368683E+02
  1143   0.123117E+04   0.135228E+02   0.998788E-01  -0.359618E+02
  1144   0.122982E+04   0.134740E+02   0.998797E-01  -0.350562E+02
  1145   0.122840E+04   0.134299E+02   0.998795E-01  -0.341518E+02
  1146   0.122690E+04   0.133906E+02   0.998783E-01  -0.332491E+02
  1147   0.122532E+04   0.133561E+02   0.998759E-01  -0.323485E+02
  1148   0.122366E+04   0.133264E+02   0.998724E-01  -0.314503E+02
  1149   0.122192E+04   0.133014E+02   0.998677E-01  -0.305549E+02
  1150   0.122010E+04   0.132810E+02   0.998620E-01  -0.296627E+02
  1151   0.121821E+04   0.132655E+02   0.998551E-01  -0.287740E+02
  1152   0.121625E+04   0.132547E+02   0.998470E-01  -0.278894E+02
  1153   0.121421E+04   0.132486E+02   0.998378E-01  -0.270091E+02
  1154   0.121209E+04   0.132471E+02   0.998275E-01  -0.261335E+02
  1155   0.120990E+04   0.132502E+02   0.998160E-01  -0.252630E+02
  1156   0.120764E+04   0.132581E+02   0.998033E-01  -0.243981E+02
  1157   0.120530E+04   0.132704E+02   0.997895E-01  -0.235389E+02
  1158   0.120290E+04   0.132874E+02   0.997745E-01  -0.226861E+02
  1159   0.120042E+04   0.133089E+02   0.997584E-01  -0.218399E+02
  1160   0.119788E+04   0.133349E+02   0.997410E-01  -0.210006E+02
  1161   0.119526E+04   0.133654E+02   0.997225E-01  -0.201687E+02
  1162   0.119259E+04   0.134004E+02   0.997029E-01  -0.193443E+02
  1163   0.118984E+04   0.134397E+02   0.996820E-01  -0.185279E+02
  1164   0.118704E+04   0.134834E+02   0.996600E-01  -0.177198E+02
  1165   0.118417E+04   0.135314E+02   0.996368E-01  -0.169203E+02
  1166   0.118123E+04   0.135838E+02   0.996125E-01  -0.161297E+02
  1167   0.117822E+04   0.136403E+02   0.995870E-01  -0.153484E+02
  1168   0.117516E+04   0.137011E+02   0.995603E-01  -0.145766E+02
  1169   0.117203E+04   0.137660E+02   0.995324E-01  -0.138147E+02
  1170   0.116885E+04   0.138350E+02   0.995034E-01  -0.130629E+02
  1171   0.116561E+04   0.139081E+02   0.994733E-01  -0.123217E+02
