#    L    TT             EE             TE             PP             TP          
  1992   0.226927E+03   0.959911E+01  -0.219067E+02   0.963533E+05   0.113133E+02
  1993   0.227197E+03   0.952767E+01  -0.219249E+02   0.962678E+05   0.114440E+02
  1994   0.227469E+03   0.945593E+01  -0.219387E+02   0.961824E+05   0.115655E+02
  1995   0.227738E+03   0.938382E+01  -0.219483E+02   0.960971E+05   0.116773E+02
  1996   0.228008E+03   0.931134E+01  -0.219535E+02   0.960119E+05   0.117788E+02
  1997   0.228276E+03   0.923863E+01  -0.219545E+02   0.959269E+05   0.118694E+02
  1998   0.228542E+03   0.916570E+01  -0.219512E+02   0.958419E+05   0.119484E+02
  1999   0.228807E+03   0.909247E+01  -0.219436E+02   0.957571E+05   0.120152E+02
  2000   0.229070E+03   0.901902E+01  -0.219318E+02   0.956723E+05   0.120693E+02
  2001   0.229330E+03   0.894541E+01  -0.219157E+02   0.955877E+05   0.121103E+02
  2002   0.229588E+03   0.887166E+01  -0.218954E+02   0.955032E+05   0.121382E+02
  2003   0.229843E+03   0.879776E+01  -0.218708E+02   0.954188E+05   0.121537E+02
  2004   0.230095E+03   0.872370E+01  -0.218421E+02   0.953345E+05   0.121571E+02
  2005   0.230344E+03   0.864965E+01  -0.218091E+02   0.952503E+05   0.121489E+02
  2006   0.230589E+03   0.857545E+01  -0.217720E+02   0.951662E+05   0.121294E+02
  2007   0.230830E+03   0.850124E+01  -0.217309E+02   0.950823E+05   0.120992E+02
  2008   0.231067E+03   0.842703E+01  -0.216855E+02   0.949984E+05   0.120585E+02
  2009   0.231300E+03   0.835283E+01  -0.216361E+02   0.949147E+05   0.120079E+02
  2010   0.231528E+03   0.827869E+01  -0.215826E+02   0.948310E+05   0.119477E+02
  2011   0.231751E+03   0.820456E+01  -0.215250E+02   0.947475E+05   0.118785E+02
  2012   0.231969E+03   0.813050E+01  -0.214634E+02   0.946641E+05   0.118006E+02
  2013   0.232181E+03   0.805651E+01  -0.213978E+02   0.945807E+05   0.117144E+02
  2014   0.232387E+03   0.798267E+01  -0.213282E+02   0.944975E+05   0.116204E+02
  2015   0.232588E+03   0.790897E+01  -0.212547E+02   0.944144E+05   0.115190E+02
  2016   0.232782E+03   0.783550E+01  -0.211773E+02   0.943314E+05   0.114106E+02
  2017   0.232971E+03   0.776218E+01  -0.210962E+02   0.942485E+05   0.112957E+02
  2018   0.233152E+03   0.768908E+01  -0.210113E+02   0.941657E+05   0.111746E+02
  2019   0.233328E+03   0.761627E+01  -0.209226E+02   0.940831E+05   0.110479E+02
  2020   0.233496E+03   0.754369E+01  -0.208303E+02   0.940005E+05   0.109158E+02
  2021   0.233657E+03   0.747147E+01  -0.207343E+02   0.939180E+05   0.107789E+02
  2022   0.233812E+03   0.739951E+01  -0.206347E+02   0.938357E+05   0.106376E+02
  2023   0.233959E+03   0.732793E+01  -0.205316E+02   0.937534E+05   0.104923E+02
  2024   0.234098E+03   0.725671E+01  -0.204250E+02   0.936713E+05   0.103434E+02
  2025   0.234229E+03   0.718587E+01  -0.203149E+02   0.935892E+05   0.101914E+02
  2026   0.234352E+03   0.711543E+01  -0.202014E+02   0.935073E+05   0.100366E+02
  2027   0.234467E+03   0.704542E+01  -0.200845E+02   0.934255E+05   0.987955E+01
  2028   0.234573E+03   0.697585E+01  -0.199643E+02   0.933437E+05   0.972061E+01
  2029   0.234671E+03   0.690675E+01  -0.198408E+02   0.932621E+05   0.956022E+01
  2030   0.234759E+03   0.683813E+01  -0.197141E+02   0.931806E+05   0.939880E+01
  2031   0.234840E+03   0.677002E+01  -0.195842E+02   0.930992E+05   0.923679E+01
  2032   0.234911E+03   0.670244E+01  -0.194512E+02   0.930178E+05   0.907461E+01
  2033   0.234972E+03   0.663541E+01  -0.193152E+02   0.929366E+05   0.891267E+01
  2034   0.235024E+03   0.656895E+01  -0.191763E+02   0.928555E+05   0.875141E+01
  2035   0.235067E+03   0.650308E+01  -0.190343E+02   0.927745E+05   0.859126E+01
  2036   0.235100E+03   0.643782E+01  -0.188896E+02   0.926936E+05   0.843263E+01
  2037   0.235122E+03   0.637317E+01  -0.187419E+02   0.926128E+05   0.827595E+01
  2038   0.235135E+03   0.630917E+01  -0.185916E+02   0.925321E+05   0.812166E+01
  2039   0.235138E+03   0.624582E+01  -0.184385E+02   0.924516E+05   0.797016E+01
  2040   0.235130E+03   0.618315E+01  -0.182828E+02   0.923711E+05   0.782189E+01
  2041   0.235111E+03   0.612116E+01  -0.181245E+02   0.922907E+05   0.767728E+01
  2042   0.235081E+03   0.605987E+01  -0.179637E+02   0.922104E+05   0.753674E+01
  2043   0.235041E+03   0.599931E+01  -0.178004E+02   0.921302E+05   0.740071E+01
  2044   0.234990E+03   0.593950E+01  -0.176348E+02   0.920501E+05   0.726961E+01
  2045   0.234929E+03   0.588044E+01  -0.174668E+02   0.919702E+05   0.714386E+01
  2046   0.234856E+03   0.582216E+01  -0.172965E+02   0.918903E+05   0.702389E+01
  2047   0.234772E+03   0.576466E+01  -0.171242E+02   0.918105E+05   0.691013E+01
  2048   0.234677E+03   0.570797E+01  -0.169498E+02   0.917308E+05   0.680300E+01
  2049   0.234571E+03   0.565211E+01  -0.167733E+02   0.916512E+05   0.670292E+01
  2050   0.234454E+03   0.559708E+01  -0.165949E+02   0.915718E+05   0.661032E+01
  2051   0.234325E+03   0.554289E+01  -0.164146E+02   0.914924E+05   0.652553E+01
  2052   0.234185E+03   0.548956E+01  -0.162325E+02   0.914131E+05   0.644852E+01
  2053   0.234033E+03   0.543710E+01  -0.160485E+02   0.913339E+05   0.637916E+01
  2054   0.233869E+03   0.538552E+01  -0.158629E+02   0.912549E+05   0.631731E+01
  2055   0.233693E+03   0.533483E+01  -0.156757E+02   0.911759E+05   0.626284E+01
  2056   0.233506E+03   0.528504E+01  -0.154869E+02   0.910970E+05   0.621562E+01
  2057   0.233307E+03   0.523617E+01  -0.152965E+02   0.910182E+05   0.617553E+01
  2058   0.233096E+03   0.518822E+01  -0.151049E+02   0.909396E+05   0.614243E+01
  2059   0.232873E+03   0.514120E+01  -0.149118E+02   0.908610E+05   0.611618E+01
  2060   0.232638E+03   0.509513E+01  -0.147175E+02   0.907825E+05   0.609667E+01
  2061   0.232391E+03   0.505001E+01  -0.145220E+02   0.907041E+05   0.608376E+01
  2062   0.232133E+03   0.500585E+01  -0.143254E+02   0.906258E+05   0.607732E+01
  2063   0.231862E+03   0.496266E+01  -0.141277E+02   0.905477E+05   0.607722E+01
  2064   0.231579E+03   0.492046E+01  -0.139291E+02   0.904696E+05   0.608332E+01
  2065   0.231285E+03   0.487924E+01  -0.137296E+02   0.903916E+05   0.609550E+01
  2066   0.230979E+03   0.483902E+01  -0.135293E+02   0.903137E+05   0.611363E+01
  2067   0.230660E+03   0.479979E+01  -0.133281E+02   0.902359E+05   0.613758E+01
  2068   0.230331E+03   0.476157E+01  -0.131264E+02   0.901582E+05   0.616721E+01
  2069   0.229988E+03   0.472436E+01  -0.129240E+02   0.900806E+05   0.620239E+01
  2070   0.229635E+03   0.468818E+01  -0.127211E+02   0.900031E+05   0.624300E+01
  2071   0.229270E+03   0.465301E+01  -0.125177E+02   0.899257E+05   0.628891E+01
  2072   0.228892E+03   0.461887E+01  -0.123140E+02   0.898483E+05   0.633997E+01
  2073   0.228503E+03   0.458575E+01  -0.121100E+02   0.897711E+05   0.639607E+01
  2074   0.228102E+03   0.455367E+01  -0.119056E+02   0.896940E+05   0.645708E+01
  2075   0.227690E+03   0.452263E+01  -0.117011E+02   0.896170E+05   0.652285E+01
  2076   0.227266E+03   0.449263E+01  -0.114965E+02   0.895400E+05   0.659327E+01
  2077   0.226830E+03   0.446367E+01  -0.112919E+02   0.894632E+05   0.666819E+01
  2078   0.226382E+03   0.443575E+01  -0.110873E+02   0.893865E+05   0.674749E+01
  2079   0.225923E+03   0.440889E+01  -0.108828E+02   0.893098E+05   0.683105E+01
  2080   0.225454E+03   0.438306E+01  -0.106785E+02   0.892333E+05   0.691872E+01
  2081   0.224972E+03   0.435829E+01  -0.104745E+02   0.891568E+05   0.701038E+01
  2082   0.224480E+03   0.433458E+01  -0.102708E+02   0.890805E+05   0.710590E+01
  2083   0.223977E+03   0.431191E+01  -0.100675E+02   0.890042E+05   0.720515E+01
  2084   0.223462E+03   0.429031E+01  -0.986475E+01   0.889280E+05   0.730799E+01
  2085   0.222938E+03   0.426974E+01  -0.966254E+01   0.888519E+05   0.741429E+01
  2086   0.222402E+03   0.425023E+01  -0.946093E+01   0.887759E+05   0.752394E+01
  2087   0.221856E+03   0.423177E+01  -0.925998E+01   0.887000E+05   0.763678E+01
  2088   0.221300E+03   0.421435E+01  -0.905978E+01   0.886242E+05   0.775270E+01
  2089   0.220733E+03   0.419798E+01  -0.886039E+01   0.885485E+05   0.787157E+01
  2090   0.220155E+03   0.418264E+01  -0.866189E+01   0.884729E+05   0.799324E+01
  2091   0.219567E+03   0.416835E+01  -0.846428E+01   0.883974E+05   0.811760E+01
  2092   0.218969E+03   0.415508E+01  -0.826770E+01   0.883220E+05   0.824451E+01
  2093   0.218360E+03   0.414285E+01  -0.807224E+01   0.882466E+05   0.837385E+01
  2094   0.217743E+03   0.413164E+01  -0.787782E+01   0.881714E+05   0.850547E+01
  2095   0.217115E+03   0.412145E+01  -0.768466E+01   0.880962E+05   0.863925E+01
  2096   0.216478E+03   0.411227E+01  -0.749275E+01   0.880211E+05   0.877506E+01
  2097   0.215831E+03   0.410411E+01  -0.730214E+01   0.879462E+05   0.891277E+01
  2098   0.215175E+03   0.409695E+01  -0.711292E+01   0.878713E+05   0.905225E+01
  2099   0.214509E+03   0.409079E+01  -0.692515E+01   0.877965E+05   0.919336E+01
  2100   0.213835E+03   0.408561E+01  -0.673886E+01   0.877218E+05   0.933598E+01
  2101   0.213151E+03   0.408143E+01  -0.655412E+01   0.876472E+05   0.947997E+01
  2102   0.212458E+03   0.407821E+01  -0.637100E+01   0.875727E+05   0.962514E+01
  2103   0.211756E+03   0.407597E+01  -0.618953E+01   0.874982E+05   0.977130E+01
  2104   0.211046E+03   0.407469E+01  -0.600980E+01   0.874239E+05   0.991825E+01
  2105   0.210327E+03   0.407437E+01  -0.583183E+01   0.873496E+05   0.100658E+02
  2106   0.209600E+03   0.407497E+01  -0.565569E+01   0.872755E+05   0.102137E+02
  2107   0.208865E+03   0.407653E+01  -0.548143E+01   0.872014E+05   0.103619E+02
  2108   0.208121E+03   0.407900E+01  -0.530910E+01   0.871274E+05   0.105101E+02
  2109   0.207370E+03   0.408239E+01  -0.513876E+01   0.870535E+05   0.106581E+02
  2110   0.206611E+03   0.408668E+01  -0.497044E+01   0.869797E+05   0.108057E+02
  2111   0.205846E+03   0.409188E+01  -0.480421E+01   0.869060E+05   0.109527E+02
  2112   0.205073E+03   0.409796E+01  -0.464012E+01   0.868324E+05   0.110990E+02
  2113   0.204293E+03   0.410491E+01  -0.447819E+01   0.867589E+05   0.112444E+02
  2114   0.203506E+03   0.411273E+01  -0.431849E+01   0.866854E+05   0.113885E+02
  2115   0.202713E+03   0.412139E+01  -0.416103E+01   0.866121E+05   0.115314E+02
  2116   0.201914E+03   0.413089E+01  -0.400588E+01   0.865388E+05   0.116727E+02
  2117   0.201108E+03   0.414123E+01  -0.385306E+01   0.864656E+05   0.118122E+02
  2118   0.200296E+03   0.415238E+01  -0.370264E+01   0.863925E+05   0.119498E+02
  2119   0.199478E+03   0.416432E+01  -0.355463E+01   0.863195E+05   0.120853E+02
  2120   0.198654E+03   0.417706E+01  -0.340908E+01   0.862466E+05   0.122185E+02
  2121   0.197826E+03   0.419058E+01  -0.326602E+01   0.861738E+05   0.123491E+02
  2122   0.196991E+03   0.420485E+01  -0.312548E+01   0.861010E+05   0.124771E+02
  2123   0.196151E+03   0.421988E+01  -0.298751E+01   0.860284E+05   0.126021E+02
  2124   0.195308E+03   0.423564E+01  -0.285213E+01   0.859558E+05   0.127241E+02
  2125   0.194458E+03   0.425213E+01  -0.271938E+01   0.858833E+05   0.128427E+02
  2126   0.193605E+03   0.426932E+01  -0.258929E+01   0.858109E+05   0.129579E+02
  2127   0.192747E+03   0.428721E+01  -0.246190E+01   0.857386E+05   0.130694E+02
  2128   0.191886E+03   0.430577E+01  -0.233723E+01   0.856664E+05   0.131770E+02
  2129   0.191021E+03   0.432499E+01  -0.221529E+01   0.855943E+05   0.132805E+02
  2130   0.190151E+03   0.434487E+01  -0.209614E+01   0.855222E+05   0.133798E+02
  2131   0.189279E+03   0.436537E+01  -0.197979E+01   0.854503E+05   0.134746E+02
  2132   0.188403E+03   0.438650E+01  -0.186629E+01   0.853784E+05   0.135648E+02
  2133   0.187523E+03   0.440822E+01  -0.175562E+01   0.853066E+05   0.136501E+02
  2134   0.186641E+03   0.443053E+01  -0.164784E+01   0.852349E+05   0.137303E+02
  2135   0.185757E+03   0.445342E+01  -0.154294E+01   0.851633E+05   0.138054E+02
  2136   0.184870E+03   0.447685E+01  -0.144095E+01   0.850918E+05   0.138750E+02
  2137   0.183981E+03   0.450082E+01  -0.134189E+01   0.850204E+05   0.139389E+02
  2138   0.183089E+03   0.452533E+01  -0.124577E+01   0.849490E+05   0.139971E+02
  2139   0.182197E+03   0.455033E+01  -0.115261E+01   0.848778E+05   0.140492E+02
  2140   0.181303E+03   0.457582E+01  -0.106243E+01   0.848066E+05   0.140951E+02
  2141   0.180407E+03   0.460179E+01  -0.975234E+00   0.847355E+05   0.141346E+02
  2142   0.179511E+03   0.462822E+01  -0.891032E+00   0.846645E+05   0.141675E+02
  2143   0.178613E+03   0.465508E+01  -0.809846E+00   0.845936E+05   0.141936E+02
  2144   0.177715E+03   0.468237E+01  -0.731677E+00   0.845227E+05   0.142128E+02
  2145   0.176816E+03   0.471006E+01  -0.656545E+00   0.844520E+05   0.142247E+02
  2146   0.175917E+03   0.473814E+01  -0.584457E+00   0.843813E+05   0.142293E+02
  2147   0.175017E+03   0.476659E+01  -0.515420E+00   0.843107E+05   0.142263E+02
  2148   0.174118E+03   0.479539E+01  -0.449436E+00   0.842402E+05   0.142155E+02
  2149   0.173219E+03   0.482452E+01  -0.386510E+00   0.841698E+05   0.141967E+02
  2150   0.172320E+03   0.485398E+01  -0.326645E+00   0.840995E+05   0.141698E+02
  2151   0.171422E+03   0.488373E+01  -0.269846E+00   0.840292E+05   0.141347E+02
  2152   0.170525E+03   0.491377E+01  -0.216115E+00   0.839591E+05   0.140915E+02
  2153   0.169629E+03   0.494407E+01  -0.165455E+00   0.838890E+05   0.140406E+02
  2154   0.168734E+03   0.497461E+01  -0.117863E+00   0.838190E+05   0.139823E+02
  2155   0.167841E+03   0.500539E+01  -0.733303E-01   0.837491E+05   0.139169E+02
  2156   0.166949E+03   0.503637E+01  -0.318521E-01   0.836793E+05   0.138447E+02
  2157   0.166059E+03   0.506756E+01   0.657792E-02   0.836095E+05   0.137661E+02
  2158   0.165172E+03   0.509892E+01   0.419660E-01   0.835398E+05   0.136814E+02
  2159   0.164285E+03   0.513045E+01   0.743182E-01   0.834703E+05   0.135909E+02
  2160   0.163402E+03   0.516211E+01   0.103642E+00   0.834008E+05   0.134949E+02
  2161   0.162521E+03   0.519389E+01   0.129948E+00   0.833314E+05   0.133937E+02
  2162   0.161643E+03   0.522579E+01   0.153250E+00   0.832620E+05   0.132876E+02
  2163   0.160768E+03   0.525778E+01   0.173557E+00   0.831928E+05   0.131770E+02
  2164   0.159896E+03   0.528984E+01   0.190885E+00   0.831236E+05   0.130622E+02
  2165   0.159026E+03   0.532195E+01   0.205243E+00   0.830546E+05   0.129435E+02
  2166   0.158161E+03   0.535409E+01   0.216645E+00   0.829856E+05   0.128213E+02
  2167   0.157299E+03   0.538626E+01   0.225106E+00   0.829167E+05   0.126957E+02
  2168   0.156441E+03   0.541842E+01   0.230648E+00   0.828478E+05   0.125672E+02
  2169   0.155587E+03   0.545057E+01   0.233298E+00   0.827791E+05   0.124361E+02
  2170   0.154737E+03   0.548270E+01   0.233080E+00   0.827104E+05   0.123027E+02
  2171   0.153890E+03   0.551477E+01   0.230021E+00   0.826418E+05   0.121673E+02
  2172   0.153049E+03   0.554680E+01   0.224148E+00   0.825733E+05   0.120302E+02
  2173   0.152213E+03   0.557874E+01   0.215484E+00   0.825049E+05   0.118917E+02
  2174   0.151381E+03   0.561059E+01   0.204057E+00   0.824366E+05   0.117522E+02
  2175   0.150555E+03   0.564234E+01   0.189892E+00   0.823683E+05   0.116120E+02
  2176   0.149734E+03   0.567395E+01   0.173014E+00   0.823001E+05   0.114714E+02
  2177   0.148918E+03   0.570544E+01   0.153450E+00   0.822320E+05   0.113307E+02
  2178   0.148108E+03   0.573676E+01   0.131225E+00   0.821640E+05   0.111902E+02
  2179   0.147303E+03   0.576791E+01   0.106365E+00   0.820961E+05   0.110503E+02
  2180   0.146504E+03   0.579886E+01   0.788956E-01   0.820282E+05   0.109113E+02
  2181   0.145711E+03   0.582961E+01   0.488442E-01   0.819605E+05   0.107734E+02
  2182   0.144924E+03   0.586014E+01   0.162445E-01   0.818928E+05   0.106371E+02
  2183   0.144143E+03   0.589044E+01  -0.188688E-01   0.818252E+05   0.105025E+02
  2184   0.143369E+03   0.592049E+01  -0.564602E-01   0.817576E+05   0.103701E+02
  2185   0.142600E+03   0.595026E+01  -0.964954E-01   0.816902E+05   0.102402E+02
  2186   0.141839E+03   0.597977E+01  -0.138938E+00   0.816228E+05   0.101130E+02
  2187   0.141084E+03   0.600898E+01  -0.183754E+00   0.815555E+05   0.998898E+01
  2188   0.140336E+03   0.603788E+01  -0.230908E+00   0.814883E+05   0.986833E+01
  2189   0.139595E+03   0.606646E+01  -0.280364E+00   0.814212E+05   0.975141E+01
  2190   0.138862E+03   0.609471E+01  -0.332086E+00   0.813541E+05   0.963854E+01
  2191   0.138135E+03   0.612260E+01  -0.386038E+00   0.812872E+05   0.953004E+01
  2192   0.137416E+03   0.615013E+01  -0.442182E+00   0.812203E+05   0.942622E+01
  2193   0.136704E+03   0.617727E+01  -0.500484E+00   0.811535E+05   0.932740E+01
  2194   0.135999E+03   0.620403E+01  -0.560908E+00   0.810867E+05   0.923390E+01
  2195   0.135301E+03   0.623037E+01  -0.623415E+00   0.810201E+05   0.914604E+01
  2196   0.134613E+03   0.625629E+01  -0.687961E+00   0.809535E+05   0.906414E+01
  2197   0.133931E+03   0.628178E+01  -0.754505E+00   0.808870E+05   0.898851E+01
  2198   0.133257E+03   0.630683E+01  -0.822992E+00   0.808206E+05   0.891947E+01
  2199   0.132591E+03   0.633142E+01  -0.893390E+00   0.807542E+05   0.885734E+01
  2200   0.131934E+03   0.635555E+01  -0.965645E+00   0.806880E+05   0.880244E+01
  2201   0.131284E+03   0.637920E+01  -0.103972E+01   0.806218E+05   0.875498E+01
  2202   0.130643E+03   0.640236E+01  -0.111556E+01   0.805557E+05   0.871477E+01
  2203   0.130010E+03   0.642502E+01  -0.119313E+01   0.804897E+05   0.868148E+01
  2204   0.129385E+03   0.644717E+01  -0.127238E+01   0.804237E+05   0.865483E+01
  2205   0.128769E+03   0.646880E+01  -0.135327E+01   0.803579E+05   0.863450E+01
  2206   0.128161E+03   0.648991E+01  -0.143576E+01   0.802921E+05   0.862019E+01
  2207   0.127562E+03   0.651046E+01  -0.151981E+01   0.802264E+05   0.861159E+01
  2208   0.126972E+03   0.653046E+01  -0.160536E+01   0.801607E+05   0.860840E+01
  2209   0.126390E+03   0.654989E+01  -0.169238E+01   0.800952E+05   0.861031E+01
  2210   0.125817E+03   0.656876E+01  -0.178082E+01   0.800297E+05   0.861701E+01
  2211   0.125252E+03   0.658704E+01  -0.187063E+01   0.799643E+05   0.862821E+01
  2212   0.124696E+03   0.660474E+01  -0.196176E+01   0.798989E+05   0.864360E+01
  2213   0.124149E+03   0.662183E+01  -0.205416E+01   0.798337E+05   0.866286E+01
  2214   0.123611E+03   0.663832E+01  -0.214778E+01   0.797685E+05   0.868570E+01
  2215   0.123081E+03   0.665420E+01  -0.224258E+01   0.797034E+05   0.871181E+01
  2216   0.122561E+03   0.666945E+01  -0.233850E+01   0.796384E+05   0.874089E+01
  2217   0.122049E+03   0.668408E+01  -0.243549E+01   0.795735E+05   0.877262E+01
  2218   0.121547E+03   0.669808E+01  -0.253350E+01   0.795086E+05   0.880670E+01
  2219   0.121053E+03   0.671144E+01  -0.263249E+01   0.794438E+05   0.884284E+01
  2220   0.120568E+03   0.672417E+01  -0.273240E+01   0.793791E+05   0.888071E+01
  2221   0.120092E+03   0.673624E+01  -0.283320E+01   0.793145E+05   0.892002E+01
  2222   0.119626E+03   0.674765E+01  -0.293481E+01   0.792499E+05   0.896047E+01
  2223   0.119169E+03   0.675841E+01  -0.303721E+01   0.791854E+05   0.900174E+01
  2224   0.118720E+03   0.676851E+01  -0.314032E+01   0.791210E+05   0.904353E+01
  2225   0.118280E+03   0.677793E+01  -0.324412E+01   0.790567E+05   0.908553E+01
  2226   0.117849E+03   0.678668E+01  -0.334855E+01   0.789924E+05   0.912745E+01
  2227   0.117428E+03   0.679474E+01  -0.345356E+01   0.789282E+05   0.916897E+01
  2228   0.117015E+03   0.680211E+01  -0.355910E+01   0.788641E+05   0.920978E+01
  2229   0.116611E+03   0.680880E+01  -0.366513E+01   0.788001E+05   0.924959E+01
  2230   0.116216E+03   0.681479E+01  -0.377158E+01   0.787361E+05   0.928809E+01
  2231   0.115830E+03   0.682008E+01  -0.387841E+01   0.786722E+05   0.932497E+01
  2232   0.115454E+03   0.682467E+01  -0.398558E+01   0.786084E+05   0.935993E+01
  2233   0.115085E+03   0.682855E+01  -0.409304E+01   0.785447E+05   0.939266E+01
  2234   0.114726E+03   0.683175E+01  -0.420072E+01   0.784810E+05   0.942286E+01
  2235   0.114375E+03   0.683424E+01  -0.430859E+01   0.784174E+05   0.945021E+01
  2236   0.114034E+03   0.683604E+01  -0.441658E+01   0.783539E+05   0.947443E+01
  2237   0.113701E+03   0.683713E+01  -0.452467E+01   0.782905E+05   0.949519E+01
  2238   0.113377E+03   0.683754E+01  -0.463278E+01   0.782271E+05   0.951219E+01
  2239   0.113061E+03   0.683723E+01  -0.474089E+01   0.781638E+05   0.952514E+01
  2240   0.112754E+03   0.683623E+01  -0.484894E+01   0.781006E+05   0.953372E+01
  2241   0.112456E+03   0.683451E+01  -0.495688E+01   0.780375E+05   0.953762E+01
  2242   0.112166E+03   0.683209E+01  -0.506468E+01   0.779744E+05   0.953655E+01
  2243   0.111885E+03   0.682898E+01  -0.517227E+01   0.779114E+05   0.953020E+01
  2244   0.111612E+03   0.682515E+01  -0.527962E+01   0.778485E+05   0.951825E+01
  2245   0.111347E+03   0.682060E+01  -0.538668E+01   0.777856E+05   0.950042E+01
  2246   0.111090E+03   0.681536E+01  -0.549341E+01   0.777228E+05   0.947638E+01
  2247   0.110842E+03   0.680942E+01  -0.559976E+01   0.776601E+05   0.944584E+01
  2248   0.110602E+03   0.680278E+01  -0.570568E+01   0.775975E+05   0.940849E+01
  2249   0.110370E+03   0.679543E+01  -0.581114E+01   0.775349E+05   0.936402E+01
  2250   0.110146E+03   0.678739E+01  -0.591608E+01   0.774724E+05   0.931214E+01
  2251   0.109930E+03   0.677866E+01  -0.602047E+01   0.774100E+05   0.925263E+01
  2252   0.109722E+03   0.676923E+01  -0.612426E+01   0.773477E+05   0.918570E+01
  2253   0.109521E+03   0.675911E+01  -0.622740E+01   0.772854E+05   0.911167E+01
  2254   0.109329E+03   0.674831E+01  -0.632987E+01   0.772232E+05   0.903085E+01
  2255   0.109143E+03   0.673680E+01  -0.643161E+01   0.771611E+05   0.894354E+01
  2256   0.108965E+03   0.672462E+01  -0.653260E+01   0.770990E+05   0.885007E+01
  2257   0.108795E+03   0.671175E+01  -0.663278E+01   0.770371E+05   0.875073E+01
  2258   0.108632E+03   0.669819E+01  -0.673212E+01   0.769751E+05   0.864585E+01
  2259   0.108476E+03   0.668397E+01  -0.683058E+01   0.769133E+05   0.853572E+01
  2260   0.108327E+03   0.666907E+01  -0.692811E+01   0.768515E+05   0.842068E+01
  2261   0.108185E+03   0.665350E+01  -0.702470E+01   0.767898E+05   0.830101E+01
  2262   0.108051E+03   0.663729E+01  -0.712029E+01   0.767282E+05   0.817705E+01
  2263   0.107922E+03   0.662044E+01  -0.721485E+01   0.766667E+05   0.804909E+01
  2264   0.107801E+03   0.660294E+01  -0.730835E+01   0.766052E+05   0.791744E+01
  2265   0.107686E+03   0.658482E+01  -0.740074E+01   0.765438E+05   0.778243E+01
  2266   0.107578E+03   0.656607E+01  -0.749203E+01   0.764824E+05   0.764436E+01
  2267   0.107476E+03   0.654670E+01  -0.758210E+01   0.764211E+05   0.750354E+01
  2268   0.107380E+03   0.652672E+01  -0.767098E+01   0.763599E+05   0.736028E+01
  2269   0.107291E+03   0.650614E+01  -0.775860E+01   0.762988E+05   0.721490E+01
  2270   0.107208E+03   0.648497E+01  -0.784503E+01   0.762377E+05   0.706770E+01
  2271   0.107130E+03   0.646319E+01  -0.793013E+01   0.761767E+05   0.691900E+01
  2272   0.107059E+03   0.644083E+01  -0.801389E+01   0.761158E+05   0.676910E+01
  2273   0.106993E+03   0.641789E+01  -0.809631E+01   0.760550E+05   0.661832E+01
  2274   0.106933E+03   0.639437E+01  -0.817732E+01   0.759942E+05   0.646697E+01
  2275   0.106878E+03   0.637031E+01  -0.825693E+01   0.759335E+05   0.631537E+01
  2276   0.106828E+03   0.634569E+01  -0.833512E+01   0.758728E+05   0.616381E+01
  2277   0.106784E+03   0.632052E+01  -0.841183E+01   0.758122E+05   0.601262E+01
  2278   0.106744E+03   0.629484E+01  -0.848705E+01   0.757517E+05   0.586210E+01
  2279   0.106710E+03   0.626862E+01  -0.856079E+01   0.756913E+05   0.571257E+01
  2280   0.106681E+03   0.624189E+01  -0.863297E+01   0.756309E+05   0.556433E+01
  2281   0.106656E+03   0.621465E+01  -0.870351E+01   0.755706E+05   0.541770E+01
  2282   0.106636E+03   0.618692E+01  -0.877250E+01   0.755104E+05   0.527299E+01
  2283   0.106619E+03   0.615870E+01  -0.883992E+01   0.754502E+05   0.513050E+01
  2284   0.106608E+03   0.613000E+01  -0.890564E+01   0.753901E+05   0.499056E+01
  2285   0.106600E+03   0.610082E+01  -0.896973E+01   0.753301E+05   0.485347E+01
  2286   0.106597E+03   0.607118E+01  -0.903211E+01   0.752701E+05   0.471955E+01
  2287   0.106598E+03   0.604109E+01  -0.909285E+01   0.752102E+05   0.458909E+01
  2288   0.106602E+03   0.601055E+01  -0.915181E+01   0.751504E+05   0.446243E+01
  2289   0.106610E+03   0.597959E+01  -0.920907E+01   0.750907E+05   0.433985E+01
  2290   0.106622E+03   0.594821E+01  -0.926454E+01   0.750310E+05   0.422169E+01
  2291   0.106637E+03   0.591642E+01  -0.931830E+01   0.749713E+05   0.410825E+01
  2292   0.106655E+03   0.588425E+01  -0.937029E+01   0.749118E+05   0.399983E+01
  2293   0.106677E+03   0.585170E+01  -0.942041E+01   0.748523E+05   0.389676E+01
  2294   0.106701E+03   0.581878E+01  -0.946883E+01   0.747929E+05   0.379933E+01
  2295   0.106729E+03   0.578549E+01  -0.951531E+01   0.747335E+05   0.370787E+01
  2296   0.106758E+03   0.575186E+01  -0.956001E+01   0.746742E+05   0.362269E+01
  2297   0.106791E+03   0.571789E+01  -0.960286E+01   0.746150E+05   0.354409E+01
  2298   0.106826E+03   0.568359E+01  -0.964392E+01   0.745559E+05   0.347238E+01
  2299   0.106864E+03   0.564898E+01  -0.968306E+01   0.744968E+05   0.340789E+01
  2300   0.106903E+03   0.561405E+01  -0.972026E+01   0.744377E+05   0.335091E+01
  2301   0.106944E+03   0.557883E+01  -0.975568E+01   0.743788E+05   0.330169E+01
  2302   0.106988E+03   0.554332E+01  -0.978909E+01   0.743199E+05   0.326013E+01
