#    L    TT             EE             BB             TE          
  2483   0.826994E+02   0.283994E+01   0.311076E-01  -0.295517E+01
  2484   0.824477E+02   0.284325E+01   0.310697E-01  -0.294979E+01
  2485   0.821975E+02   0.284658E+01   0.310318E-01  -0.294503E+01
  2486   0.819488E+02   0.284995E+01   0.309938E-01  -0.294087E+01
  2487   0.817007E+02   0.285332E+01   0.309559E-01  -0.293732E+01
  2488   0.814541E+02   0.285671E+01   0.309181E-01  -0.293437E+01
  2489   0.812081E+02   0.286012E+01   0.308802E-01  -0.293201E+01
  2490   0.809635E+02   0.286352E+01   0.308424E-01  -0.293024E+01
  2491   0.807210E+02   0.286693E+01   0.308045E-01  -0.292905E+01
  2492   0.804791E+02   0.287034E+01   0.307667E-01  -0.292844E+01
  2493   0.802385E+02   0.287375E+01   0.307290E-01  -0.292840E+01
  2494   0.799996E+02   0.287715E+01   0.306912E-01  -0.292892E+01
  2495   0.797619E+02   0.288054E+01   0.306535E-01  -0.293000E+01
  2496   0.795259E+02   0.288391E+01   0.306158E-01  -0.293163E+01
  2497   0.792913E+02   0.288727E+01   0.305781E-01  -0.293380E+01
  2498   0.790582E+02   0.289060E+01   0.305405E-01  -0.293651E+01
  2499   0.788266E+02   0.289390E+01   0.305029E-01  -0.293975E+01
  2500   0.785967E+02   0.289718E+01   0.304653E-01  -0.294352E+01
  2501   0.783683E+02   0.290042E+01   0.304278E-01  -0.294780E+01
  2502   0.781415E+02   0.290362E+01   0.303902E-01  -0.295258E+01
  2503   0.779164E+02   0.290677E+01   0.303528E-01  -0.295787E+01
  2504   0.776929E+02   0.290989E+01   0.303154E-01  -0.296366E+01
  2505   0.774712E+02   0.291295E+01   0.302780E-01  -0.296992E+01
  2506   0.772510E+02   0.291596E+01   0.302406E-01  -0.297666E+01
  2507   0.770327E+02   0.291891E+01   0.302033E-01  -0.298387E+01
  2508   0.768161E+02   0.292181E+01   0.301661E-01  -0.299153E+01
  2509   0.766012E+02   0.292465E+01   0.301289E-01  -0.299965E+01
  2510   0.763881E+02   0.292742E+01   0.300917E-01  -0.300820E+01
  2511   0.761769E+02   0.293013E+01   0.300546E-01  -0.301718E+01
  2512   0.759674E+02   0.293277E+01   0.300176E-01  -0.302658E+01
  2513   0.757597E+02   0.293532E+01   0.299806E-01  -0.303640E+01
  2514   0.755539E+02   0.293781E+01   0.299436E-01  -0.304662E+01
  2515   0.753499E+02   0.294022E+01   0.299067E-01  -0.305723E+01
  2516   0.751476E+02   0.294254E+01   0.298699E-01  -0.306821E+01
  2517   0.749472E+02   0.294477E+01   0.298331E-01  -0.307958E+01
  2518   0.747486E+02   0.294692E+01   0.297964E-01  -0.309131E+01
  2519   0.745518E+02   0.294897E+01   0.297598E-01  -0.310339E+01
  2520   0.743569E+02   0.295093E+01   0.297232E-01  -0.311581E+01
  2521   0.741638E+02   0.295279E+01   0.296867E-01  -0.312856E+01
  2522   0.739725E+02   0.295455E+01   0.296502E-01  -0.314164E+01
  2523   0.737830E+02   0.295622E+01   0.296138E-01  -0.315503E+01
  2524   0.735953E+02   0.295778E+01   0.295775E-01  -0.316871E+01
  2525   0.734095E+02   0.295923E+01   0.295412E-01  -0.318268E+01
  2526   0.732255E+02   0.296057E+01   0.295050E-01  -0.319693E+01
  2527   0.730433E+02   0.296181E+01   0.294689E-01  -0.321145E+01
  2528   0.728629E+02   0.296293E+01   0.294328E-01  -0.322622E+01
  2529   0.726844E+02   0.296394E+01   0.293968E-01  -0.324123E+01
  2530   0.725076E+02   0.296483E+01   0.293608E-01  -0.325648E+01
  2531   0.723327E+02   0.296561E+01   0.293249E-01  -0.327195E+01
  2532   0.721595E+02   0.296626E+01   0.292891E-01  -0.328763E+01
  2533   0.719881E+02   0.296679E+01   0.292534E-01  -0.330351E+01
  2534   0.718186E+02   0.296720E+01   0.292177E-01  -0.331957E+01
  2535   0.716508E+02   0.296748E+01   0.291821E-01  -0.333583E+01
  2536   0.714848E+02   0.296763E+01   0.291465E-01  -0.335224E+01
  2537   0.713206E+02   0.296765E+01   0.291110E-01  -0.336881E+01
  2538   0.711581E+02   0.296754E+01   0.290756E-01  -0.338553E+01
  2539   0.709974E+02   0.296729E+01   0.290402E-01  -0.340239E+01
  2540   0.708384E+02   0.296691E+01   0.290049E-01  -0.341937E+01
  2541   0.706812E+02   0.296640E+01   0.289697E-01  -0.343646E+01
  2542   0.705258E+02   0.296574E+01   0.289345E-01  -0.345366E+01
  2543   0.703722E+02   0.296496E+01   0.288994E-01  -0.347096E+01
  2544   0.702203E+02   0.296403E+01   0.288643E-01  -0.348833E+01
  2545   0.700702E+02   0.296298E+01   0.288293E-01  -0.350577E+01
  2546   0.699219E+02   0.296179E+01   0.287944E-01  -0.352328E+01
  2547   0.697754E+02   0.296046E+01   0.287595E-01  -0.354083E+01
  2548   0.696306E+02   0.295899E+01   0.287247E-01  -0.355843E+01
  2549   0.694875E+02   0.295738E+01   0.286899E-01  -0.357605E+01
  2550   0.693462E+02   0.295563E+01   0.286552E-01  -0.359369E+01
  2551   0.692067E+02   0.295374E+01   0.286205E-01  -0.361135E+01
  2552   0.690689E+02   0.295171E+01   0.285859E-01  -0.362899E+01
  2553   0.689329E+02   0.294953E+01   0.285514E-01  -0.364663E+01
  2554   0.687986E+02   0.294720E+01   0.285169E-01  -0.366425E+01
  2555   0.686660E+02   0.294473E+01   0.284825E-01  -0.368184E+01
  2556   0.685351E+02   0.294212E+01   0.284481E-01  -0.369938E+01
  2557   0.684061E+02   0.293937E+01   0.284138E-01  -0.371688E+01
  2558   0.682786E+02   0.293647E+01   0.283796E-01  -0.373432E+01
  2559   0.681530E+02   0.293343E+01   0.283454E-01  -0.375169E+01
  2560   0.680291E+02   0.293024E+01   0.283112E-01  -0.376898E+01
  2561   0.679069E+02   0.292691E+01   0.282771E-01  -0.378619E+01
  2562   0.677864E+02   0.292344E+01   0.282431E-01  -0.380330E+01
  2563   0.676676E+02   0.291982E+01   0.282092E-01  -0.382030E+01
  2564   0.675505E+02   0.291606E+01   0.281753E-01  -0.383719E+01
  2565   0.674350E+02   0.291215E+01   0.281414E-01  -0.385396E+01
  2566   0.673211E+02   0.290810E+01   0.281076E-01  -0.387059E+01
  2567   0.672089E+02   0.290389E+01   0.280739E-01  -0.388708E+01
  2568   0.670984E+02   0.289956E+01   0.280403E-01  -0.390342E+01
  2569   0.669895E+02   0.289507E+01   0.280067E-01  -0.391960E+01
  2570   0.668821E+02   0.289046E+01   0.279731E-01  -0.393562E+01
  2571   0.667763E+02   0.288570E+01   0.279397E-01  -0.395147E+01
  2572   0.666721E+02   0.288080E+01   0.279063E-01  -0.396713E+01
  2573   0.665695E+02   0.287577E+01   0.278729E-01  -0.398261E+01
  2574   0.664684E+02   0.287062E+01   0.278397E-01  -0.399789E+01
  2575   0.663688E+02   0.286532E+01   0.278065E-01  -0.401296E+01
  2576   0.662707E+02   0.285990E+01   0.277734E-01  -0.402783E+01
  2577   0.661740E+02   0.285433E+01   0.277403E-01  -0.404247E+01
  2578   0.660788E+02   0.284864E+01   0.277073E-01  -0.405688E+01
  2579   0.659849E+02   0.284283E+01   0.276744E-01  -0.407105E+01
  2580   0.658924E+02   0.283688E+01   0.276416E-01  -0.408499E+01
  2581   0.658012E+02   0.283080E+01   0.276088E-01  -0.409866E+01
  2582   0.657112E+02   0.282460E+01   0.275761E-01  -0.411208E+01
  2583   0.656226E+02   0.281827E+01   0.275435E-01  -0.412523E+01
  2584   0.655352E+02   0.281182E+01   0.275110E-01  -0.413811E+01
  2585   0.654489E+02   0.280524E+01   0.274785E-01  -0.415071E+01
  2586   0.653638E+02   0.279854E+01   0.274461E-01  -0.416303E+01
  2587   0.652798E+02   0.279173E+01   0.274138E-01  -0.417504E+01
  2588   0.651970E+02   0.278479E+01   0.273815E-01  -0.418676E+01
  2589   0.651151E+02   0.277774E+01   0.273494E-01  -0.419817E+01
  2590   0.650342E+02   0.277057E+01   0.273173E-01  -0.420927E+01
  2591   0.649544E+02   0.276329E+01   0.272852E-01  -0.422004E+01
  2592   0.648754E+02   0.275589E+01   0.272533E-01  -0.423049E+01
  2593   0.647972E+02   0.274837E+01   0.272214E-01  -0.424060E+01
  2594   0.647200E+02   0.274074E+01   0.271896E-01  -0.425038E+01
  2595   0.646435E+02   0.273300E+01   0.271579E-01  -0.425981E+01
  2596   0.645678E+02   0.272515E+01   0.271262E-01  -0.426888E+01
  2597   0.644928E+02   0.271720E+01   0.270946E-01  -0.427761E+01
  2598   0.644184E+02   0.270914E+01   0.270631E-01  -0.428598E+01
  2599   0.643448E+02   0.270098E+01   0.270317E-01  -0.429398E+01
  2600   0.642718E+02   0.269272E+01   0.270003E-01  -0.430162E+01
