#    L    TT             EE             BB             TE          
  2106   0.203759E+03   0.498425E+01   0.474372E-01  -0.697036E+01
  2107   0.203158E+03   0.498057E+01   0.473878E-01  -0.685324E+01
  2108   0.202552E+03   0.497748E+01   0.473382E-01  -0.673736E+01
  2109   0.201941E+03   0.497496E+01   0.472886E-01  -0.662276E+01
  2110   0.201326E+03   0.497301E+01   0.472389E-01  -0.650945E+01
  2111   0.200706E+03   0.497163E+01   0.471890E-01  -0.639749E+01
  2112   0.200082E+03   0.497080E+01   0.471391E-01  -0.628689E+01
  2113   0.199455E+03   0.497053E+01   0.470891E-01  -0.617767E+01
  2114   0.198822E+03   0.497080E+01   0.470390E-01  -0.606988E+01
  2115   0.198187E+03   0.497160E+01   0.469888E-01  -0.596351E+01
  2116   0.197547E+03   0.497293E+01   0.469385E-01  -0.585861E+01
  2117   0.196904E+03   0.497478E+01   0.468882E-01  -0.575520E+01
  2118   0.196257E+03   0.497714E+01   0.468377E-01  -0.565331E+01
  2119   0.195606E+03   0.498000E+01   0.467872E-01  -0.555295E+01
  2120   0.194952E+03   0.498336E+01   0.467366E-01  -0.545414E+01
  2121   0.194295E+03   0.498720E+01   0.466859E-01  -0.535691E+01
  2122   0.193635E+03   0.499152E+01   0.466351E-01  -0.526128E+01
  2123   0.192972E+03   0.499632E+01   0.465842E-01  -0.516727E+01
  2124   0.192307E+03   0.500157E+01   0.465333E-01  -0.507489E+01
  2125   0.191638E+03   0.500727E+01   0.464822E-01  -0.498418E+01
  2126   0.190967E+03   0.501341E+01   0.464311E-01  -0.489514E+01
  2127   0.190294E+03   0.501999E+01   0.463799E-01  -0.480780E+01
  2128   0.189618E+03   0.502699E+01   0.463287E-01  -0.472217E+01
  2129   0.188941E+03   0.503440E+01   0.462773E-01  -0.463826E+01
  2130   0.188261E+03   0.504222E+01   0.462259E-01  -0.455611E+01
  2131   0.187579E+03   0.505043E+01   0.461744E-01  -0.447572E+01
  2132   0.186896E+03   0.505903E+01   0.461228E-01  -0.439712E+01
  2133   0.186210E+03   0.506800E+01   0.460712E-01  -0.432031E+01
  2134   0.185523E+03   0.507734E+01   0.460195E-01  -0.424530E+01
  2135   0.184835E+03   0.508703E+01   0.459678E-01  -0.417211E+01
  2136   0.184146E+03   0.509707E+01   0.459159E-01  -0.410073E+01
  2137   0.183455E+03   0.510744E+01   0.458640E-01  -0.403119E+01
  2138   0.182764E+03   0.511814E+01   0.458121E-01  -0.396349E+01
  2139   0.182072E+03   0.512916E+01   0.457601E-01  -0.389764E+01
  2140   0.181380E+03   0.514048E+01   0.457080E-01  -0.383366E+01
  2141   0.180687E+03   0.515210E+01   0.456559E-01  -0.377154E+01
  2142   0.179993E+03   0.516400E+01   0.456037E-01  -0.371129E+01
  2143   0.179299E+03   0.517617E+01   0.455514E-01  -0.365293E+01
  2144   0.178606E+03   0.518861E+01   0.454992E-01  -0.359644E+01
  2145   0.177912E+03   0.520130E+01   0.454468E-01  -0.354185E+01
  2146   0.177218E+03   0.521423E+01   0.453945E-01  -0.348917E+01
  2147   0.176524E+03   0.522739E+01   0.453420E-01  -0.343839E+01
  2148   0.175831E+03   0.524077E+01   0.452896E-01  -0.338951E+01
  2149   0.175138E+03   0.525436E+01   0.452371E-01  -0.334254E+01
  2150   0.174446E+03   0.526814E+01   0.451846E-01  -0.329747E+01
  2151   0.173754E+03   0.528212E+01   0.451320E-01  -0.325432E+01
  2152   0.173063E+03   0.529626E+01   0.450794E-01  -0.321308E+01
  2153   0.172373E+03   0.531057E+01   0.450268E-01  -0.317375E+01
  2154   0.171684E+03   0.532503E+01   0.449742E-01  -0.313634E+01
  2155   0.170997E+03   0.533965E+01   0.449215E-01  -0.310083E+01
  2156   0.170310E+03   0.535438E+01   0.448688E-01  -0.306722E+01
  2157   0.169625E+03   0.536924E+01   0.448161E-01  -0.303550E+01
  2158   0.168942E+03   0.538422E+01   0.447634E-01  -0.300567E+01
  2159   0.168259E+03   0.539929E+01   0.447107E-01  -0.297773E+01
  2160   0.167579E+03   0.541445E+01   0.446580E-01  -0.295168E+01
  2161   0.166900E+03   0.542969E+01   0.446052E-01  -0.292749E+01
  2162   0.166224E+03   0.544501E+01   0.445525E-01  -0.290517E+01
  2163   0.165549E+03   0.546037E+01   0.444998E-01  -0.288471E+01
  2164   0.164877E+03   0.547578E+01   0.444471E-01  -0.286610E+01
  2165   0.164206E+03   0.549123E+01   0.443943E-01  -0.284932E+01
  2166   0.163538E+03   0.550669E+01   0.443416E-01  -0.283439E+01
  2167   0.162873E+03   0.552217E+01   0.442889E-01  -0.282127E+01
  2168   0.162210E+03   0.553766E+01   0.442362E-01  -0.280997E+01
  2169   0.161549E+03   0.555313E+01   0.441836E-01  -0.280046E+01
  2170   0.160892E+03   0.556859E+01   0.441309E-01  -0.279271E+01
  2171   0.160236E+03   0.558402E+01   0.440783E-01  -0.278672E+01
  2172   0.159585E+03   0.559942E+01   0.440257E-01  -0.278246E+01
  2173   0.158936E+03   0.561478E+01   0.439731E-01  -0.277991E+01
  2174   0.158291E+03   0.563009E+01   0.439205E-01  -0.277907E+01
  2175   0.157649E+03   0.564533E+01   0.438680E-01  -0.277991E+01
  2176   0.157011E+03   0.566050E+01   0.438155E-01  -0.278241E+01
  2177   0.156376E+03   0.567560E+01   0.437631E-01  -0.278656E+01
  2178   0.155744E+03   0.569060E+01   0.437107E-01  -0.279234E+01
  2179   0.155116E+03   0.570549E+01   0.436583E-01  -0.279975E+01
  2180   0.154492E+03   0.572028E+01   0.436060E-01  -0.280875E+01
  2181   0.153872E+03   0.573493E+01   0.435537E-01  -0.281934E+01
  2182   0.153255E+03   0.574946E+01   0.435015E-01  -0.283150E+01
  2183   0.152643E+03   0.576385E+01   0.434493E-01  -0.284520E+01
  2184   0.152035E+03   0.577809E+01   0.433971E-01  -0.286042E+01
  2185   0.151431E+03   0.579217E+01   0.433450E-01  -0.287713E+01
  2186   0.150831E+03   0.580609E+01   0.432930E-01  -0.289532E+01
  2187   0.150235E+03   0.581984E+01   0.432410E-01  -0.291496E+01
  2188   0.149644E+03   0.583340E+01   0.431891E-01  -0.293603E+01
  2189   0.149057E+03   0.584677E+01   0.431372E-01  -0.295851E+01
  2190   0.148475E+03   0.585995E+01   0.430854E-01  -0.298237E+01
  2191   0.147898E+03   0.587290E+01   0.430337E-01  -0.300760E+01
  2192   0.147325E+03   0.588565E+01   0.429820E-01  -0.303417E+01
  2193   0.146757E+03   0.589816E+01   0.429304E-01  -0.306206E+01
  2194   0.146193E+03   0.591044E+01   0.428788E-01  -0.309126E+01
  2195   0.145634E+03   0.592247E+01   0.428274E-01  -0.312173E+01
  2196   0.145080E+03   0.593425E+01   0.427759E-01  -0.315346E+01
  2197   0.144531E+03   0.594578E+01   0.427246E-01  -0.318640E+01
  2198   0.143987E+03   0.595703E+01   0.426733E-01  -0.322054E+01
  2199   0.143448E+03   0.596802E+01   0.426221E-01  -0.325585E+01
  2200   0.142914E+03   0.597872E+01   0.425710E-01  -0.329229E+01
  2201   0.142386E+03   0.598915E+01   0.425200E-01  -0.332984E+01
  2202   0.141862E+03   0.599928E+01   0.424690E-01  -0.336847E+01
  2203   0.141344E+03   0.600912E+01   0.424181E-01  -0.340817E+01
  2204   0.140831E+03   0.601865E+01   0.423673E-01  -0.344888E+01
  2205   0.140324E+03   0.602788E+01   0.423166E-01  -0.349060E+01
  2206   0.139822E+03   0.603679E+01   0.422659E-01  -0.353331E+01
  2207   0.139325E+03   0.604538E+01   0.422154E-01  -0.357696E+01
  2208   0.138834E+03   0.605363E+01   0.421649E-01  -0.362155E+01
  2209   0.138348E+03   0.606154E+01   0.421145E-01  -0.366704E+01
  2210   0.137868E+03   0.606911E+01   0.420642E-01  -0.371341E+01
  2211   0.137393E+03   0.607635E+01   0.420140E-01  -0.376062E+01
  2212   0.136923E+03   0.608323E+01   0.419639E-01  -0.380865E+01
  2213   0.136460E+03   0.608975E+01   0.419139E-01  -0.385745E+01
  2214   0.136002E+03   0.609592E+01   0.418640E-01  -0.390702E+01
  2215   0.135548E+03   0.610172E+01   0.418142E-01  -0.395731E+01
  2216   0.135101E+03   0.610715E+01   0.417645E-01  -0.400829E+01
  2217   0.134660E+03   0.611222E+01   0.417149E-01  -0.405994E+01
  2218   0.134225E+03   0.611691E+01   0.416653E-01  -0.411221E+01
  2219   0.133794E+03   0.612123E+01   0.416159E-01  -0.416509E+01
  2220   0.133369E+03   0.612517E+01   0.415666E-01  -0.421855E+01
  2221   0.132951E+03   0.612873E+01   0.415174E-01  -0.427256E+01
  2222   0.132537E+03   0.613190E+01   0.414683E-01  -0.432708E+01
  2223   0.132130E+03   0.613469E+01   0.414194E-01  -0.438209E+01
  2224   0.131728E+03   0.613709E+01   0.413705E-01  -0.443754E+01
  2225   0.131332E+03   0.613909E+01   0.413218E-01  -0.449343E+01
  2226   0.130941E+03   0.614070E+01   0.412731E-01  -0.454972E+01
  2227   0.130557E+03   0.614190E+01   0.412246E-01  -0.460637E+01
  2228   0.130178E+03   0.614270E+01   0.411762E-01  -0.466337E+01
  2229   0.129803E+03   0.614310E+01   0.411279E-01  -0.472068E+01
  2230   0.129435E+03   0.614308E+01   0.410797E-01  -0.477827E+01
  2231   0.129073E+03   0.614265E+01   0.410317E-01  -0.483610E+01
  2232   0.128716E+03   0.614181E+01   0.409838E-01  -0.489416E+01
  2233   0.128364E+03   0.614056E+01   0.409360E-01  -0.495241E+01
  2234   0.128018E+03   0.613891E+01   0.408883E-01  -0.501082E+01
  2235   0.127678E+03   0.613684E+01   0.408408E-01  -0.506935E+01
  2236   0.127343E+03   0.613438E+01   0.407934E-01  -0.512798E+01
  2237   0.127014E+03   0.613150E+01   0.407461E-01  -0.518669E+01
  2238   0.126690E+03   0.612823E+01   0.406989E-01  -0.524544E+01
  2239   0.126371E+03   0.612453E+01   0.406519E-01  -0.530419E+01
  2240   0.126058E+03   0.612045E+01   0.406050E-01  -0.536294E+01
  2241   0.125750E+03   0.611594E+01   0.405583E-01  -0.542165E+01
  2242   0.125447E+03   0.611103E+01   0.405116E-01  -0.548029E+01
  2243   0.125151E+03   0.610571E+01   0.404651E-01  -0.553882E+01
  2244   0.124859E+03   0.609998E+01   0.404188E-01  -0.559724E+01
  2245   0.124572E+03   0.609382E+01   0.403725E-01  -0.565550E+01
  2246   0.124290E+03   0.608726E+01   0.403264E-01  -0.571360E+01
  2247   0.124013E+03   0.608030E+01   0.402805E-01  -0.577149E+01
  2248   0.123742E+03   0.607293E+01   0.402346E-01  -0.582914E+01
  2249   0.123475E+03   0.606515E+01   0.401889E-01  -0.588655E+01
  2250   0.123214E+03   0.605697E+01   0.401433E-01  -0.594366E+01
  2251   0.122958E+03   0.604838E+01   0.400979E-01  -0.600048E+01
  2252   0.122706E+03   0.603939E+01   0.400526E-01  -0.605695E+01
  2253   0.122459E+03   0.603000E+01   0.400074E-01  -0.611307E+01
  2254   0.122217E+03   0.602021E+01   0.399624E-01  -0.616882E+01
  2255   0.121979E+03   0.601001E+01   0.399175E-01  -0.622415E+01
  2256   0.121746E+03   0.599941E+01   0.398727E-01  -0.627907E+01
  2257   0.121518E+03   0.598841E+01   0.398281E-01  -0.633353E+01
  2258   0.121294E+03   0.597701E+01   0.397836E-01  -0.638752E+01
  2259   0.121075E+03   0.596521E+01   0.397392E-01  -0.644101E+01
  2260   0.120860E+03   0.595302E+01   0.396949E-01  -0.649398E+01
  2261   0.120650E+03   0.594044E+01   0.396508E-01  -0.654642E+01
  2262   0.120444E+03   0.592749E+01   0.396068E-01  -0.659830E+01
  2263   0.120242E+03   0.591417E+01   0.395629E-01  -0.664959E+01
  2264   0.120044E+03   0.590048E+01   0.395191E-01  -0.670029E+01
  2265   0.119851E+03   0.588642E+01   0.394755E-01  -0.675035E+01
  2266   0.119661E+03   0.587200E+01   0.394320E-01  -0.679981E+01
  2267   0.119476E+03   0.585724E+01   0.393886E-01  -0.684856E+01
  2268   0.119294E+03   0.584212E+01   0.393453E-01  -0.689664E+01
  2269   0.119116E+03   0.582665E+01   0.393022E-01  -0.694399E+01
  2270   0.118943E+03   0.581085E+01   0.392591E-01  -0.699071E+01
  2271   0.118773E+03   0.579469E+01   0.392162E-01  -0.703665E+01
  2272   0.118606E+03   0.577820E+01   0.391734E-01  -0.708184E+01
  2273   0.118444E+03   0.576138E+01   0.391307E-01  -0.712627E+01
  2274   0.118285E+03   0.574422E+01   0.390882E-01  -0.716990E+01
  2275   0.118129E+03   0.572675E+01   0.390457E-01  -0.721274E+01
  2276   0.117977E+03   0.570897E+01   0.390034E-01  -0.725479E+01
  2277   0.117828E+03   0.569087E+01   0.389611E-01  -0.729600E+01
  2278   0.117682E+03   0.567248E+01   0.389190E-01  -0.733637E+01
  2279   0.117539E+03   0.565379E+01   0.388770E-01  -0.737591E+01
  2280   0.117400E+03   0.563481E+01   0.388351E-01  -0.741457E+01
  2281   0.117264E+03   0.561553E+01   0.387933E-01  -0.745228E+01
  2282   0.117131E+03   0.559598E+01   0.387516E-01  -0.748912E+01
  2283   0.116999E+03   0.557615E+01   0.387100E-01  -0.752511E+01
  2284   0.116872E+03   0.555604E+01   0.386686E-01  -0.756010E+01
  2285   0.116747E+03   0.553566E+01   0.386272E-01  -0.759417E+01
  2286   0.116625E+03   0.551502E+01   0.385859E-01  -0.762727E+01
  2287   0.116505E+03   0.549413E+01   0.385447E-01  -0.765948E+01
  2288   0.116388E+03   0.547298E+01   0.385037E-01  -0.769065E+01
  2289   0.116273E+03   0.545159E+01   0.384627E-01  -0.772086E+01
  2290   0.116161E+03   0.542997E+01   0.384219E-01  -0.775006E+01
  2291   0.116051E+03   0.540812E+01   0.383811E-01  -0.777832E+01
  2292   0.115944E+03   0.538605E+01   0.383404E-01  -0.780557E+01
  2293   0.115838E+03   0.536378E+01   0.382999E-01  -0.783175E+01
  2294   0.115735E+03   0.534130E+01   0.382594E-01  -0.785701E+01
  2295   0.115633E+03   0.531862E+01   0.382190E-01  -0.788113E+01
  2296   0.115533E+03   0.529576E+01   0.381788E-01  -0.790427E+01
  2297   0.115436E+03   0.527270E+01   0.381386E-01  -0.792635E+01
  2298   0.115340E+03   0.524946E+01   0.380985E-01  -0.794747E+01
  2299   0.115246E+03   0.522604E+01   0.380585E-01  -0.796747E+01
  2300   0.115153E+03   0.520245E+01   0.380186E-01  -0.798635E+01
  2301   0.115062E+03   0.517869E+01   0.379788E-01  -0.800427E+01
  2302   0.114973E+03   0.515478E+01   0.379391E-01  -0.802102E+01
  2303   0.114884E+03   0.513071E+01   0.378995E-01  -0.803680E+01
  2304   0.114797E+03   0.510650E+01   0.378600E-01  -0.805142E+01
  2305   0.114711E+03   0.508216E+01   0.378206E-01  -0.806500E+01
  2306   0.114626E+03   0.505767E+01   0.377812E-01  -0.807749E+01
  2307   0.114543E+03   0.503307E+01   0.377420E-01  -0.808889E+01
  2308   0.114460E+03   0.500834E+01   0.377028E-01  -0.809919E+01
  2309   0.114378E+03   0.498350E+01   0.376637E-01  -0.810840E+01
  2310   0.114297E+03   0.495856E+01   0.376247E-01  -0.811659E+01
  2311   0.114217E+03   0.493352E+01   0.375858E-01  -0.812368E+01
  2312   0.114137E+03   0.490838E+01   0.375469E-01  -0.812961E+01
  2313   0.114058E+03   0.488316E+01   0.375081E-01  -0.813452E+01
  2314   0.113980E+03   0.485786E+01   0.374695E-01  -0.813840E+01
  2315   0.113902E+03   0.483249E+01   0.374309E-01  -0.814112E+01
  2316   0.113824E+03   0.480705E+01   0.373923E-01  -0.814281E+01
  2317   0.113747E+03   0.478156E+01   0.373539E-01  -0.814341E+01
  2318   0.113670E+03   0.475601E+01   0.373155E-01  -0.814290E+01
  2319   0.113592E+03   0.473041E+01   0.372772E-01  -0.814136E+01
  2320   0.113515E+03   0.470477E+01   0.372389E-01  -0.813879E+01
  2321   0.113438E+03   0.467909E+01   0.372007E-01  -0.813511E+01
  2322   0.113361E+03   0.465340E+01   0.371626E-01  -0.813039E+01
  2323   0.113284E+03   0.462767E+01   0.371246E-01  -0.812462E+01
  2324   0.113207E+03   0.460194E+01   0.370866E-01  -0.811781E+01
  2325   0.113129E+03   0.457621E+01   0.370486E-01  -0.811002E+01
  2326   0.113051E+03   0.455048E+01   0.370107E-01  -0.810117E+01
  2327   0.112972E+03   0.452476E+01   0.369729E-01  -0.809127E+01
  2328   0.112893E+03   0.449907E+01   0.369352E-01  -0.808044E+01
  2329   0.112815E+03   0.447340E+01   0.368974E-01  -0.806862E+01
  2330   0.112735E+03   0.444777E+01   0.368598E-01  -0.805579E+01
  2331   0.112654E+03   0.442217E+01   0.368221E-01  -0.804202E+01
  2332   0.112573E+03   0.439663E+01   0.367846E-01  -0.802724E+01
  2333   0.112491E+03   0.437112E+01   0.367470E-01  -0.801151E+01
  2334   0.112409E+03   0.434567E+01   0.367095E-01  -0.799483E+01
  2335   0.112325E+03   0.432029E+01   0.366721E-01  -0.797718E+01
  2336   0.112241E+03   0.429497E+01   0.366347E-01  -0.795863E+01
  2337   0.112156E+03   0.426973E+01   0.365973E-01  -0.793919E+01
  2338   0.112069E+03   0.424456E+01   0.365599E-01  -0.791875E+01
  2339   0.111982E+03   0.421948E+01   0.365226E-01  -0.789747E+01
  2340   0.111893E+03   0.419450E+01   0.364853E-01  -0.787534E+01
  2341   0.111803E+03   0.416962E+01   0.364481E-01  -0.785227E+01
  2342   0.111713E+03   0.414484E+01   0.364108E-01  -0.782832E+01
  2343   0.111620E+03   0.412018E+01   0.363736E-01  -0.780357E+01
  2344   0.111527E+03   0.409562E+01   0.363364E-01  -0.777801E+01
  2345   0.111432E+03   0.407120E+01   0.362993E-01  -0.775154E+01
  2346   0.111336E+03   0.404689E+01   0.362621E-01  -0.772432E+01
  2347   0.111239E+03   0.402272E+01   0.362250E-01  -0.769624E+01
  2348   0.111140E+03   0.399868E+01   0.361879E-01  -0.766739E+01
  2349   0.111039E+03   0.397479E+01   0.361508E-01  -0.763774E+01
  2350   0.110937E+03   0.395104E+01   0.361137E-01  -0.760737E+01
  2351   0.110834E+03   0.392745E+01   0.360766E-01  -0.757618E+01
  2352   0.110728E+03   0.390401E+01   0.360395E-01  -0.754432E+01
  2353   0.110621E+03   0.388073E+01   0.360025E-01  -0.751169E+01
  2354   0.110513E+03   0.385763E+01   0.359654E-01  -0.747844E+01
  2355   0.110403E+03   0.383470E+01   0.359284E-01  -0.744440E+01
  2356   0.110290E+03   0.381195E+01   0.358914E-01  -0.740972E+01
  2357   0.110177E+03   0.378938E+01   0.358543E-01  -0.737445E+01
  2358   0.110061E+03   0.376701E+01   0.358173E-01  -0.733851E+01
  2359   0.109945E+03   0.374483E+01   0.357803E-01  -0.730195E+01
  2360   0.109825E+03   0.372284E+01   0.357433E-01  -0.726470E+01
  2361   0.109705E+03   0.370105E+01   0.357063E-01  -0.722697E+01
  2362   0.109582E+03   0.367947E+01   0.356693E-01  -0.718858E+01
  2363   0.109457E+03   0.365809E+01   0.356323E-01  -0.714968E+01
  2364   0.109330E+03   0.363692E+01   0.355953E-01  -0.711018E+01
  2365   0.109201E+03   0.361597E+01   0.355583E-01  -0.707021E+01
  2366   0.109071E+03   0.359524E+01   0.355213E-01  -0.702969E+01
  2367   0.108938E+03   0.357472E+01   0.354843E-01  -0.698868E+01
  2368   0.108804E+03   0.355443E+01   0.354473E-01  -0.694716E+01
  2369   0.108667E+03   0.353437E+01   0.354103E-01  -0.690527E+01
  2370   0.108528E+03   0.351455E+01   0.353733E-01  -0.686285E+01
  2371   0.108388E+03   0.349496E+01   0.353363E-01  -0.682003E+01
  2372   0.108245E+03   0.347560E+01   0.352993E-01  -0.677679E+01
  2373   0.108101E+03   0.345649E+01   0.352623E-01  -0.673320E+01
  2374   0.107954E+03   0.343763E+01   0.352253E-01  -0.668925E+01
  2375   0.107805E+03   0.341900E+01   0.351883E-01  -0.664491E+01
  2376   0.107654E+03   0.340063E+01   0.351512E-01  -0.660025E+01
  2377   0.107500E+03   0.338252E+01   0.351142E-01  -0.655525E+01
  2378   0.107345E+03   0.336465E+01   0.350772E-01  -0.650995E+01
  2379   0.107188E+03   0.334704E+01   0.350402E-01  -0.646437E+01
  2380   0.107029E+03   0.332969E+01   0.350032E-01  -0.641853E+01
  2381   0.106867E+03   0.331259E+01   0.349661E-01  -0.637244E+01
  2382   0.106703E+03   0.329575E+01   0.349291E-01  -0.632610E+01
  2383   0.106537E+03   0.327918E+01   0.348920E-01  -0.627956E+01
  2384   0.106368E+03   0.326288E+01   0.348550E-01  -0.623280E+01
  2385   0.106198E+03   0.324684E+01   0.348179E-01  -0.618586E+01
  2386   0.106026E+03   0.323107E+01   0.347809E-01  -0.613874E+01
  2387   0.105851E+03   0.321556E+01   0.347438E-01  -0.609149E+01
  2388   0.105674E+03   0.320033E+01   0.347067E-01  -0.604411E+01
  2389   0.105495E+03   0.318537E+01   0.346696E-01  -0.599662E+01
  2390   0.105313E+03   0.317068E+01   0.346325E-01  -0.594904E+01
  2391   0.105130E+03   0.315627E+01   0.345954E-01  -0.590138E+01
  2392   0.104945E+03   0.314214E+01   0.345582E-01  -0.585368E+01
  2393   0.104757E+03   0.312828E+01   0.345211E-01  -0.580594E+01
  2394   0.104567E+03   0.311470E+01   0.344839E-01  -0.575817E+01
  2395   0.104375E+03   0.310140E+01   0.344467E-01  -0.571040E+01
  2396   0.104182E+03   0.308836E+01   0.344095E-01  -0.566263E+01
  2397   0.103986E+03   0.307562E+01   0.343723E-01  -0.561489E+01
  2398   0.103788E+03   0.306315E+01   0.343351E-01  -0.556719E+01
  2399   0.103588E+03   0.305096E+01   0.342978E-01  -0.551954E+01
  2400   0.103385E+03   0.303904E+01   0.342606E-01  -0.547197E+01
  2401   0.103181E+03   0.302741E+01   0.342233E-01  -0.542449E+01
  2402   0.102975E+03   0.301605E+01   0.341859E-01  -0.537711E+01
  2403   0.102766E+03   0.300496E+01   0.341486E-01  -0.532985E+01
  2404   0.102556E+03   0.299415E+01   0.341112E-01  -0.528273E+01
  2405   0.102344E+03   0.298363E+01   0.340739E-01  -0.523577E+01
  2406   0.102130E+03   0.297338E+01   0.340364E-01  -0.518897E+01
  2407   0.101914E+03   0.296341E+01   0.339990E-01  -0.514236E+01
  2408   0.101696E+03   0.295371E+01   0.339615E-01  -0.509594E+01
  2409   0.101476E+03   0.294428E+01   0.339240E-01  -0.504973E+01
  2410   0.101254E+03   0.293513E+01   0.338865E-01  -0.500375E+01
  2411   0.101031E+03   0.292624E+01   0.338490E-01  -0.495801E+01
  2412   0.100805E+03   0.291763E+01   0.338114E-01  -0.491252E+01
  2413   0.100578E+03   0.290929E+01   0.337738E-01  -0.486731E+01
  2414   0.100350E+03   0.290121E+01   0.337361E-01  -0.482237E+01
  2415   0.100119E+03   0.289340E+01   0.336985E-01  -0.477773E+01
  2416   0.998869E+02   0.288586E+01   0.336608E-01  -0.473340E+01
  2417   0.996529E+02   0.287859E+01   0.336231E-01  -0.468940E+01
  2418   0.994177E+02   0.287157E+01   0.335853E-01  -0.464575E+01
  2419   0.991805E+02   0.286482E+01   0.335475E-01  -0.460244E+01
  2420   0.989427E+02   0.285832E+01   0.335097E-01  -0.455950E+01
  2421   0.987029E+02   0.285209E+01   0.334719E-01  -0.451694E+01
  2422   0.984617E+02   0.284610E+01   0.334340E-01  -0.447478E+01
  2423   0.982198E+02   0.284037E+01   0.333961E-01  -0.443301E+01
  2424   0.979758E+02   0.283489E+01   0.333582E-01  -0.439166E+01
  2425   0.977311E+02   0.282966E+01   0.333203E-01  -0.435073E+01
  2426   0.974850E+02   0.282467E+01   0.332823E-01  -0.431024E+01
  2427   0.972374E+02   0.281993E+01   0.332443E-01  -0.427019E+01
  2428   0.969890E+02   0.281543E+01   0.332063E-01  -0.423061E+01
  2429   0.967397E+02   0.281117E+01   0.331682E-01  -0.419149E+01
  2430   0.964890E+02   0.280714E+01   0.331302E-01  -0.415284E+01
  2431   0.962373E+02   0.280334E+01   0.330921E-01  -0.411469E+01
  2432   0.959847E+02   0.279978E+01   0.330540E-01  -0.407704E+01
  2433   0.957312E+02   0.279645E+01   0.330158E-01  -0.403989E+01
  2434   0.954775E+02   0.279333E+01   0.329777E-01  -0.400327E+01
  2435   0.952220E+02   0.279045E+01   0.329395E-01  -0.396716E+01
  2436   0.949661E+02   0.278778E+01   0.329014E-01  -0.393160E+01
  2437   0.947093E+02   0.278532E+01   0.328632E-01  -0.389657E+01
  2438   0.944520E+02   0.278308E+01   0.328250E-01  -0.386209E+01
  2439   0.941935E+02   0.278104E+01   0.327868E-01  -0.382818E+01
  2440   0.939346E+02   0.277921E+01   0.327485E-01  -0.379482E+01
  2441   0.936752E+02   0.277758E+01   0.327103E-01  -0.376205E+01
  2442   0.934153E+02   0.277615E+01   0.326721E-01  -0.372985E+01
  2443   0.931540E+02   0.277491E+01   0.326338E-01  -0.369823E+01
  2444   0.928928E+02   0.277387E+01   0.325956E-01  -0.366720E+01
  2445   0.926317E+02   0.277302E+01   0.325573E-01  -0.363678E+01
  2446   0.923692E+02   0.277234E+01   0.325191E-01  -0.360695E+01
  2447   0.921073E+02   0.277185E+01   0.324808E-01  -0.357775E+01
  2448   0.918447E+02   0.277154E+01   0.324425E-01  -0.354915E+01
  2449   0.915811E+02   0.277139E+01   0.324043E-01  -0.352117E+01
  2450   0.913182E+02   0.277142E+01   0.323660E-01  -0.349381E+01
  2451   0.910543E+02   0.277162E+01   0.323278E-01  -0.346709E+01
  2452   0.907909E+02   0.277196E+01   0.322895E-01  -0.344099E+01
  2453   0.905265E+02   0.277247E+01   0.322513E-01  -0.341553E+01
  2454   0.902625E+02   0.277314E+01   0.322130E-01  -0.339072E+01
  2455   0.899980E+02   0.277395E+01   0.321748E-01  -0.336655E+01
  2456   0.897339E+02   0.277490E+01   0.321365E-01  -0.334302E+01
  2457   0.894701E+02   0.277599E+01   0.320983E-01  -0.332014E+01
  2458   0.892057E+02   0.277722E+01   0.320601E-01  -0.329792E+01
  2459   0.889407E+02   0.277858E+01   0.320219E-01  -0.327635E+01
  2460   0.886766E+02   0.278007E+01   0.319837E-01  -0.325543E+01
  2461   0.884126E+02   0.278168E+01   0.319455E-01  -0.323517E+01
  2462   0.881479E+02   0.278341E+01   0.319073E-01  -0.321557E+01
  2463   0.878847E+02   0.278526E+01   0.318691E-01  -0.319663E+01
  2464   0.876207E+02   0.278722E+01   0.318309E-01  -0.317835E+01
  2465   0.873573E+02   0.278928E+01   0.317928E-01  -0.316073E+01
  2466   0.870939E+02   0.279145E+01   0.317546E-01  -0.314377E+01
  2467   0.868309E+02   0.279371E+01   0.317165E-01  -0.312747E+01
  2468   0.865686E+02   0.279608E+01   0.316783E-01  -0.311182E+01
  2469   0.863067E+02   0.279852E+01   0.316402E-01  -0.309684E+01
  2470   0.860445E+02   0.280106E+01   0.316021E-01  -0.308251E+01
  2471   0.857835E+02   0.280368E+01   0.315640E-01  -0.306884E+01
  2472   0.855229E+02   0.280637E+01   0.315259E-01  -0.305582E+01
  2473   0.852627E+02   0.280914E+01   0.314878E-01  -0.304345E+01
  2474   0.850028E+02   0.281197E+01   0.314497E-01  -0.303174E+01
  2475   0.847439E+02   0.281487E+01   0.314117E-01  -0.302068E+01
  2476   0.844852E+02   0.281784E+01   0.313736E-01  -0.301027E+01
  2477   0.842275E+02   0.282085E+01   0.313356E-01  -0.300050E+01
  2478   0.839708E+02   0.282392E+01   0.312976E-01  -0.299137E+01
  2479   0.837150E+02   0.282704E+01   0.312596E-01  -0.298287E+01
  2480   0.834593E+02   0.283020E+01   0.312216E-01  -0.297501E+01
  2481   0.832052E+02   0.283341E+01   0.311836E-01  -0.296777E+01
  2482   0.829519E+02   0.283665E+01   0.311456E-01  -0.296116E+01
