#    L    TT             EE             BB             TE             PP             TP             EP          
  1416   0.843059E+03   0.140691E+02   0.000000E+00  -0.531586E+02   0.372953E-08   0.228123E-05  -0.156578E-06
  1417   0.843608E+03   0.139043E+02   0.000000E+00  -0.525316E+02   0.372509E-08   0.227671E-05  -0.153835E-06
  1418   0.844112E+03   0.137422E+02   0.000000E+00  -0.518956E+02   0.372066E-08   0.227211E-05  -0.151086E-06
  1419   0.844564E+03   0.135828E+02   0.000000E+00  -0.512508E+02   0.371624E-08   0.226744E-05  -0.148333E-06
  1420   0.844963E+03   0.134261E+02   0.000000E+00  -0.505976E+02   0.371182E-08   0.226269E-05  -0.145575E-06
  1421   0.845311E+03   0.132723E+02   0.000000E+00  -0.499362E+02   0.370741E-08   0.225789E-05  -0.142813E-06
  1422   0.845607E+03   0.131214E+02   0.000000E+00  -0.492668E+02   0.370301E-08   0.225302E-05  -0.140047E-06
  1423   0.845858E+03   0.129733E+02   0.000000E+00  -0.485898E+02   0.369862E-08   0.224810E-05  -0.137278E-06
  1424   0.846049E+03   0.128283E+02   0.000000E+00  -0.479052E+02   0.369424E-08   0.224314E-05  -0.134505E-06
  1425   0.846189E+03   0.126862E+02   0.000000E+00  -0.472135E+02   0.368986E-08   0.223814E-05  -0.131729E-06
  1426   0.846276E+03   0.125472E+02   0.000000E+00  -0.465150E+02   0.368549E-08   0.223310E-05  -0.128951E-06
  1427   0.846304E+03   0.124113E+02   0.000000E+00  -0.458098E+02   0.368113E-08   0.222803E-05  -0.126171E-06
  1428   0.846279E+03   0.122784E+02   0.000000E+00  -0.450982E+02   0.367678E-08   0.222295E-05  -0.123389E-06
  1429   0.846203E+03   0.121487E+02   0.000000E+00  -0.443807E+02   0.367243E-08   0.221784E-05  -0.120605E-06
  1430   0.846075E+03   0.120222E+02   0.000000E+00  -0.436573E+02   0.366809E-08   0.221273E-05  -0.117820E-06
  1431   0.845887E+03   0.118989E+02   0.000000E+00  -0.429285E+02   0.366376E-08   0.220760E-05  -0.115034E-06
  1432   0.845647E+03   0.117789E+02   0.000000E+00  -0.421944E+02   0.365944E-08   0.220249E-05  -0.112248E-06
  1433   0.845348E+03   0.116622E+02   0.000000E+00  -0.414554E+02   0.365512E-08   0.219737E-05  -0.109461E-06
  1434   0.844996E+03   0.115488E+02   0.000000E+00  -0.407118E+02   0.365082E-08   0.219227E-05  -0.106675E-06
  1435   0.844585E+03   0.114388E+02   0.000000E+00  -0.399638E+02   0.364652E-08   0.218719E-05  -0.103889E-06
  1436   0.844122E+03   0.113321E+02   0.000000E+00  -0.392118E+02   0.364222E-08   0.218213E-05  -0.101104E-06
  1437   0.843600E+03   0.112288E+02   0.000000E+00  -0.384560E+02   0.363794E-08   0.217711E-05  -0.983198E-07
  1438   0.843018E+03   0.111289E+02   0.000000E+00  -0.376967E+02   0.363366E-08   0.217212E-05  -0.955374E-07
  1439   0.842384E+03   0.110326E+02   0.000000E+00  -0.369343E+02   0.362939E-08   0.216717E-05  -0.927568E-07
  1440   0.841698E+03   0.109396E+02   0.000000E+00  -0.361689E+02   0.362513E-08   0.216227E-05  -0.899785E-07
  1441   0.840952E+03   0.108502E+02   0.000000E+00  -0.354009E+02   0.362087E-08   0.215742E-05  -0.872027E-07
  1442   0.840147E+03   0.107643E+02   0.000000E+00  -0.346305E+02   0.361663E-08   0.215263E-05  -0.844297E-07
  1443   0.839282E+03   0.106818E+02   0.000000E+00  -0.338581E+02   0.361239E-08   0.214791E-05  -0.816600E-07
  1444   0.838366E+03   0.106030E+02   0.000000E+00  -0.330840E+02   0.360815E-08   0.214326E-05  -0.788938E-07
  1445   0.837390E+03   0.105277E+02   0.000000E+00  -0.323083E+02   0.360393E-08   0.213868E-05  -0.761315E-07
  1446   0.836354E+03   0.104559E+02   0.000000E+00  -0.315313E+02   0.359971E-08   0.213419E-05  -0.733733E-07
  1447   0.835267E+03   0.103878E+02   0.000000E+00  -0.307536E+02   0.359550E-08   0.212979E-05  -0.706198E-07
  1448   0.834119E+03   0.103232E+02   0.000000E+00  -0.299751E+02   0.359129E-08   0.212548E-05  -0.678711E-07
  1449   0.832913E+03   0.102622E+02   0.000000E+00  -0.291964E+02   0.358710E-08   0.212127E-05  -0.651277E-07
  1450   0.831654E+03   0.102048E+02   0.000000E+00  -0.284176E+02   0.358291E-08   0.211717E-05  -0.623898E-07
  1451   0.830344E+03   0.101511E+02   0.000000E+00  -0.276391E+02   0.357873E-08   0.211318E-05  -0.596579E-07
  1452   0.828973E+03   0.101009E+02   0.000000E+00  -0.268613E+02   0.357455E-08   0.210929E-05  -0.569320E-07
  1453   0.827544E+03   0.100544E+02   0.000000E+00  -0.260843E+02   0.357039E-08   0.210551E-05  -0.542126E-07
  1454   0.826062E+03   0.100115E+02   0.000000E+00  -0.253086E+02   0.356623E-08   0.210181E-05  -0.514997E-07
  1455   0.824528E+03   0.997218E+01   0.000000E+00  -0.245342E+02   0.356207E-08   0.209820E-05  -0.487937E-07
  1456   0.822943E+03   0.993650E+01   0.000000E+00  -0.237615E+02   0.355793E-08   0.209466E-05  -0.460947E-07
  1457   0.821305E+03   0.990447E+01   0.000000E+00  -0.229908E+02   0.355379E-08   0.209120E-05  -0.434030E-07
  1458   0.819607E+03   0.987593E+01   0.000000E+00  -0.222224E+02   0.354966E-08   0.208780E-05  -0.407188E-07
  1459   0.817858E+03   0.985103E+01   0.000000E+00  -0.214564E+02   0.354554E-08   0.208445E-05  -0.380424E-07
  1460   0.816057E+03   0.982978E+01   0.000000E+00  -0.206933E+02   0.354142E-08   0.208116E-05  -0.353740E-07
  1461   0.814203E+03   0.981201E+01   0.000000E+00  -0.199331E+02   0.353731E-08   0.207791E-05  -0.327137E-07
  1462   0.812298E+03   0.979782E+01   0.000000E+00  -0.191763E+02   0.353321E-08   0.207469E-05  -0.300619E-07
  1463   0.810341E+03   0.978720E+01   0.000000E+00  -0.184230E+02   0.352911E-08   0.207150E-05  -0.274188E-07
  1464   0.808331E+03   0.978007E+01   0.000000E+00  -0.176736E+02   0.352502E-08   0.206833E-05  -0.247845E-07
  1465   0.806269E+03   0.977650E+01   0.000000E+00  -0.169282E+02   0.352094E-08   0.206518E-05  -0.221594E-07
  1466   0.804163E+03   0.977643E+01   0.000000E+00  -0.161872E+02   0.351687E-08   0.206203E-05  -0.195437E-07
  1467   0.802005E+03   0.977978E+01   0.000000E+00  -0.154508E+02   0.351280E-08   0.205889E-05  -0.169375E-07
  1468   0.799802E+03   0.978670E+01   0.000000E+00  -0.147193E+02   0.350874E-08   0.205573E-05  -0.143412E-07
  1469   0.797548E+03   0.979696E+01   0.000000E+00  -0.139930E+02   0.350468E-08   0.205257E-05  -0.117548E-07
  1470   0.795241E+03   0.981072E+01   0.000000E+00  -0.132719E+02   0.350064E-08   0.204938E-05  -0.917881E-08
  1471   0.792897E+03   0.982782E+01   0.000000E+00  -0.125565E+02   0.349660E-08   0.204617E-05  -0.661329E-08
  1472   0.790501E+03   0.984834E+01   0.000000E+00  -0.118469E+02   0.349257E-08   0.204292E-05  -0.405850E-08
  1473   0.788053E+03   0.987213E+01   0.000000E+00  -0.111434E+02   0.348854E-08   0.203963E-05  -0.151467E-08
  1474   0.785568E+03   0.989934E+01   0.000000E+00  -0.104462E+02   0.348452E-08   0.203629E-05   0.101795E-08
  1475   0.783031E+03   0.992975E+01   0.000000E+00  -0.975564E+01   0.348051E-08   0.203290E-05   0.353916E-08
  1476   0.780456E+03   0.996350E+01   0.000000E+00  -0.907178E+01   0.347650E-08   0.202944E-05   0.604870E-08
  1477   0.777837E+03   0.100004E+02   0.000000E+00  -0.839500E+01   0.347251E-08   0.202592E-05   0.854637E-08
  1478   0.775174E+03   0.100405E+02   0.000000E+00  -0.772543E+01   0.346852E-08   0.202232E-05   0.110319E-07
  1479   0.772473E+03   0.100839E+02   0.000000E+00  -0.706329E+01   0.346453E-08   0.201863E-05   0.135051E-07
  1480   0.769728E+03   0.101302E+02   0.000000E+00  -0.640884E+01   0.346055E-08   0.201486E-05   0.159657E-07
  1481   0.766945E+03   0.101798E+02   0.000000E+00  -0.576227E+01   0.345658E-08   0.201098E-05   0.184136E-07
  1482   0.764118E+03   0.102324E+02   0.000000E+00  -0.512380E+01   0.345262E-08   0.200701E-05   0.208484E-07
  1483   0.761254E+03   0.102880E+02   0.000000E+00  -0.449361E+01   0.344866E-08   0.200292E-05   0.232699E-07
  1484   0.758360E+03   0.103466E+02   0.000000E+00  -0.387189E+01   0.344471E-08   0.199871E-05   0.256779E-07
  1485   0.755422E+03   0.104081E+02   0.000000E+00  -0.325885E+01   0.344077E-08   0.199438E-05   0.280722E-07
  1486   0.752454E+03   0.104725E+02   0.000000E+00  -0.265467E+01   0.343683E-08   0.198991E-05   0.304526E-07
  1487   0.749441E+03   0.105397E+02   0.000000E+00  -0.205955E+01   0.343290E-08   0.198531E-05   0.328187E-07
  1488   0.746399E+03   0.106098E+02   0.000000E+00  -0.147368E+01   0.342897E-08   0.198056E-05   0.351705E-07
  1489   0.743326E+03   0.106827E+02   0.000000E+00  -0.897230E+00   0.342506E-08   0.197566E-05   0.375076E-07
  1490   0.740213E+03   0.107583E+02   0.000000E+00  -0.330373E+00   0.342115E-08   0.197059E-05   0.398298E-07
  1491   0.737071E+03   0.108365E+02   0.000000E+00   0.226723E+00   0.341724E-08   0.196536E-05   0.421370E-07
  1492   0.733897E+03   0.109173E+02   0.000000E+00   0.773892E+00   0.341334E-08   0.195996E-05   0.444288E-07
  1493   0.730692E+03   0.110008E+02   0.000000E+00   0.131095E+01   0.340945E-08   0.195437E-05   0.467050E-07
  1494   0.727458E+03   0.110867E+02   0.000000E+00   0.183775E+01   0.340557E-08   0.194860E-05   0.489654E-07
  1495   0.724194E+03   0.111752E+02   0.000000E+00   0.235412E+01   0.340169E-08   0.194263E-05   0.512099E-07
  1496   0.720902E+03   0.112661E+02   0.000000E+00   0.285990E+01   0.339782E-08   0.193646E-05   0.534380E-07
  1497   0.717583E+03   0.113593E+02   0.000000E+00   0.335500E+01   0.339396E-08   0.193008E-05   0.556497E-07
  1498   0.714238E+03   0.114549E+02   0.000000E+00   0.383926E+01   0.339010E-08   0.192348E-05   0.578447E-07
  1499   0.710867E+03   0.115527E+02   0.000000E+00   0.431257E+01   0.338625E-08   0.191666E-05   0.600227E-07
  1500   0.707472E+03   0.116527E+02   0.000000E+00   0.477479E+01   0.338240E-08   0.190961E-05   0.621836E-07
  1501   0.704053E+03   0.117549E+02   0.000000E+00   0.522577E+01   0.337856E-08   0.190232E-05   0.643271E-07
  1502   0.700612E+03   0.118592E+02   0.000000E+00   0.566543E+01   0.337473E-08   0.189481E-05   0.664531E-07
  1503   0.697149E+03   0.119656E+02   0.000000E+00   0.609361E+01   0.337091E-08   0.188706E-05   0.685616E-07
  1504   0.693666E+03   0.120739E+02   0.000000E+00   0.651026E+01   0.336709E-08   0.187909E-05   0.706525E-07
  1505   0.690163E+03   0.121842E+02   0.000000E+00   0.691525E+01   0.336328E-08   0.187091E-05   0.727258E-07
  1506   0.686641E+03   0.122962E+02   0.000000E+00   0.730847E+01   0.335947E-08   0.186251E-05   0.747814E-07
  1507   0.683100E+03   0.124102E+02   0.000000E+00   0.768984E+01   0.335567E-08   0.185391E-05   0.768192E-07
  1508   0.679542E+03   0.125259E+02   0.000000E+00   0.805922E+01   0.335188E-08   0.184510E-05   0.788393E-07
  1509   0.675968E+03   0.126433E+02   0.000000E+00   0.841663E+01   0.334809E-08   0.183609E-05   0.808414E-07
  1510   0.672379E+03   0.127623E+02   0.000000E+00   0.876184E+01   0.334431E-08   0.182689E-05   0.828257E-07
  1511   0.668774E+03   0.128828E+02   0.000000E+00   0.909493E+01   0.334053E-08   0.181751E-05   0.847919E-07
  1512   0.665158E+03   0.130049E+02   0.000000E+00   0.941582E+01   0.333677E-08   0.180794E-05   0.867401E-07
  1513   0.661529E+03   0.131284E+02   0.000000E+00   0.972451E+01   0.333300E-08   0.179819E-05   0.886702E-07
  1514   0.657890E+03   0.132533E+02   0.000000E+00   0.100209E+02   0.332925E-08   0.178826E-05   0.905822E-07
  1515   0.654242E+03   0.133796E+02   0.000000E+00   0.103049E+02   0.332550E-08   0.177817E-05   0.924759E-07
  1516   0.650584E+03   0.135071E+02   0.000000E+00   0.105766E+02   0.332176E-08   0.176791E-05   0.943513E-07
  1517   0.646920E+03   0.136358E+02   0.000000E+00   0.108358E+02   0.331802E-08   0.175750E-05   0.962084E-07
  1518   0.643250E+03   0.137656E+02   0.000000E+00   0.110827E+02   0.331429E-08   0.174693E-05   0.980471E-07
  1519   0.639573E+03   0.138966E+02   0.000000E+00   0.113171E+02   0.331056E-08   0.173621E-05   0.998674E-07
  1520   0.635893E+03   0.140285E+02   0.000000E+00   0.115389E+02   0.330685E-08   0.172535E-05   0.101669E-06
  1521   0.632208E+03   0.141614E+02   0.000000E+00   0.117483E+02   0.330313E-08   0.171435E-05   0.103452E-06
  1522   0.628521E+03   0.142952E+02   0.000000E+00   0.119451E+02   0.329943E-08   0.170321E-05   0.105217E-06
  1523   0.624832E+03   0.144298E+02   0.000000E+00   0.121293E+02   0.329573E-08   0.169194E-05   0.106963E-06
  1524   0.621141E+03   0.145651E+02   0.000000E+00   0.123010E+02   0.329204E-08   0.168055E-05   0.108690E-06
  1525   0.617451E+03   0.147011E+02   0.000000E+00   0.124601E+02   0.328835E-08   0.166904E-05   0.110398E-06
  1526   0.613763E+03   0.148378E+02   0.000000E+00   0.126066E+02   0.328467E-08   0.165741E-05   0.112087E-06
  1527   0.610076E+03   0.149750E+02   0.000000E+00   0.127406E+02   0.328099E-08   0.164567E-05   0.113758E-06
  1528   0.606391E+03   0.151127E+02   0.000000E+00   0.128621E+02   0.327733E-08   0.163383E-05   0.115410E-06
  1529   0.602712E+03   0.152509E+02   0.000000E+00   0.129711E+02   0.327366E-08   0.162189E-05   0.117042E-06
  1530   0.599037E+03   0.153894E+02   0.000000E+00   0.130676E+02   0.327001E-08   0.160985E-05   0.118655E-06
  1531   0.595368E+03   0.155282E+02   0.000000E+00   0.131516E+02   0.326636E-08   0.159772E-05   0.120250E-06
  1532   0.591705E+03   0.156673E+02   0.000000E+00   0.132232E+02   0.326271E-08   0.158550E-05   0.121825E-06
  1533   0.588050E+03   0.158065E+02   0.000000E+00   0.132823E+02   0.325907E-08   0.157320E-05   0.123380E-06
  1534   0.584403E+03   0.159458E+02   0.000000E+00   0.133291E+02   0.325544E-08   0.156083E-05   0.124917E-06
  1535   0.580766E+03   0.160852E+02   0.000000E+00   0.133636E+02   0.325181E-08   0.154839E-05   0.126434E-06
  1536   0.577138E+03   0.162245E+02   0.000000E+00   0.133858E+02   0.324819E-08   0.153587E-05   0.127931E-06
  1537   0.573521E+03   0.163637E+02   0.000000E+00   0.133956E+02   0.324458E-08   0.152330E-05   0.129410E-06
  1538   0.569916E+03   0.165028E+02   0.000000E+00   0.133933E+02   0.324097E-08   0.151067E-05   0.130868E-06
  1539   0.566324E+03   0.166416E+02   0.000000E+00   0.133789E+02   0.323737E-08   0.149799E-05   0.132307E-06
  1540   0.562745E+03   0.167802E+02   0.000000E+00   0.133525E+02   0.323377E-08   0.148526E-05   0.133726E-06
  1541   0.559181E+03   0.169184E+02   0.000000E+00   0.133140E+02   0.323018E-08   0.147249E-05   0.135126E-06
  1542   0.555632E+03   0.170562E+02   0.000000E+00   0.132638E+02   0.322660E-08   0.145968E-05   0.136505E-06
  1543   0.552100E+03   0.171935E+02   0.000000E+00   0.132017E+02   0.322302E-08   0.144685E-05   0.137865E-06
  1544   0.548585E+03   0.173304E+02   0.000000E+00   0.131279E+02   0.321945E-08   0.143398E-05   0.139205E-06
  1545   0.545088E+03   0.174666E+02   0.000000E+00   0.130426E+02   0.321588E-08   0.142109E-05   0.140525E-06
  1546   0.541610E+03   0.176021E+02   0.000000E+00   0.129457E+02   0.321232E-08   0.140818E-05   0.141825E-06
  1547   0.538152E+03   0.177369E+02   0.000000E+00   0.128374E+02   0.320877E-08   0.139526E-05   0.143105E-06
  1548   0.534714E+03   0.178710E+02   0.000000E+00   0.127178E+02   0.320522E-08   0.138233E-05   0.144364E-06
  1549   0.531297E+03   0.180042E+02   0.000000E+00   0.125869E+02   0.320167E-08   0.136940E-05   0.145604E-06
  1550   0.527901E+03   0.181365E+02   0.000000E+00   0.124449E+02   0.319813E-08   0.135647E-05   0.146823E-06
  1551   0.524528E+03   0.182679E+02   0.000000E+00   0.122919E+02   0.319460E-08   0.134355E-05   0.148022E-06
  1552   0.521178E+03   0.183982E+02   0.000000E+00   0.121280E+02   0.319108E-08   0.133063E-05   0.149200E-06
  1553   0.517853E+03   0.185274E+02   0.000000E+00   0.119534E+02   0.318756E-08   0.131773E-05   0.150358E-06
  1554   0.514552E+03   0.186555E+02   0.000000E+00   0.117681E+02   0.318404E-08   0.130484E-05   0.151496E-06
  1555   0.511276E+03   0.187824E+02   0.000000E+00   0.115723E+02   0.318053E-08   0.129196E-05   0.152613E-06
  1556   0.508026E+03   0.189081E+02   0.000000E+00   0.113661E+02   0.317703E-08   0.127910E-05   0.153710E-06
  1557   0.504802E+03   0.190325E+02   0.000000E+00   0.111497E+02   0.317353E-08   0.126625E-05   0.154787E-06
  1558   0.501607E+03   0.191555E+02   0.000000E+00   0.109232E+02   0.317004E-08   0.125343E-05   0.155843E-06
  1559   0.498439E+03   0.192772E+02   0.000000E+00   0.106868E+02   0.316656E-08   0.124063E-05   0.156879E-06
  1560   0.495300E+03   0.193974E+02   0.000000E+00   0.104406E+02   0.316308E-08   0.122785E-05   0.157894E-06
  1561   0.492190E+03   0.195160E+02   0.000000E+00   0.101848E+02   0.315960E-08   0.121509E-05   0.158889E-06
  1562   0.489111E+03   0.196332E+02   0.000000E+00   0.991952E+01   0.315613E-08   0.120237E-05   0.159864E-06
  1563   0.486061E+03   0.197487E+02   0.000000E+00   0.964495E+01   0.315267E-08   0.118967E-05   0.160818E-06
  1564   0.483043E+03   0.198627E+02   0.000000E+00   0.936124E+01   0.314921E-08   0.117701E-05   0.161751E-06
  1565   0.480057E+03   0.199749E+02   0.000000E+00   0.906861E+01   0.314576E-08   0.116437E-05   0.162664E-06
  1566   0.477103E+03   0.200853E+02   0.000000E+00   0.876714E+01   0.314232E-08   0.115177E-05   0.163556E-06
  1567   0.474181E+03   0.201940E+02   0.000000E+00   0.845705E+01   0.313888E-08   0.113921E-05   0.164428E-06
  1568   0.471293E+03   0.203009E+02   0.000000E+00   0.813842E+01   0.313544E-08   0.112669E-05   0.165279E-06
  1569   0.468439E+03   0.204058E+02   0.000000E+00   0.781154E+01   0.313201E-08   0.111421E-05   0.166110E-06
  1570   0.465618E+03   0.205089E+02   0.000000E+00   0.747656E+01   0.312859E-08   0.110177E-05   0.166920E-06
  1571   0.462834E+03   0.206098E+02   0.000000E+00   0.713359E+01   0.312517E-08   0.108937E-05   0.167710E-06
  1572   0.460083E+03   0.207089E+02   0.000000E+00   0.678283E+01   0.312176E-08   0.107702E-05   0.168479E-06
  1573   0.457368E+03   0.208058E+02   0.000000E+00   0.642447E+01   0.311835E-08   0.106472E-05   0.169227E-06
  1574   0.454690E+03   0.209007E+02   0.000000E+00   0.605874E+01   0.311495E-08   0.105246E-05   0.169955E-06
  1575   0.452048E+03   0.209934E+02   0.000000E+00   0.568582E+01   0.311155E-08   0.104026E-05   0.170662E-06
  1576   0.449442E+03   0.210840E+02   0.000000E+00   0.530595E+01   0.310816E-08   0.102811E-05   0.171348E-06
  1577   0.446875E+03   0.211723E+02   0.000000E+00   0.491930E+01   0.310478E-08   0.101602E-05   0.172014E-06
  1578   0.444345E+03   0.212585E+02   0.000000E+00   0.452611E+01   0.310140E-08   0.100399E-05   0.172659E-06
  1579   0.441854E+03   0.213424E+02   0.000000E+00   0.412656E+01   0.309803E-08   0.992012E-06   0.173283E-06
  1580   0.439401E+03   0.214239E+02   0.000000E+00   0.372085E+01   0.309466E-08   0.980097E-06   0.173887E-06
  1581   0.436988E+03   0.215032E+02   0.000000E+00   0.330918E+01   0.309129E-08   0.968245E-06   0.174470E-06
  1582   0.434614E+03   0.215802E+02   0.000000E+00   0.289174E+01   0.308794E-08   0.956458E-06   0.175032E-06
  1583   0.432279E+03   0.216547E+02   0.000000E+00   0.246872E+01   0.308459E-08   0.944738E-06   0.175573E-06
  1584   0.429984E+03   0.217268E+02   0.000000E+00   0.204031E+01   0.308124E-08   0.933086E-06   0.176094E-06
  1585   0.427728E+03   0.217964E+02   0.000000E+00   0.160672E+01   0.307790E-08   0.921504E-06   0.176594E-06
  1586   0.425513E+03   0.218635E+02   0.000000E+00   0.116811E+01   0.307456E-08   0.909995E-06   0.177073E-06
  1587   0.423338E+03   0.219282E+02   0.000000E+00   0.724717E+00   0.307123E-08   0.898559E-06   0.177531E-06
  1588   0.421204E+03   0.219902E+02   0.000000E+00   0.276740E+00   0.306791E-08   0.887200E-06   0.177968E-06
  1589   0.419110E+03   0.220497E+02   0.000000E+00  -0.175618E+00   0.306459E-08   0.875919E-06   0.178385E-06
  1590   0.417057E+03   0.221066E+02   0.000000E+00  -0.632146E+00   0.306127E-08   0.864717E-06   0.178781E-06
  1591   0.415046E+03   0.221608E+02   0.000000E+00  -0.109264E+01   0.305796E-08   0.853597E-06   0.179156E-06
  1592   0.413075E+03   0.222124E+02   0.000000E+00  -0.155688E+01   0.305466E-08   0.842560E-06   0.179510E-06
  1593   0.411146E+03   0.222614E+02   0.000000E+00  -0.202467E+01   0.305136E-08   0.831609E-06   0.179843E-06
  1594   0.409259E+03   0.223076E+02   0.000000E+00  -0.249579E+01   0.304807E-08   0.820745E-06   0.180155E-06
  1595   0.407413E+03   0.223511E+02   0.000000E+00  -0.297003E+01   0.304478E-08   0.809970E-06   0.180446E-06
  1596   0.405608E+03   0.223920E+02   0.000000E+00  -0.344718E+01   0.304150E-08   0.799286E-06   0.180717E-06
  1597   0.403845E+03   0.224301E+02   0.000000E+00  -0.392703E+01   0.303822E-08   0.788695E-06   0.180966E-06
  1598   0.402124E+03   0.224654E+02   0.000000E+00  -0.440935E+01   0.303495E-08   0.778199E-06   0.181195E-06
  1599   0.400444E+03   0.224980E+02   0.000000E+00  -0.489395E+01   0.303168E-08   0.767799E-06   0.181402E-06
  1600   0.398807E+03   0.225277E+02   0.000000E+00  -0.538060E+01   0.302842E-08   0.757498E-06   0.181589E-06
  1601   0.397211E+03   0.225547E+02   0.000000E+00  -0.586911E+01   0.302517E-08   0.747297E-06   0.181755E-06
  1602   0.395656E+03   0.225789E+02   0.000000E+00  -0.635928E+01   0.302192E-08   0.737197E-06   0.181899E-06
  1603   0.394144E+03   0.226002E+02   0.000000E+00  -0.685089E+01   0.301867E-08   0.727200E-06   0.182023E-06
  1604   0.392672E+03   0.226187E+02   0.000000E+00  -0.734375E+01   0.301543E-08   0.717306E-06   0.182127E-06
  1605   0.391243E+03   0.226343E+02   0.000000E+00  -0.783769E+01   0.301219E-08   0.707518E-06   0.182210E-06
  1606   0.389854E+03   0.226471E+02   0.000000E+00  -0.833246E+01   0.300896E-08   0.697835E-06   0.182273E-06
  1607   0.388507E+03   0.226570E+02   0.000000E+00  -0.882782E+01   0.300574E-08   0.688258E-06   0.182315E-06
  1608   0.387201E+03   0.226640E+02   0.000000E+00  -0.932368E+01   0.300252E-08   0.678790E-06   0.182338E-06
  1609   0.385936E+03   0.226682E+02   0.000000E+00  -0.981969E+01   0.299931E-08   0.669431E-06   0.182340E-06
  1610   0.384712E+03   0.226694E+02   0.000000E+00  -0.103158E+02   0.299610E-08   0.660182E-06   0.182323E-06
  1611   0.383529E+03   0.226680E+02   0.000000E+00  -0.108115E+02   0.299289E-08   0.651044E-06   0.182287E-06
  1612   0.382386E+03   0.226636E+02   0.000000E+00  -0.113069E+02   0.298969E-08   0.642019E-06   0.182230E-06
  1613   0.381284E+03   0.226564E+02   0.000000E+00  -0.118016E+02   0.298650E-08   0.633107E-06   0.182155E-06
  1614   0.380222E+03   0.226465E+02   0.000000E+00  -0.122954E+02   0.298331E-08   0.624309E-06   0.182060E-06
  1615   0.379199E+03   0.226338E+02   0.000000E+00  -0.127882E+02   0.298012E-08   0.615627E-06   0.181947E-06
  1616   0.378218E+03   0.226183E+02   0.000000E+00  -0.132798E+02   0.297695E-08   0.607062E-06   0.181814E-06
  1617   0.377275E+03   0.225999E+02   0.000000E+00  -0.137698E+02   0.297377E-08   0.598614E-06   0.181662E-06
  1618   0.376372E+03   0.225788E+02   0.000000E+00  -0.142583E+02   0.297060E-08   0.590286E-06   0.181492E-06
  1619   0.375508E+03   0.225549E+02   0.000000E+00  -0.147449E+02   0.296744E-08   0.582077E-06   0.181304E-06
  1620   0.374682E+03   0.225283E+02   0.000000E+00  -0.152294E+02   0.296428E-08   0.573989E-06   0.181097E-06
  1621   0.373895E+03   0.224988E+02   0.000000E+00  -0.157119E+02   0.296113E-08   0.566023E-06   0.180872E-06
  1622   0.373145E+03   0.224666E+02   0.000000E+00  -0.161919E+02   0.295798E-08   0.558181E-06   0.180628E-06
  1623   0.372434E+03   0.224317E+02   0.000000E+00  -0.166693E+02   0.295484E-08   0.550463E-06   0.180367E-06
  1624   0.371760E+03   0.223941E+02   0.000000E+00  -0.171440E+02   0.295170E-08   0.542870E-06   0.180088E-06
  1625   0.371123E+03   0.223537E+02   0.000000E+00  -0.176157E+02   0.294856E-08   0.535403E-06   0.179791E-06
  1626   0.370523E+03   0.223108E+02   0.000000E+00  -0.180843E+02   0.294544E-08   0.528064E-06   0.179477E-06
  1627   0.369959E+03   0.222651E+02   0.000000E+00  -0.185495E+02   0.294231E-08   0.520854E-06   0.179146E-06
  1628   0.369431E+03   0.222168E+02   0.000000E+00  -0.190111E+02   0.293919E-08   0.513774E-06   0.178797E-06
  1629   0.368939E+03   0.221659E+02   0.000000E+00  -0.194692E+02   0.293608E-08   0.506824E-06   0.178431E-06
  1630   0.368482E+03   0.221123E+02   0.000000E+00  -0.199233E+02   0.293297E-08   0.500006E-06   0.178048E-06
  1631   0.368060E+03   0.220562E+02   0.000000E+00  -0.203735E+02   0.292987E-08   0.493321E-06   0.177648E-06
  1632   0.367672E+03   0.219975E+02   0.000000E+00  -0.208195E+02   0.292677E-08   0.486770E-06   0.177231E-06
  1633   0.367317E+03   0.219362E+02   0.000000E+00  -0.212611E+02   0.292367E-08   0.480355E-06   0.176798E-06
  1634   0.366997E+03   0.218725E+02   0.000000E+00  -0.216981E+02   0.292059E-08   0.474075E-06   0.176349E-06
  1635   0.366709E+03   0.218061E+02   0.000000E+00  -0.221306E+02   0.291750E-08   0.467933E-06   0.175883E-06
  1636   0.366453E+03   0.217373E+02   0.000000E+00  -0.225581E+02   0.291442E-08   0.461930E-06   0.175401E-06
  1637   0.366230E+03   0.216661E+02   0.000000E+00  -0.229808E+02   0.291135E-08   0.456065E-06   0.174903E-06
  1638   0.366038E+03   0.215923E+02   0.000000E+00  -0.233982E+02   0.290828E-08   0.450342E-06   0.174389E-06
  1639   0.365877E+03   0.215162E+02   0.000000E+00  -0.238103E+02   0.290521E-08   0.444760E-06   0.173860E-06
  1640   0.365747E+03   0.214378E+02   0.000000E+00  -0.242171E+02   0.290215E-08   0.439321E-06   0.173314E-06
  1641   0.365647E+03   0.213571E+02   0.000000E+00  -0.246182E+02   0.289910E-08   0.434026E-06   0.172754E-06
  1642   0.365576E+03   0.212741E+02   0.000000E+00  -0.250136E+02   0.289605E-08   0.428875E-06   0.172178E-06
  1643   0.365534E+03   0.211888E+02   0.000000E+00  -0.254031E+02   0.289300E-08   0.423871E-06   0.171587E-06
  1644   0.365521E+03   0.211014E+02   0.000000E+00  -0.257867E+02   0.288996E-08   0.419014E-06   0.170980E-06
