#    L    TT             EE             TE             PP             TP          
   559   0.255117E+04   0.939830E+01   0.115798E+02   0.760272E+06   0.605507E+02
   560   0.254620E+04   0.957267E+01   0.126155E+02   0.758261E+06   0.610159E+02
   561   0.254106E+04   0.975180E+01   0.136309E+02   0.756257E+06   0.614946E+02
   562   0.253572E+04   0.993575E+01   0.146253E+02   0.754262E+06   0.619865E+02
   563   0.253021E+04   0.101244E+02   0.155981E+02   0.752275E+06   0.624914E+02
   564   0.252452E+04   0.103177E+02   0.165486E+02   0.750296E+06   0.630093E+02
   565   0.251865E+04   0.105156E+02   0.174764E+02   0.748325E+06   0.635399E+02
   566   0.251261E+04   0.107181E+02   0.183810E+02   0.746362E+06   0.640830E+02
   567   0.250640E+04   0.109250E+02   0.192616E+02   0.744406E+06   0.646385E+02
   568   0.250002E+04   0.111364E+02   0.201178E+02   0.742458E+06   0.652062E+02
   569   0.249348E+04   0.113521E+02   0.209492E+02   0.740519E+06   0.657859E+02
   570   0.248678E+04   0.115721E+02   0.217551E+02   0.738587E+06   0.663775E+02
   571   0.247992E+04   0.117963E+02   0.225350E+02   0.736662E+06   0.669807E+02
   572   0.247291E+04   0.120246E+02   0.232887E+02   0.734746E+06   0.675955E+02
   573   0.246575E+04   0.122570E+02   0.240154E+02   0.732837E+06   0.682216E+02
   574   0.245845E+04   0.124934E+02   0.247149E+02   0.730935E+06   0.688588E+02
   575   0.245102E+04   0.127336E+02   0.253869E+02   0.729042E+06   0.695070E+02
   576   0.244344E+04   0.129777E+02   0.260309E+02   0.727156E+06   0.701660E+02
   577   0.243575E+04   0.132255E+02   0.266464E+02   0.725277E+06   0.708357E+02
   578   0.242793E+04   0.134770E+02   0.272330E+02   0.723406E+06   0.715158E+02
   579   0.242000E+04   0.137321E+02   0.277905E+02   0.721542E+06   0.722062E+02
   580   0.241195E+04   0.139906E+02   0.283184E+02   0.719686E+06   0.729066E+02
   581   0.240380E+04   0.142526E+02   0.288163E+02   0.717837E+06   0.736170E+02
   582   0.239554E+04   0.145178E+02   0.292839E+02   0.715995E+06   0.743372E+02
   583   0.238718E+04   0.147862E+02   0.297207E+02   0.714161E+06   0.750670E+02
   584   0.237873E+04   0.150578E+02   0.301264E+02   0.712334E+06   0.758061E+02
   585   0.237019E+04   0.153323E+02   0.305007E+02   0.710514E+06   0.765545E+02
   586   0.236157E+04   0.156097E+02   0.308432E+02   0.708702E+06   0.773120E+02
   587   0.235286E+04   0.158900E+02   0.311538E+02   0.706896E+06   0.780783E+02
   588   0.234408E+04   0.161729E+02   0.314321E+02   0.705098E+06   0.788533E+02
   589   0.233522E+04   0.164585E+02   0.316780E+02   0.703307E+06   0.796369E+02
   590   0.232631E+04   0.167466E+02   0.318911E+02   0.701523E+06   0.804288E+02
   591   0.231733E+04   0.170370E+02   0.320713E+02   0.699746E+06   0.812290E+02
   592   0.230830E+04   0.173298E+02   0.322182E+02   0.697976E+06   0.820371E+02
   593   0.229921E+04   0.176247E+02   0.323317E+02   0.696213E+06   0.828531E+02
   594   0.229007E+04   0.179217E+02   0.324118E+02   0.694457E+06   0.836767E+02
   595   0.228089E+04   0.182206E+02   0.324582E+02   0.692707E+06   0.845078E+02
   596   0.227168E+04   0.185214E+02   0.324708E+02   0.690965E+06   0.853462E+02
   597   0.226243E+04   0.188239E+02   0.324494E+02   0.689229E+06   0.861918E+02
   598   0.225315E+04   0.191279E+02   0.323940E+02   0.687500E+06   0.870443E+02
   599   0.224385E+04   0.194335E+02   0.323043E+02   0.685778E+06   0.879036E+02
   600   0.223452E+04   0.197405E+02   0.321804E+02   0.684063E+06   0.887696E+02
   601   0.222519E+04   0.200487E+02   0.320222E+02   0.682354E+06   0.896419E+02
   602   0.221584E+04   0.203580E+02   0.318299E+02   0.680652E+06   0.905206E+02
   603   0.220649E+04   0.206684E+02   0.316033E+02   0.678957E+06   0.914052E+02
   604   0.219714E+04   0.209796E+02   0.313424E+02   0.677268E+06   0.922958E+02
   605   0.218778E+04   0.212916E+02   0.310473E+02   0.675586E+06   0.931921E+02
   606   0.217844E+04   0.216043E+02   0.307180E+02   0.673910E+06   0.940940E+02
   607   0.216911E+04   0.219175E+02   0.303545E+02   0.672241E+06   0.950011E+02
   608   0.215980E+04   0.222312E+02   0.299568E+02   0.670578E+06   0.959135E+02
   609   0.215052E+04   0.225451E+02   0.295253E+02   0.668922E+06   0.968308E+02
   610   0.214126E+04   0.228592E+02   0.290597E+02   0.667272E+06   0.977529E+02
   611   0.213204E+04   0.231732E+02   0.285604E+02   0.665629E+06   0.986796E+02
   612   0.212285E+04   0.234871E+02   0.280272E+02   0.663992E+06   0.996107E+02
   613   0.211370E+04   0.238008E+02   0.274603E+02   0.662361E+06   0.100546E+03
   614   0.210461E+04   0.241142E+02   0.268601E+02   0.660736E+06   0.101486E+03
   615   0.209555E+04   0.244270E+02   0.262266E+02   0.659118E+06   0.102429E+03
   616   0.208656E+04   0.247392E+02   0.255603E+02   0.657506E+06   0.103376E+03
   617   0.207763E+04   0.250508E+02   0.248613E+02   0.655901E+06   0.104327E+03
   618   0.206877E+04   0.253616E+02   0.241300E+02   0.654301E+06   0.105280E+03
   619   0.205997E+04   0.256713E+02   0.233667E+02   0.652708E+06   0.106238E+03
   620   0.205125E+04   0.259801E+02   0.225715E+02   0.651121E+06   0.107198E+03
   621   0.204262E+04   0.262878E+02   0.217447E+02   0.649540E+06   0.108160E+03
   622   0.203407E+04   0.265941E+02   0.208868E+02   0.647965E+06   0.109126E+03
   623   0.202560E+04   0.268991E+02   0.199979E+02   0.646396E+06   0.110094E+03
   624   0.201723E+04   0.272025E+02   0.190784E+02   0.644833E+06   0.111064E+03
   625   0.200896E+04   0.275042E+02   0.181285E+02   0.643276E+06   0.112036E+03
   626   0.200079E+04   0.278041E+02   0.171486E+02   0.641725E+06   0.113010E+03
   627   0.199271E+04   0.281021E+02   0.161389E+02   0.640181E+06   0.113985E+03
   628   0.198476E+04   0.283980E+02   0.150997E+02   0.638641E+06   0.114963E+03
   629   0.197691E+04   0.286917E+02   0.140317E+02   0.637108E+06   0.115941E+03
   630   0.196917E+04   0.289833E+02   0.129352E+02   0.635581E+06   0.116921E+03
   631   0.196156E+04   0.292723E+02   0.118105E+02   0.634060E+06   0.117902E+03
   632   0.195406E+04   0.295588E+02   0.106581E+02   0.632544E+06   0.118883E+03
   633   0.194670E+04   0.298427E+02   0.947845E+01   0.631034E+06   0.119865E+03
   634   0.193947E+04   0.301237E+02   0.827195E+01   0.629530E+06   0.120847E+03
   635   0.193237E+04   0.304019E+02   0.703913E+01   0.628032E+06   0.121830E+03
   636   0.192541E+04   0.306771E+02   0.578044E+01   0.626539E+06   0.122813E+03
   637   0.191859E+04   0.309493E+02   0.449641E+01   0.625052E+06   0.123795E+03
   638   0.191191E+04   0.312182E+02   0.318754E+01   0.623570E+06   0.124777E+03
   639   0.190538E+04   0.314838E+02   0.185433E+01   0.622094E+06   0.125759E+03
   640   0.189900E+04   0.317459E+02   0.497280E+00   0.620624E+06   0.126740E+03
   641   0.189278E+04   0.320045E+02  -0.883086E+00   0.619159E+06   0.127720E+03
   642   0.188670E+04   0.322594E+02  -0.228619E+01   0.617700E+06   0.128700E+03
   643   0.188080E+04   0.325106E+02  -0.371144E+01   0.616247E+06   0.129678E+03
   644   0.187504E+04   0.327580E+02  -0.515823E+01   0.614798E+06   0.130654E+03
   645   0.186946E+04   0.330013E+02  -0.662598E+01   0.613356E+06   0.131629E+03
   646   0.186404E+04   0.332404E+02  -0.811411E+01   0.611918E+06   0.132602E+03
   647   0.185879E+04   0.334754E+02  -0.962194E+01   0.610486E+06   0.133573E+03
   648   0.185371E+04   0.337060E+02  -0.111490E+02   0.609059E+06   0.134542E+03
   649   0.184880E+04   0.339321E+02  -0.126945E+02   0.607638E+06   0.135509E+03
   650   0.184408E+04   0.341538E+02  -0.142579E+02   0.606222E+06   0.136473E+03
   651   0.183953E+04   0.343709E+02  -0.158385E+02   0.604811E+06   0.137435E+03
   652   0.183515E+04   0.345835E+02  -0.174355E+02   0.603406E+06   0.138393E+03
   653   0.183096E+04   0.347913E+02  -0.190485E+02   0.602005E+06   0.139349E+03
   654   0.182696E+04   0.349944E+02  -0.206767E+02   0.600610E+06   0.140302E+03
   655   0.182315E+04   0.351926E+02  -0.223195E+02   0.599220E+06   0.141251E+03
   656   0.181952E+04   0.353860E+02  -0.239760E+02   0.597835E+06   0.142197E+03
   657   0.181608E+04   0.355744E+02  -0.256457E+02   0.596456E+06   0.143139E+03
   658   0.181283E+04   0.357578E+02  -0.273278E+02   0.595081E+06   0.144078E+03
   659   0.180978E+04   0.359359E+02  -0.290216E+02   0.593712E+06   0.145013E+03
   660   0.180692E+04   0.361089E+02  -0.307264E+02   0.592347E+06   0.145943E+03
   661   0.180426E+04   0.362765E+02  -0.324414E+02   0.590988E+06   0.146870E+03
   662   0.180179E+04   0.364387E+02  -0.341661E+02   0.589633E+06   0.147792E+03
   663   0.179952E+04   0.365955E+02  -0.358995E+02   0.588284E+06   0.148710E+03
   664   0.179745E+04   0.367467E+02  -0.376409E+02   0.586939E+06   0.149624E+03
   665   0.179557E+04   0.368923E+02  -0.393897E+02   0.585600E+06   0.150533E+03
   666   0.179390E+04   0.370323E+02  -0.411451E+02   0.584265E+06   0.151436E+03
   667   0.179242E+04   0.371667E+02  -0.429063E+02   0.582935E+06   0.152335E+03
   668   0.179115E+04   0.372952E+02  -0.446726E+02   0.581611E+06   0.153229E+03
   669   0.179007E+04   0.374179E+02  -0.464432E+02   0.580291E+06   0.154118E+03
   670   0.178921E+04   0.375348E+02  -0.482174E+02   0.578975E+06   0.155001E+03
   671   0.178854E+04   0.376458E+02  -0.499944E+02   0.577665E+06   0.155878E+03
   672   0.178807E+04   0.377509E+02  -0.517736E+02   0.576359E+06   0.156750E+03
   673   0.178780E+04   0.378499E+02  -0.535541E+02   0.575059E+06   0.157616E+03
   674   0.178774E+04   0.379430E+02  -0.553352E+02   0.573762E+06   0.158476E+03
   675   0.178788E+04   0.380300E+02  -0.571161E+02   0.572471E+06   0.159330E+03
   676   0.178822E+04   0.381108E+02  -0.588960E+02   0.571184E+06   0.160177E+03
   677   0.178877E+04   0.381856E+02  -0.606743E+02   0.569902E+06   0.161018E+03
   678   0.178950E+04   0.382542E+02  -0.624500E+02   0.568625E+06   0.161853E+03
   679   0.179045E+04   0.383165E+02  -0.642223E+02   0.567352E+06   0.162681E+03
   680   0.179159E+04   0.383726E+02  -0.659906E+02   0.566084E+06   0.163502E+03
   681   0.179293E+04   0.384222E+02  -0.677538E+02   0.564820E+06   0.164316E+03
   682   0.179446E+04   0.384656E+02  -0.695113E+02   0.563561E+06   0.165123E+03
   683   0.179620E+04   0.385025E+02  -0.712621E+02   0.562306E+06   0.165922E+03
   684   0.179813E+04   0.385331E+02  -0.730058E+02   0.561056E+06   0.166714E+03
   685   0.180025E+04   0.385573E+02  -0.747415E+02   0.559811E+06   0.167499E+03
   686   0.180256E+04   0.385751E+02  -0.764682E+02   0.558570E+06   0.168276E+03
   687   0.180506E+04   0.385867E+02  -0.781859E+02   0.557333E+06   0.169045E+03
   688   0.180776E+04   0.385919E+02  -0.798940E+02   0.556100E+06   0.169805E+03
   689   0.181065E+04   0.385908E+02  -0.815909E+02   0.554873E+06   0.170558E+03
   690   0.181373E+04   0.385836E+02  -0.832759E+02   0.553649E+06   0.171303E+03
   691   0.181699E+04   0.385701E+02  -0.849491E+02   0.552430E+06   0.172039E+03
   692   0.182044E+04   0.385503E+02  -0.866096E+02   0.551215E+06   0.172766E+03
   693   0.182408E+04   0.385243E+02  -0.882568E+02   0.550004E+06   0.173485E+03
   694   0.182789E+04   0.384922E+02  -0.898891E+02   0.548798E+06   0.174195E+03
   695   0.183189E+04   0.384538E+02  -0.915065E+02   0.547596E+06   0.174896E+03
   696   0.183605E+04   0.384090E+02  -0.931076E+02   0.546398E+06   0.175588E+03
   697   0.184040E+04   0.383582E+02  -0.946923E+02   0.545204E+06   0.176270E+03
   698   0.184491E+04   0.383012E+02  -0.962592E+02   0.544015E+06   0.176943E+03
   699   0.184960E+04   0.382380E+02  -0.978083E+02   0.542829E+06   0.177607E+03
   700   0.185445E+04   0.381686E+02  -0.993388E+02   0.541648E+06   0.178260E+03
   701   0.185947E+04   0.380932E+02  -0.100850E+03   0.540471E+06   0.178904E+03
   702   0.186464E+04   0.380117E+02  -0.102341E+03   0.539298E+06   0.179538E+03
   703   0.186998E+04   0.379243E+02  -0.103812E+03   0.538129E+06   0.180162E+03
   704   0.187548E+04   0.378309E+02  -0.105261E+03   0.536964E+06   0.180776E+03
   705   0.188112E+04   0.377315E+02  -0.106688E+03   0.535803E+06   0.181380E+03
   706   0.188692E+04   0.376263E+02  -0.108092E+03   0.534646E+06   0.181974E+03
   707   0.189287E+04   0.375154E+02  -0.109473E+03   0.533493E+06   0.182558E+03
   708   0.189896E+04   0.373987E+02  -0.110832E+03   0.532344E+06   0.183131E+03
   709   0.190519E+04   0.372763E+02  -0.112164E+03   0.531199E+06   0.183695E+03
   710   0.191156E+04   0.371483E+02  -0.113473E+03   0.530058E+06   0.184248E+03
   711   0.191806E+04   0.370147E+02  -0.114756E+03   0.528921E+06   0.184791E+03
   712   0.192471E+04   0.368757E+02  -0.116012E+03   0.527788E+06   0.185324E+03
   713   0.193147E+04   0.367311E+02  -0.117242E+03   0.526659E+06   0.185846E+03
   714   0.193836E+04   0.365812E+02  -0.118444E+03   0.525533E+06   0.186358E+03
   715   0.194538E+04   0.364259E+02  -0.119618E+03   0.524412E+06   0.186859E+03
   716   0.195250E+04   0.362653E+02  -0.120765E+03   0.523294E+06   0.187350E+03
   717   0.195974E+04   0.360995E+02  -0.121881E+03   0.522180E+06   0.187831E+03
   718   0.196709E+04   0.359284E+02  -0.122968E+03   0.521070E+06   0.188301E+03
   719   0.197455E+04   0.357522E+02  -0.124025E+03   0.519964E+06   0.188760E+03
   720   0.198211E+04   0.355710E+02  -0.125052E+03   0.518861E+06   0.189209E+03
   721   0.198976E+04   0.353850E+02  -0.126047E+03   0.517762E+06   0.189647E+03
   722   0.199752E+04   0.351942E+02  -0.127012E+03   0.516667E+06   0.190075E+03
   723   0.200537E+04   0.349987E+02  -0.127945E+03   0.515576E+06   0.190491E+03
   724   0.201330E+04   0.347987E+02  -0.128846E+03   0.514488E+06   0.190897E+03
   725   0.202133E+04   0.345943E+02  -0.129714E+03   0.513404E+06   0.191292E+03
   726   0.202944E+04   0.343855E+02  -0.130551E+03   0.512323E+06   0.191677E+03
   727   0.203763E+04   0.341724E+02  -0.131354E+03   0.511247E+06   0.192050E+03
   728   0.204590E+04   0.339551E+02  -0.132125E+03   0.510174E+06   0.192412E+03
   729   0.205424E+04   0.337338E+02  -0.132860E+03   0.509104E+06   0.192764E+03
   730   0.206264E+04   0.335084E+02  -0.133562E+03   0.508038E+06   0.193104E+03
   731   0.207112E+04   0.332792E+02  -0.134230E+03   0.506976E+06   0.193434E+03
   732   0.207964E+04   0.330461E+02  -0.134862E+03   0.505917E+06   0.193752E+03
   733   0.208823E+04   0.328093E+02  -0.135460E+03   0.504861E+06   0.194059E+03
   734   0.209687E+04   0.325688E+02  -0.136021E+03   0.503810E+06   0.194355E+03
   735   0.210554E+04   0.323250E+02  -0.136547E+03   0.502761E+06   0.194640E+03
   736   0.211427E+04   0.320777E+02  -0.137036E+03   0.501716E+06   0.194913E+03
   737   0.212303E+04   0.318272E+02  -0.137490E+03   0.500675E+06   0.195176E+03
   738   0.213182E+04   0.315735E+02  -0.137907E+03   0.499637E+06   0.195427E+03
   739   0.214064E+04   0.313167E+02  -0.138286E+03   0.498602E+06   0.195666E+03
   740   0.214949E+04   0.310571E+02  -0.138628E+03   0.497571E+06   0.195894E+03
   741   0.215835E+04   0.307947E+02  -0.138933E+03   0.496543E+06   0.196111E+03
   742   0.216723E+04   0.305296E+02  -0.139202E+03   0.495519E+06   0.196316E+03
   743   0.217612E+04   0.302620E+02  -0.139432E+03   0.494498E+06   0.196510E+03
   744   0.218501E+04   0.299921E+02  -0.139625E+03   0.493480E+06   0.196692E+03
   745   0.219390E+04   0.297199E+02  -0.139779E+03   0.492465E+06   0.196862E+03
   746   0.220279E+04   0.294455E+02  -0.139897E+03   0.491454E+06   0.197021E+03
   747   0.221166E+04   0.291692E+02  -0.139975E+03   0.490446E+06   0.197168E+03
   748   0.222053E+04   0.288909E+02  -0.140016E+03   0.489442E+06   0.197304E+03
   749   0.222938E+04   0.286108E+02  -0.140019E+03   0.488440E+06   0.197428E+03
   750   0.223820E+04   0.283291E+02  -0.139985E+03   0.487442E+06   0.197539E+03
   751   0.224700E+04   0.280458E+02  -0.139911E+03   0.486447E+06   0.197639E+03
   752   0.225576E+04   0.277612E+02  -0.139799E+03   0.485455E+06   0.197728E+03
   753   0.226449E+04   0.274751E+02  -0.139650E+03   0.484466E+06   0.197804E+03
   754   0.227318E+04   0.271879E+02  -0.139462E+03   0.483481E+06   0.197869E+03
   755   0.228183E+04   0.268998E+02  -0.139236E+03   0.482498E+06   0.197922E+03
   756   0.229042E+04   0.266107E+02  -0.138972E+03   0.481519E+06   0.197964E+03
   757   0.229898E+04   0.263210E+02  -0.138671E+03   0.480543E+06   0.197994E+03
   758   0.230749E+04   0.260306E+02  -0.138333E+03   0.479570E+06   0.198013E+03
   759   0.231594E+04   0.257398E+02  -0.137957E+03   0.478600E+06   0.198020E+03
   760   0.232434E+04   0.254487E+02  -0.137544E+03   0.477633E+06   0.198016E+03
   761   0.233268E+04   0.251575E+02  -0.137094E+03   0.476669E+06   0.198001E+03
   762   0.234095E+04   0.248662E+02  -0.136607E+03   0.475709E+06   0.197974E+03
   763   0.234915E+04   0.245750E+02  -0.136083E+03   0.474751E+06   0.197936E+03
   764   0.235727E+04   0.242839E+02  -0.135521E+03   0.473796E+06   0.197887E+03
   765   0.236531E+04   0.239932E+02  -0.134924E+03   0.472844E+06   0.197827E+03
   766   0.237327E+04   0.237030E+02  -0.134288E+03   0.471896E+06   0.197756E+03
   767   0.238113E+04   0.234132E+02  -0.133616E+03   0.470950E+06   0.197674E+03
   768   0.238890E+04   0.231241E+02  -0.132907E+03   0.470007E+06   0.197581E+03
   769   0.239656E+04   0.228359E+02  -0.132162E+03   0.469067E+06   0.197477E+03
   770   0.240412E+04   0.225487E+02  -0.131381E+03   0.468131E+06   0.197363E+03
   771   0.241158E+04   0.222626E+02  -0.130564E+03   0.467197E+06   0.197237E+03
   772   0.241891E+04   0.219778E+02  -0.129712E+03   0.466266E+06   0.197101E+03
   773   0.242613E+04   0.216945E+02  -0.128826E+03   0.465338E+06   0.196954E+03
   774   0.243323E+04   0.214127E+02  -0.127906E+03   0.464412E+06   0.196797E+03
   775   0.244019E+04   0.211326E+02  -0.126951E+03   0.463490E+06   0.196629E+03
   776   0.244704E+04   0.208544E+02  -0.125964E+03   0.462570E+06   0.196450E+03
   777   0.245377E+04   0.205781E+02  -0.124943E+03   0.461654E+06   0.196262E+03
   778   0.246036E+04   0.203038E+02  -0.123890E+03   0.460740E+06   0.196062E+03
   779   0.246684E+04   0.200318E+02  -0.122805E+03   0.459829E+06   0.195853E+03
   780   0.247317E+04   0.197621E+02  -0.121689E+03   0.458921E+06   0.195633E+03
   781   0.247938E+04   0.194948E+02  -0.120542E+03   0.458015E+06   0.195403E+03
   782   0.248545E+04   0.192300E+02  -0.119364E+03   0.457113E+06   0.195163E+03
   783   0.249139E+04   0.189679E+02  -0.118155E+03   0.456213E+06   0.194912E+03
   784   0.249717E+04   0.187085E+02  -0.116917E+03   0.455316E+06   0.194652E+03
   785   0.250281E+04   0.184520E+02  -0.115648E+03   0.454421E+06   0.194382E+03
   786   0.250828E+04   0.181984E+02  -0.114349E+03   0.453530E+06   0.194101E+03
   787   0.251360E+04   0.179479E+02  -0.113020E+03   0.452641E+06   0.193811E+03
   788   0.251875E+04   0.177005E+02  -0.111661E+03   0.451754E+06   0.193511E+03
   789   0.252373E+04   0.174565E+02  -0.110274E+03   0.450871E+06   0.193201E+03
   790   0.252854E+04   0.172159E+02  -0.108858E+03   0.449990E+06   0.192881E+03
   791   0.253317E+04   0.169790E+02  -0.107416E+03   0.449112E+06   0.192552E+03
   792   0.253764E+04   0.167459E+02  -0.105947E+03   0.448236E+06   0.192213E+03
   793   0.254192E+04   0.165166E+02  -0.104453E+03   0.447363E+06   0.191865E+03
   794   0.254602E+04   0.162914E+02  -0.102934E+03   0.446493E+06   0.191507E+03
   795   0.254994E+04   0.160705E+02  -0.101392E+03   0.445625E+06   0.191139E+03
   796   0.255368E+04   0.158537E+02  -0.998269E+02   0.444760E+06   0.190762E+03
   797   0.255724E+04   0.156413E+02  -0.982390E+02   0.443897E+06   0.190376E+03
   798   0.256062E+04   0.154332E+02  -0.966289E+02   0.443037E+06   0.189980E+03
   799   0.256381E+04   0.152296E+02  -0.949972E+02   0.442180E+06   0.189576E+03
   800   0.256682E+04   0.150306E+02  -0.933432E+02   0.441325E+06   0.189162E+03
   801   0.256965E+04   0.148361E+02  -0.916691E+02   0.440472E+06   0.188738E+03
   802   0.257229E+04   0.146460E+02  -0.899742E+02   0.439622E+06   0.188306E+03
   803   0.257474E+04   0.144609E+02  -0.882593E+02   0.438775E+06   0.187865E+03
   804   0.257701E+04   0.142805E+02  -0.865257E+02   0.437930E+06   0.187415E+03
   805   0.257907E+04   0.141051E+02  -0.847728E+02   0.437087E+06   0.186957E+03
   806   0.258093E+04   0.139348E+02  -0.830029E+02   0.436247E+06   0.186490E+03
   807   0.258258E+04   0.137696E+02  -0.812143E+02   0.435410E+06   0.186014E+03
   808   0.258402E+04   0.136099E+02  -0.794101E+02   0.434575E+06   0.185530E+03
   809   0.258524E+04   0.134555E+02  -0.775896E+02   0.433742E+06   0.185038E+03
   810   0.258625E+04   0.133067E+02  -0.757534E+02   0.432912E+06   0.184537E+03
   811   0.258704E+04   0.131634E+02  -0.739033E+02   0.432084E+06   0.184029E+03
   812   0.258763E+04   0.130256E+02  -0.720398E+02   0.431259E+06   0.183512E+03
   813   0.258802E+04   0.128934E+02  -0.701640E+02   0.430436E+06   0.182988E+03
   814   0.258820E+04   0.127670E+02  -0.682768E+02   0.429615E+06   0.182456E+03
   815   0.258819E+04   0.126461E+02  -0.663790E+02   0.428797E+06   0.181917E+03
   816   0.258798E+04   0.125310E+02  -0.644715E+02   0.427981E+06   0.181370E+03
   817   0.258758E+04   0.124218E+02  -0.625549E+02   0.427168E+06   0.180816E+03
   818   0.258697E+04   0.123184E+02  -0.606294E+02   0.426357E+06   0.180254E+03
   819   0.258616E+04   0.122208E+02  -0.586953E+02   0.425548E+06   0.179685E+03
   820   0.258513E+04   0.121294E+02  -0.567533E+02   0.424742E+06   0.179109E+03
   821   0.258387E+04   0.120440E+02  -0.548036E+02   0.423938E+06   0.178527E+03
   822   0.258240E+04   0.119647E+02  -0.528465E+02   0.423136E+06   0.177937E+03
   823   0.258069E+04   0.118916E+02  -0.508826E+02   0.422336E+06   0.177341E+03
   824   0.257876E+04   0.118248E+02  -0.489129E+02   0.421539E+06   0.176738E+03
   825   0.257662E+04   0.117642E+02  -0.469385E+02   0.420744E+06   0.176129E+03
   826   0.257426E+04   0.117099E+02  -0.449608E+02   0.419952E+06   0.175513E+03
   827   0.257169E+04   0.116618E+02  -0.429808E+02   0.419161E+06   0.174891E+03
   828   0.256891E+04   0.116201E+02  -0.409996E+02   0.418373E+06   0.174263E+03
   829   0.256594E+04   0.115846E+02  -0.390185E+02   0.417587E+06   0.173629E+03
   830   0.256277E+04   0.115556E+02  -0.370385E+02   0.416804E+06   0.172989E+03
   831   0.255942E+04   0.115329E+02  -0.350600E+02   0.416022E+06   0.172343E+03
   832   0.255586E+04   0.115165E+02  -0.330834E+02   0.415243E+06   0.171692E+03
   833   0.255209E+04   0.115067E+02  -0.311092E+02   0.414466E+06   0.171035E+03
   834   0.254813E+04   0.115032E+02  -0.291375E+02   0.413691E+06   0.170372E+03
   835   0.254394E+04   0.115063E+02  -0.271688E+02   0.412919E+06   0.169704E+03
   836   0.253954E+04   0.115159E+02  -0.252034E+02   0.412148E+06   0.169031E+03
   837   0.253492E+04   0.115320E+02  -0.232419E+02   0.411380E+06   0.168352E+03
   838   0.253009E+04   0.115547E+02  -0.212850E+02   0.410614E+06   0.167669E+03
   839   0.252504E+04   0.115838E+02  -0.193338E+02   0.409850E+06   0.166980E+03
   840   0.251979E+04   0.116194E+02  -0.173892E+02   0.409088E+06   0.166287E+03
   841   0.251435E+04   0.116613E+02  -0.154523E+02   0.408328E+06   0.165589E+03
   842   0.250871E+04   0.117097E+02  -0.135241E+02   0.407571E+06   0.164887E+03
   843   0.250288E+04   0.117644E+02  -0.116055E+02   0.406815E+06   0.164180E+03
   844   0.249688E+04   0.118253E+02  -0.969757E+01   0.406062E+06   0.163468E+03
   845   0.249068E+04   0.118925E+02  -0.780076E+01   0.405310E+06   0.162753E+03
   846   0.248431E+04   0.119661E+02  -0.591581E+01   0.404561E+06   0.162033E+03
   847   0.247774E+04   0.120460E+02  -0.404321E+01   0.403814E+06   0.161309E+03
   848   0.247099E+04   0.121323E+02  -0.218354E+01   0.403069E+06   0.160581E+03
   849   0.246404E+04   0.122249E+02  -0.337385E+00   0.402326E+06   0.159849E+03
   850   0.245690E+04   0.123239E+02   0.149469E+01   0.401585E+06   0.159114E+03
   851   0.244957E+04   0.124294E+02   0.331214E+01   0.400846E+06   0.158375E+03
   852   0.244204E+04   0.125412E+02   0.511443E+01   0.400109E+06   0.157633E+03
   853   0.243433E+04   0.126591E+02   0.690106E+01   0.399374E+06   0.156887E+03
   854   0.242643E+04   0.127832E+02   0.867150E+01   0.398641E+06   0.156137E+03
   855   0.241837E+04   0.129133E+02   0.104253E+02   0.397910E+06   0.155384E+03
   856   0.241014E+04   0.130493E+02   0.121618E+02   0.397181E+06   0.154628E+03
   857   0.240174E+04   0.131910E+02   0.138807E+02   0.396454E+06   0.153868E+03
   858   0.239319E+04   0.133386E+02   0.155814E+02   0.395729E+06   0.153105E+03
   859   0.238449E+04   0.134918E+02   0.172629E+02   0.395006E+06   0.152339E+03
   860   0.237563E+04   0.136507E+02   0.189245E+02   0.394285E+06   0.151569E+03
   861   0.236662E+04   0.138152E+02   0.205653E+02   0.393565E+06   0.150796E+03
   862   0.235745E+04   0.139854E+02   0.221844E+02   0.392848E+06   0.150020E+03
   863   0.234814E+04   0.141612E+02   0.237809E+02   0.392133E+06   0.149241E+03
   864   0.233869E+04   0.143426E+02   0.253540E+02   0.391420E+06   0.148459E+03
   865   0.232908E+04   0.145296E+02   0.269029E+02   0.390708E+06   0.147674E+03
   866   0.231935E+04   0.147221E+02   0.284274E+02   0.389999E+06   0.146886E+03
   867   0.230946E+04   0.149200E+02   0.299272E+02   0.389291E+06   0.146095E+03
   868   0.229943E+04   0.151232E+02   0.314022E+02   0.388586E+06   0.145301E+03
   869   0.228927E+04   0.153316E+02   0.328523E+02   0.387882E+06   0.144504E+03
   870   0.227897E+04   0.155452E+02   0.342772E+02   0.387180E+06   0.143705E+03
   871   0.226853E+04   0.157637E+02   0.356768E+02   0.386480E+06   0.142902E+03
   872   0.225797E+04   0.159872E+02   0.370509E+02   0.385782E+06   0.142097E+03
   873   0.224727E+04   0.162154E+02   0.383990E+02   0.385086E+06   0.141289E+03
   874   0.223646E+04   0.164484E+02   0.397205E+02   0.384391E+06   0.140479E+03
   875   0.222553E+04   0.166860E+02   0.410148E+02   0.383699E+06   0.139666E+03
   876   0.221448E+04   0.169280E+02   0.422814E+02   0.383008E+06   0.138850E+03
   877   0.220332E+04   0.171744E+02   0.435197E+02   0.382319E+06   0.138032E+03
   878   0.219208E+04   0.174250E+02   0.447292E+02   0.381632E+06   0.137211E+03
