#    L    TT             EE             TE             PP             TP          
  1306   0.697896E+03   0.324968E+02  -0.381054E+02   0.199069E+06   0.325873E+02
  1307   0.697657E+03   0.324676E+02  -0.389184E+02   0.198815E+06   0.327635E+02
  1308   0.697485E+03   0.324341E+02  -0.397262E+02   0.198561E+06   0.329379E+02
  1309   0.697377E+03   0.323960E+02  -0.405286E+02   0.198308E+06   0.331105E+02
  1310   0.697334E+03   0.323536E+02  -0.413250E+02   0.198055E+06   0.332812E+02
  1311   0.697355E+03   0.323067E+02  -0.421152E+02   0.197803E+06   0.334502E+02
  1312   0.697440E+03   0.322555E+02  -0.428990E+02   0.197551E+06   0.336172E+02
  1313   0.697587E+03   0.321999E+02  -0.436758E+02   0.197300E+06   0.337824E+02
  1314   0.697795E+03   0.321400E+02  -0.444455E+02   0.197049E+06   0.339458E+02
  1315   0.698065E+03   0.320759E+02  -0.452077E+02   0.196799E+06   0.341073E+02
  1316   0.698394E+03   0.320074E+02  -0.459621E+02   0.196549E+06   0.342669E+02
  1317   0.698784E+03   0.319349E+02  -0.467084E+02   0.196300E+06   0.344246E+02
  1318   0.699231E+03   0.318581E+02  -0.474464E+02   0.196051E+06   0.345805E+02
  1319   0.699737E+03   0.317773E+02  -0.481757E+02   0.195802E+06   0.347344E+02
  1320   0.700299E+03   0.316924E+02  -0.488960E+02   0.195554E+06   0.348864E+02
  1321   0.700918E+03   0.316035E+02  -0.496070E+02   0.195307E+06   0.350366E+02
  1322   0.701592E+03   0.315107E+02  -0.503086E+02   0.195060E+06   0.351848E+02
  1323   0.702320E+03   0.314139E+02  -0.510002E+02   0.194814E+06   0.353311E+02
  1324   0.703102E+03   0.313133E+02  -0.516818E+02   0.194568E+06   0.354754E+02
  1325   0.703935E+03   0.312087E+02  -0.523530E+02   0.194322E+06   0.356178E+02
  1326   0.704820E+03   0.311003E+02  -0.530135E+02   0.194077E+06   0.357583E+02
  1327   0.705755E+03   0.309882E+02  -0.536632E+02   0.193833E+06   0.358968E+02
  1328   0.706739E+03   0.308722E+02  -0.543016E+02   0.193589E+06   0.360333E+02
  1329   0.707771E+03   0.307526E+02  -0.549286E+02   0.193345E+06   0.361679E+02
  1330   0.708850E+03   0.306294E+02  -0.555440E+02   0.193102E+06   0.363005E+02
  1331   0.709976E+03   0.305026E+02  -0.561475E+02   0.192860E+06   0.364311E+02
  1332   0.711145E+03   0.303722E+02  -0.567388E+02   0.192617E+06   0.365598E+02
  1333   0.712359E+03   0.302384E+02  -0.573178E+02   0.192376E+06   0.366864E+02
  1334   0.713615E+03   0.301012E+02  -0.578842E+02   0.192135E+06   0.368110E+02
  1335   0.714912E+03   0.299605E+02  -0.584377E+02   0.191894E+06   0.369336E+02
  1336   0.716250E+03   0.298166E+02  -0.589783E+02   0.191654E+06   0.370542E+02
  1337   0.717626E+03   0.296695E+02  -0.595056E+02   0.191414E+06   0.371728E+02
  1338   0.719041E+03   0.295192E+02  -0.600196E+02   0.191174E+06   0.372893E+02
  1339   0.720493E+03   0.293657E+02  -0.605198E+02   0.190936E+06   0.374038E+02
  1340   0.721979E+03   0.292093E+02  -0.610063E+02   0.190697E+06   0.375163E+02
  1341   0.723500E+03   0.290497E+02  -0.614788E+02   0.190459E+06   0.376267E+02
  1342   0.725054E+03   0.288873E+02  -0.619371E+02   0.190222E+06   0.377350E+02
  1343   0.726640E+03   0.287220E+02  -0.623810E+02   0.189985E+06   0.378412E+02
  1344   0.728256E+03   0.285538E+02  -0.628104E+02   0.189748E+06   0.379454E+02
  1345   0.729901E+03   0.283829E+02  -0.632251E+02   0.189512E+06   0.380475E+02
  1346   0.731574E+03   0.282093E+02  -0.636249E+02   0.189276E+06   0.381475E+02
  1347   0.733273E+03   0.280330E+02  -0.640097E+02   0.189041E+06   0.382454E+02
  1348   0.734997E+03   0.278541E+02  -0.643792E+02   0.188806E+06   0.383412E+02
  1349   0.736746E+03   0.276728E+02  -0.647333E+02   0.188572E+06   0.384349E+02
  1350   0.738517E+03   0.274891E+02  -0.650721E+02   0.188338E+06   0.385264E+02
  1351   0.740309E+03   0.273030E+02  -0.653955E+02   0.188104E+06   0.386159E+02
  1352   0.742121E+03   0.271147E+02  -0.657032E+02   0.187871E+06   0.387031E+02
  1353   0.743954E+03   0.269242E+02  -0.659953E+02   0.187639E+06   0.387883E+02
  1354   0.745799E+03   0.267317E+02  -0.662718E+02   0.187407E+06   0.388712E+02
  1355   0.747666E+03   0.265372E+02  -0.665324E+02   0.187175E+06   0.389519E+02
  1356   0.749548E+03   0.263408E+02  -0.667771E+02   0.186944E+06   0.390304E+02
  1357   0.751445E+03   0.261426E+02  -0.670060E+02   0.186713E+06   0.391067E+02
  1358   0.753357E+03   0.259425E+02  -0.672188E+02   0.186483E+06   0.391807E+02
  1359   0.755276E+03   0.257409E+02  -0.674155E+02   0.186253E+06   0.392524E+02
  1360   0.757202E+03   0.255376E+02  -0.675961E+02   0.186023E+06   0.393218E+02
  1361   0.759136E+03   0.253328E+02  -0.677605E+02   0.185794E+06   0.393889E+02
  1362   0.761085E+03   0.251265E+02  -0.679087E+02   0.185565E+06   0.394536E+02
  1363   0.763034E+03   0.249189E+02  -0.680405E+02   0.185337E+06   0.395160E+02
  1364   0.764990E+03   0.247100E+02  -0.681560E+02   0.185109E+06   0.395760E+02
  1365   0.766953E+03   0.244999E+02  -0.682553E+02   0.184882E+06   0.396336E+02
  1366   0.768909E+03   0.242886E+02  -0.683382E+02   0.184655E+06   0.396888E+02
  1367   0.770873E+03   0.240763E+02  -0.684047E+02   0.184429E+06   0.397416E+02
  1368   0.772836E+03   0.238630E+02  -0.684549E+02   0.184202E+06   0.397919E+02
  1369   0.774792E+03   0.236488E+02  -0.684888E+02   0.183977E+06   0.398397E+02
  1370   0.776755E+03   0.234340E+02  -0.685063E+02   0.183752E+06   0.398851E+02
  1371   0.778703E+03   0.232183E+02  -0.685076E+02   0.183527E+06   0.399279E+02
  1372   0.780651E+03   0.230020E+02  -0.684926E+02   0.183302E+06   0.399682E+02
  1373   0.782592E+03   0.227852E+02  -0.684614E+02   0.183078E+06   0.400060E+02
  1374   0.784526E+03   0.225680E+02  -0.684140E+02   0.182855E+06   0.400411E+02
  1375   0.786444E+03   0.223503E+02  -0.683506E+02   0.182632E+06   0.400737E+02
  1376   0.788355E+03   0.221325E+02  -0.682710E+02   0.182409E+06   0.401037E+02
  1377   0.790258E+03   0.219143E+02  -0.681754E+02   0.182187E+06   0.401310E+02
  1378   0.792147E+03   0.216961E+02  -0.680638E+02   0.181965E+06   0.401557E+02
  1379   0.794021E+03   0.214778E+02  -0.679363E+02   0.181743E+06   0.401778E+02
  1380   0.795872E+03   0.212596E+02  -0.677929E+02   0.181522E+06   0.401971E+02
  1381   0.797716E+03   0.210414E+02  -0.676336E+02   0.181301E+06   0.402138E+02
  1382   0.799537E+03   0.208234E+02  -0.674586E+02   0.181081E+06   0.402277E+02
  1383   0.801336E+03   0.206057E+02  -0.672678E+02   0.180861E+06   0.402389E+02
  1384   0.803113E+03   0.203882E+02  -0.670614E+02   0.180642E+06   0.402473E+02
  1385   0.804875E+03   0.201712E+02  -0.668395E+02   0.180423E+06   0.402529E+02
  1386   0.806614E+03   0.199547E+02  -0.666024E+02   0.180204E+06   0.402557E+02
  1387   0.808324E+03   0.197388E+02  -0.663500E+02   0.179986E+06   0.402558E+02
  1388   0.810011E+03   0.195236E+02  -0.660827E+02   0.179768E+06   0.402529E+02
  1389   0.811669E+03   0.193091E+02  -0.658006E+02   0.179550E+06   0.402472E+02
  1390   0.813304E+03   0.190955E+02  -0.655037E+02   0.179333E+06   0.402387E+02
  1391   0.814909E+03   0.188828E+02  -0.651923E+02   0.179117E+06   0.402272E+02
  1392   0.816485E+03   0.186711E+02  -0.648665E+02   0.178900E+06   0.402128E+02
  1393   0.818038E+03   0.184605E+02  -0.645264E+02   0.178685E+06   0.401955E+02
  1394   0.819554E+03   0.182510E+02  -0.641720E+02   0.178469E+06   0.401753E+02
  1395   0.821033E+03   0.180428E+02  -0.638037E+02   0.178254E+06   0.401520E+02
  1396   0.822482E+03   0.178357E+02  -0.634215E+02   0.178039E+06   0.401258E+02
  1397   0.823902E+03   0.176301E+02  -0.630255E+02   0.177825E+06   0.400965E+02
  1398   0.825276E+03   0.174259E+02  -0.626159E+02   0.177611E+06   0.400642E+02
  1399   0.826621E+03   0.172231E+02  -0.621930E+02   0.177398E+06   0.400289E+02
  1400   0.827921E+03   0.170220E+02  -0.617569E+02   0.177184E+06   0.399905E+02
  1401   0.829191E+03   0.168224E+02  -0.613079E+02   0.176972E+06   0.399490E+02
  1402   0.830417E+03   0.166246E+02  -0.608460E+02   0.176759E+06   0.399046E+02
  1403   0.831606E+03   0.164285E+02  -0.603717E+02   0.176547E+06   0.398572E+02
  1404   0.832757E+03   0.162342E+02  -0.598850E+02   0.176336E+06   0.398071E+02
  1405   0.833863E+03   0.160419E+02  -0.593861E+02   0.176124E+06   0.397543E+02
  1406   0.834925E+03   0.158516E+02  -0.588752E+02   0.175914E+06   0.396989E+02
  1407   0.835943E+03   0.156632E+02  -0.583527E+02   0.175703E+06   0.396409E+02
  1408   0.836923E+03   0.154770E+02  -0.578186E+02   0.175493E+06   0.395807E+02
  1409   0.837851E+03   0.152928E+02  -0.572732E+02   0.175283E+06   0.395181E+02
  1410   0.838742E+03   0.151109E+02  -0.567168E+02   0.175074E+06   0.394533E+02
  1411   0.839580E+03   0.149312E+02  -0.561494E+02   0.174865E+06   0.393865E+02
  1412   0.840374E+03   0.147539E+02  -0.555714E+02   0.174656E+06   0.393176E+02
  1413   0.841116E+03   0.145790E+02  -0.549830E+02   0.174448E+06   0.392469E+02
  1414   0.841814E+03   0.144065E+02  -0.543846E+02   0.174240E+06   0.391744E+02
  1415   0.842459E+03   0.142365E+02  -0.537764E+02   0.174033E+06   0.391002E+02
  1416   0.843059E+03   0.140691E+02  -0.531586E+02   0.173826E+06   0.390244E+02
  1417   0.843608E+03   0.139043E+02  -0.525316E+02   0.173619E+06   0.389471E+02
  1418   0.844112E+03   0.137422E+02  -0.518956E+02   0.173412E+06   0.388684E+02
  1419   0.844564E+03   0.135828E+02  -0.512508E+02   0.173206E+06   0.387885E+02
  1420   0.844963E+03   0.134261E+02  -0.505976E+02   0.173001E+06   0.387074E+02
  1421   0.845311E+03   0.132723E+02  -0.499362E+02   0.172795E+06   0.386251E+02
  1422   0.845607E+03   0.131214E+02  -0.492668E+02   0.172591E+06   0.385419E+02
  1423   0.845858E+03   0.129733E+02  -0.485898E+02   0.172386E+06   0.384578E+02
  1424   0.846049E+03   0.128283E+02  -0.479052E+02   0.172182E+06   0.383730E+02
  1425   0.846189E+03   0.126862E+02  -0.472135E+02   0.171978E+06   0.382874E+02
  1426   0.846276E+03   0.125472E+02  -0.465150E+02   0.171775E+06   0.382012E+02
  1427   0.846304E+03   0.124113E+02  -0.458098E+02   0.171571E+06   0.381146E+02
  1428   0.846279E+03   0.122784E+02  -0.450982E+02   0.171369E+06   0.380276E+02
  1429   0.846203E+03   0.121487E+02  -0.443807E+02   0.171166E+06   0.379403E+02
  1430   0.846075E+03   0.120222E+02  -0.436573E+02   0.170964E+06   0.378528E+02
  1431   0.845887E+03   0.118989E+02  -0.429285E+02   0.170763E+06   0.377652E+02
  1432   0.845647E+03   0.117789E+02  -0.421944E+02   0.170561E+06   0.376777E+02
  1433   0.845348E+03   0.116622E+02  -0.414554E+02   0.170360E+06   0.375903E+02
  1434   0.844996E+03   0.115488E+02  -0.407118E+02   0.170160E+06   0.375030E+02
  1435   0.844585E+03   0.114388E+02  -0.399638E+02   0.169959E+06   0.374161E+02
  1436   0.844122E+03   0.113321E+02  -0.392118E+02   0.169760E+06   0.373296E+02
  1437   0.843600E+03   0.112288E+02  -0.384560E+02   0.169560E+06   0.372437E+02
  1438   0.843018E+03   0.111289E+02  -0.376967E+02   0.169361E+06   0.371583E+02
  1439   0.842384E+03   0.110326E+02  -0.369343E+02   0.169162E+06   0.370737E+02
  1440   0.841698E+03   0.109396E+02  -0.361689E+02   0.168963E+06   0.369899E+02
  1441   0.840952E+03   0.108502E+02  -0.354009E+02   0.168765E+06   0.369070E+02
  1442   0.840147E+03   0.107643E+02  -0.346305E+02   0.168567E+06   0.368251E+02
  1443   0.839282E+03   0.106818E+02  -0.338581E+02   0.168370E+06   0.367443E+02
  1444   0.838366E+03   0.106030E+02  -0.330840E+02   0.168173E+06   0.366648E+02
  1445   0.837390E+03   0.105277E+02  -0.323083E+02   0.167976E+06   0.365866E+02
  1446   0.836354E+03   0.104559E+02  -0.315313E+02   0.167780E+06   0.365098E+02
  1447   0.835267E+03   0.103878E+02  -0.307536E+02   0.167584E+06   0.364345E+02
  1448   0.834119E+03   0.103232E+02  -0.299751E+02   0.167388E+06   0.363608E+02
  1449   0.832913E+03   0.102622E+02  -0.291964E+02   0.167192E+06   0.362888E+02
  1450   0.831654E+03   0.102048E+02  -0.284176E+02   0.166997E+06   0.362187E+02
  1451   0.830344E+03   0.101511E+02  -0.276391E+02   0.166803E+06   0.361505E+02
  1452   0.828973E+03   0.101009E+02  -0.268613E+02   0.166608E+06   0.360840E+02
  1453   0.827544E+03   0.100544E+02  -0.260843E+02   0.166414E+06   0.360193E+02
  1454   0.826062E+03   0.100115E+02  -0.253086E+02   0.166220E+06   0.359560E+02
  1455   0.824528E+03   0.997218E+01  -0.245342E+02   0.166027E+06   0.358943E+02
  1456   0.822943E+03   0.993650E+01  -0.237615E+02   0.165834E+06   0.358338E+02
  1457   0.821305E+03   0.990447E+01  -0.229908E+02   0.165641E+06   0.357746E+02
  1458   0.819607E+03   0.987593E+01  -0.222224E+02   0.165449E+06   0.357164E+02
  1459   0.817858E+03   0.985103E+01  -0.214564E+02   0.165257E+06   0.356592E+02
  1460   0.816057E+03   0.982978E+01  -0.206933E+02   0.165065E+06   0.356029E+02
  1461   0.814203E+03   0.981201E+01  -0.199331E+02   0.164874E+06   0.355473E+02
  1462   0.812298E+03   0.979782E+01  -0.191763E+02   0.164682E+06   0.354923E+02
  1463   0.810341E+03   0.978720E+01  -0.184230E+02   0.164492E+06   0.354377E+02
  1464   0.808331E+03   0.978007E+01  -0.176736E+02   0.164301E+06   0.353835E+02
  1465   0.806269E+03   0.977650E+01  -0.169282E+02   0.164111E+06   0.353296E+02
  1466   0.804163E+03   0.977643E+01  -0.161872E+02   0.163921E+06   0.352758E+02
  1467   0.802005E+03   0.977978E+01  -0.154508E+02   0.163732E+06   0.352220E+02
  1468   0.799802E+03   0.978670E+01  -0.147193E+02   0.163543E+06   0.351681E+02
  1469   0.797548E+03   0.979696E+01  -0.139930E+02   0.163354E+06   0.351140E+02
  1470   0.795241E+03   0.981072E+01  -0.132719E+02   0.163166E+06   0.350595E+02
  1471   0.792897E+03   0.982782E+01  -0.125565E+02   0.162978E+06   0.350046E+02
  1472   0.790501E+03   0.984834E+01  -0.118469E+02   0.162790E+06   0.349490E+02
  1473   0.788053E+03   0.987213E+01  -0.111434E+02   0.162602E+06   0.348928E+02
  1474   0.785568E+03   0.989934E+01  -0.104462E+02   0.162415E+06   0.348357E+02
  1475   0.783031E+03   0.992975E+01  -0.975564E+01   0.162228E+06   0.347777E+02
  1476   0.780456E+03   0.996350E+01  -0.907178E+01   0.162042E+06   0.347186E+02
  1477   0.777837E+03   0.100004E+02  -0.839500E+01   0.161855E+06   0.346583E+02
  1478   0.775174E+03   0.100405E+02  -0.772543E+01   0.161670E+06   0.345967E+02
  1479   0.772473E+03   0.100839E+02  -0.706329E+01   0.161484E+06   0.345337E+02
  1480   0.769728E+03   0.101302E+02  -0.640884E+01   0.161299E+06   0.344691E+02
  1481   0.766945E+03   0.101798E+02  -0.576227E+01   0.161114E+06   0.344029E+02
  1482   0.764118E+03   0.102324E+02  -0.512380E+01   0.160929E+06   0.343349E+02
  1483   0.761254E+03   0.102880E+02  -0.449361E+01   0.160745E+06   0.342649E+02
  1484   0.758360E+03   0.103466E+02  -0.387189E+01   0.160561E+06   0.341930E+02
  1485   0.755422E+03   0.104081E+02  -0.325885E+01   0.160377E+06   0.341189E+02
  1486   0.752454E+03   0.104725E+02  -0.265467E+01   0.160194E+06   0.340425E+02
  1487   0.749441E+03   0.105397E+02  -0.205955E+01   0.160011E+06   0.339638E+02
  1488   0.746399E+03   0.106098E+02  -0.147368E+01   0.159828E+06   0.338826E+02
  1489   0.743326E+03   0.106827E+02  -0.897230E+00   0.159646E+06   0.337987E+02
  1490   0.740213E+03   0.107583E+02  -0.330373E+00   0.159463E+06   0.337121E+02
  1491   0.737071E+03   0.108365E+02   0.226723E+00   0.159282E+06   0.336226E+02
  1492   0.733897E+03   0.109173E+02   0.773892E+00   0.159100E+06   0.335302E+02
  1493   0.730692E+03   0.110008E+02   0.131095E+01   0.158919E+06   0.334347E+02
  1494   0.727458E+03   0.110867E+02   0.183775E+01   0.158738E+06   0.333359E+02
  1495   0.724194E+03   0.111752E+02   0.235412E+01   0.158557E+06   0.332338E+02
  1496   0.720902E+03   0.112661E+02   0.285990E+01   0.158377E+06   0.331282E+02
  1497   0.717583E+03   0.113593E+02   0.335500E+01   0.158197E+06   0.330191E+02
  1498   0.714238E+03   0.114549E+02   0.383926E+01   0.158017E+06   0.329063E+02
  1499   0.710867E+03   0.115527E+02   0.431257E+01   0.157838E+06   0.327896E+02
  1500   0.707472E+03   0.116527E+02   0.477479E+01   0.157659E+06   0.326690E+02
  1501   0.704053E+03   0.117549E+02   0.522577E+01   0.157480E+06   0.325444E+02
  1502   0.700612E+03   0.118592E+02   0.566543E+01   0.157302E+06   0.324158E+02
  1503   0.697149E+03   0.119656E+02   0.609361E+01   0.157124E+06   0.322834E+02
  1504   0.693666E+03   0.120739E+02   0.651026E+01   0.156946E+06   0.321471E+02
  1505   0.690163E+03   0.121842E+02   0.691525E+01   0.156768E+06   0.320071E+02
  1506   0.686641E+03   0.122962E+02   0.730847E+01   0.156591E+06   0.318635E+02
  1507   0.683100E+03   0.124102E+02   0.768984E+01   0.156414E+06   0.317163E+02
  1508   0.679542E+03   0.125259E+02   0.805922E+01   0.156237E+06   0.315656E+02
  1509   0.675968E+03   0.126433E+02   0.841663E+01   0.156061E+06   0.314116E+02
  1510   0.672379E+03   0.127623E+02   0.876184E+01   0.155885E+06   0.312542E+02
  1511   0.668774E+03   0.128828E+02   0.909493E+01   0.155709E+06   0.310936E+02
  1512   0.665158E+03   0.130049E+02   0.941582E+01   0.155533E+06   0.309299E+02
  1513   0.661529E+03   0.131284E+02   0.972451E+01   0.155358E+06   0.307631E+02
  1514   0.657890E+03   0.132533E+02   0.100209E+02   0.155183E+06   0.305934E+02
  1515   0.654242E+03   0.133796E+02   0.103049E+02   0.155009E+06   0.304207E+02
  1516   0.650584E+03   0.135071E+02   0.105766E+02   0.154834E+06   0.302453E+02
  1517   0.646920E+03   0.136358E+02   0.108358E+02   0.154660E+06   0.300671E+02
  1518   0.643250E+03   0.137656E+02   0.110827E+02   0.154487E+06   0.298863E+02
  1519   0.639573E+03   0.138966E+02   0.113171E+02   0.154313E+06   0.297030E+02
  1520   0.635893E+03   0.140285E+02   0.115389E+02   0.154140E+06   0.295172E+02
  1521   0.632208E+03   0.141614E+02   0.117483E+02   0.153967E+06   0.293289E+02
  1522   0.628521E+03   0.142952E+02   0.119451E+02   0.153794E+06   0.291384E+02
  1523   0.624832E+03   0.144298E+02   0.121293E+02   0.153622E+06   0.289457E+02
  1524   0.621141E+03   0.145651E+02   0.123010E+02   0.153450E+06   0.287508E+02
  1525   0.617451E+03   0.147011E+02   0.124601E+02   0.153278E+06   0.285539E+02
  1526   0.613763E+03   0.148378E+02   0.126066E+02   0.153107E+06   0.283550E+02
  1527   0.610076E+03   0.149750E+02   0.127406E+02   0.152936E+06   0.281542E+02
  1528   0.606391E+03   0.151127E+02   0.128621E+02   0.152765E+06   0.279516E+02
  1529   0.602712E+03   0.152509E+02   0.129711E+02   0.152594E+06   0.277473E+02
  1530   0.599037E+03   0.153894E+02   0.130676E+02   0.152424E+06   0.275413E+02
  1531   0.595368E+03   0.155282E+02   0.131516E+02   0.152254E+06   0.273338E+02
  1532   0.591705E+03   0.156673E+02   0.132232E+02   0.152084E+06   0.271248E+02
  1533   0.588050E+03   0.158065E+02   0.132823E+02   0.151915E+06   0.269145E+02
  1534   0.584403E+03   0.159458E+02   0.133291E+02   0.151746E+06   0.267028E+02
  1535   0.580766E+03   0.160852E+02   0.133636E+02   0.151577E+06   0.264899E+02
  1536   0.577138E+03   0.162245E+02   0.133858E+02   0.151408E+06   0.262759E+02
  1537   0.573521E+03   0.163637E+02   0.133956E+02   0.151240E+06   0.260608E+02
  1538   0.569916E+03   0.165028E+02   0.133933E+02   0.151072E+06   0.258448E+02
  1539   0.566324E+03   0.166416E+02   0.133789E+02   0.150904E+06   0.256278E+02
  1540   0.562745E+03   0.167802E+02   0.133525E+02   0.150736E+06   0.254101E+02
  1541   0.559181E+03   0.169184E+02   0.133140E+02   0.150569E+06   0.251916E+02
  1542   0.555632E+03   0.170562E+02   0.132638E+02   0.150402E+06   0.249725E+02
  1543   0.552100E+03   0.171935E+02   0.132017E+02   0.150235E+06   0.247529E+02
  1544   0.548585E+03   0.173304E+02   0.131279E+02   0.150069E+06   0.245328E+02
  1545   0.545088E+03   0.174666E+02   0.130426E+02   0.149903E+06   0.243123E+02
  1546   0.541610E+03   0.176021E+02   0.129457E+02   0.149737E+06   0.240915E+02
  1547   0.538152E+03   0.177369E+02   0.128374E+02   0.149571E+06   0.238704E+02
  1548   0.534714E+03   0.178710E+02   0.127178E+02   0.149406E+06   0.236493E+02
  1549   0.531297E+03   0.180042E+02   0.125869E+02   0.149241E+06   0.234281E+02
  1550   0.527901E+03   0.181365E+02   0.124449E+02   0.149076E+06   0.232069E+02
  1551   0.524528E+03   0.182679E+02   0.122919E+02   0.148912E+06   0.229858E+02
  1552   0.521178E+03   0.183982E+02   0.121280E+02   0.148748E+06   0.227649E+02
  1553   0.517853E+03   0.185274E+02   0.119534E+02   0.148584E+06   0.225441E+02
  1554   0.514552E+03   0.186555E+02   0.117681E+02   0.148420E+06   0.223236E+02
  1555   0.511276E+03   0.187824E+02   0.115723E+02   0.148257E+06   0.221032E+02
  1556   0.508026E+03   0.189081E+02   0.113661E+02   0.148093E+06   0.218832E+02
  1557   0.504802E+03   0.190325E+02   0.111497E+02   0.147930E+06   0.216635E+02
  1558   0.501607E+03   0.191555E+02   0.109232E+02   0.147768E+06   0.214441E+02
  1559   0.498439E+03   0.192772E+02   0.106868E+02   0.147606E+06   0.212251E+02
  1560   0.495300E+03   0.193974E+02   0.104406E+02   0.147443E+06   0.210065E+02
  1561   0.492190E+03   0.195160E+02   0.101848E+02   0.147282E+06   0.207883E+02
  1562   0.489111E+03   0.196332E+02   0.991952E+01   0.147120E+06   0.205706E+02
  1563   0.486061E+03   0.197487E+02   0.964495E+01   0.146959E+06   0.203534E+02
  1564   0.483043E+03   0.198627E+02   0.936124E+01   0.146798E+06   0.201367E+02
  1565   0.480057E+03   0.199749E+02   0.906861E+01   0.146637E+06   0.199206E+02
  1566   0.477103E+03   0.200853E+02   0.876714E+01   0.146476E+06   0.197050E+02
  1567   0.474181E+03   0.201940E+02   0.845705E+01   0.146316E+06   0.194901E+02
  1568   0.471293E+03   0.203009E+02   0.813842E+01   0.146156E+06   0.192759E+02
  1569   0.468439E+03   0.204058E+02   0.781154E+01   0.145996E+06   0.190623E+02
  1570   0.465618E+03   0.205089E+02   0.747656E+01   0.145837E+06   0.188495E+02
  1571   0.462834E+03   0.206098E+02   0.713359E+01   0.145678E+06   0.186375E+02
  1572   0.460083E+03   0.207089E+02   0.678283E+01   0.145519E+06   0.184262E+02
  1573   0.457368E+03   0.208058E+02   0.642447E+01   0.145360E+06   0.182157E+02
  1574   0.454690E+03   0.209007E+02   0.605874E+01   0.145202E+06   0.180061E+02
  1575   0.452048E+03   0.209934E+02   0.568582E+01   0.145044E+06   0.177974E+02
  1576   0.449442E+03   0.210840E+02   0.530595E+01   0.144886E+06   0.175895E+02
  1577   0.446875E+03   0.211723E+02   0.491930E+01   0.144728E+06   0.173827E+02
  1578   0.444345E+03   0.212585E+02   0.452611E+01   0.144571E+06   0.171768E+02
  1579   0.441854E+03   0.213424E+02   0.412656E+01   0.144413E+06   0.169719E+02
  1580   0.439401E+03   0.214239E+02   0.372085E+01   0.144256E+06   0.167681E+02
  1581   0.436988E+03   0.215032E+02   0.330918E+01   0.144100E+06   0.165653E+02
  1582   0.434614E+03   0.215802E+02   0.289174E+01   0.143943E+06   0.163637E+02
  1583   0.432279E+03   0.216547E+02   0.246872E+01   0.143787E+06   0.161631E+02
  1584   0.429984E+03   0.217268E+02   0.204031E+01   0.143631E+06   0.159638E+02
  1585   0.427728E+03   0.217964E+02   0.160672E+01   0.143476E+06   0.157657E+02
  1586   0.425513E+03   0.218635E+02   0.116811E+01   0.143320E+06   0.155688E+02
  1587   0.423338E+03   0.219282E+02   0.724717E+00   0.143165E+06   0.153731E+02
  1588   0.421204E+03   0.219902E+02   0.276740E+00   0.143010E+06   0.151788E+02
  1589   0.419110E+03   0.220497E+02  -0.175618E+00   0.142856E+06   0.149858E+02
  1590   0.417057E+03   0.221066E+02  -0.632146E+00   0.142701E+06   0.147942E+02
  1591   0.415046E+03   0.221608E+02  -0.109264E+01   0.142547E+06   0.146039E+02
  1592   0.413075E+03   0.222124E+02  -0.155688E+01   0.142393E+06   0.144151E+02
  1593   0.411146E+03   0.222614E+02  -0.202467E+01   0.142240E+06   0.142278E+02
  1594   0.409259E+03   0.223076E+02  -0.249579E+01   0.142086E+06   0.140419E+02
  1595   0.407413E+03   0.223511E+02  -0.297003E+01   0.141933E+06   0.138576E+02
  1596   0.405608E+03   0.223920E+02  -0.344718E+01   0.141780E+06   0.136748E+02
  1597   0.403845E+03   0.224301E+02  -0.392703E+01   0.141628E+06   0.134936E+02
  1598   0.402124E+03   0.224654E+02  -0.440935E+01   0.141475E+06   0.133140E+02
  1599   0.400444E+03   0.224980E+02  -0.489395E+01   0.141323E+06   0.131361E+02
  1600   0.398807E+03   0.225277E+02  -0.538060E+01   0.141171E+06   0.129599E+02
  1601   0.397211E+03   0.225547E+02  -0.586911E+01   0.141019E+06   0.127853E+02
  1602   0.395656E+03   0.225789E+02  -0.635928E+01   0.140868E+06   0.126126E+02
  1603   0.394144E+03   0.226002E+02  -0.685089E+01   0.140717E+06   0.124415E+02
  1604   0.392672E+03   0.226187E+02  -0.734375E+01   0.140566E+06   0.122723E+02
  1605   0.391243E+03   0.226343E+02  -0.783769E+01   0.140415E+06   0.121048E+02
  1606   0.389854E+03   0.226471E+02  -0.833246E+01   0.140265E+06   0.119391E+02
  1607   0.388507E+03   0.226570E+02  -0.882782E+01   0.140115E+06   0.117753E+02
  1608   0.387201E+03   0.226640E+02  -0.932368E+01   0.139965E+06   0.116133E+02
  1609   0.385936E+03   0.226682E+02  -0.981969E+01   0.139815E+06   0.114532E+02
  1610   0.384712E+03   0.226694E+02  -0.103158E+02   0.139665E+06   0.112950E+02
  1611   0.383529E+03   0.226680E+02  -0.108115E+02   0.139516E+06   0.111386E+02
  1612   0.382386E+03   0.226636E+02  -0.113069E+02   0.139367E+06   0.109842E+02
  1613   0.381284E+03   0.226564E+02  -0.118016E+02   0.139218E+06   0.108318E+02
  1614   0.380222E+03   0.226465E+02  -0.122954E+02   0.139070E+06   0.106813E+02
  1615   0.379199E+03   0.226338E+02  -0.127882E+02   0.138921E+06   0.105327E+02
  1616   0.378218E+03   0.226183E+02  -0.132798E+02   0.138773E+06   0.103862E+02
  1617   0.377275E+03   0.225999E+02  -0.137698E+02   0.138625E+06   0.102417E+02
