#    L    TT             EE             BB             TE             PP             TP             EP          
  2054   0.233869E+03   0.538552E+01   0.000000E+00  -0.158629E+02   0.195707E-08   0.369167E-06  -0.207469E-07
  2055   0.233693E+03   0.533483E+01   0.000000E+00  -0.156757E+02   0.195538E-08   0.365984E-06  -0.196495E-07
  2056   0.233506E+03   0.528504E+01   0.000000E+00  -0.154869E+02   0.195368E-08   0.363225E-06  -0.185595E-07
  2057   0.233307E+03   0.523617E+01   0.000000E+00  -0.152965E+02   0.195199E-08   0.360882E-06  -0.174774E-07
  2058   0.233096E+03   0.518822E+01   0.000000E+00  -0.151049E+02   0.195031E-08   0.358947E-06  -0.164037E-07
  2059   0.232873E+03   0.514120E+01   0.000000E+00  -0.149118E+02   0.194862E-08   0.357413E-06  -0.153390E-07
  2060   0.232638E+03   0.509513E+01   0.000000E+00  -0.147175E+02   0.194693E-08   0.356273E-06  -0.142838E-07
  2061   0.232391E+03   0.505001E+01   0.000000E+00  -0.145220E+02   0.194525E-08   0.355518E-06  -0.132387E-07
  2062   0.232133E+03   0.500585E+01   0.000000E+00  -0.143254E+02   0.194357E-08   0.355142E-06  -0.122041E-07
  2063   0.231862E+03   0.496266E+01   0.000000E+00  -0.141277E+02   0.194190E-08   0.355136E-06  -0.111805E-07
  2064   0.231579E+03   0.492046E+01   0.000000E+00  -0.139291E+02   0.194022E-08   0.355492E-06  -0.101686E-07
  2065   0.231285E+03   0.487924E+01   0.000000E+00  -0.137296E+02   0.193855E-08   0.356204E-06  -0.916888E-08
  2066   0.230979E+03   0.483902E+01   0.000000E+00  -0.135293E+02   0.193687E-08   0.357263E-06  -0.818180E-08
  2067   0.230660E+03   0.479979E+01   0.000000E+00  -0.133281E+02   0.193521E-08   0.358662E-06  -0.720793E-08
  2068   0.230331E+03   0.476157E+01   0.000000E+00  -0.131264E+02   0.193354E-08   0.360394E-06  -0.624779E-08
  2069   0.229988E+03   0.472436E+01   0.000000E+00  -0.129240E+02   0.193187E-08   0.362450E-06  -0.530192E-08
  2070   0.229635E+03   0.468818E+01   0.000000E+00  -0.127211E+02   0.193021E-08   0.364823E-06  -0.437085E-08
  2071   0.229270E+03   0.465301E+01   0.000000E+00  -0.125177E+02   0.192855E-08   0.367505E-06  -0.345510E-08
  2072   0.228892E+03   0.461887E+01   0.000000E+00  -0.123140E+02   0.192689E-08   0.370489E-06  -0.255521E-08
  2073   0.228503E+03   0.458575E+01   0.000000E+00  -0.121100E+02   0.192523E-08   0.373768E-06  -0.167170E-08
  2074   0.228102E+03   0.455367E+01   0.000000E+00  -0.119056E+02   0.192358E-08   0.377332E-06  -0.805108E-09
  2075   0.227690E+03   0.452263E+01   0.000000E+00  -0.117011E+02   0.192193E-08   0.381176E-06   0.440406E-10
  2076   0.227266E+03   0.449263E+01   0.000000E+00  -0.114965E+02   0.192027E-08   0.385290E-06   0.875216E-09
  2077   0.226830E+03   0.446367E+01   0.000000E+00  -0.112919E+02   0.191863E-08   0.389669E-06   0.168789E-08
  2078   0.226382E+03   0.443575E+01   0.000000E+00  -0.110873E+02   0.191698E-08   0.394303E-06   0.248153E-08
  2079   0.225923E+03   0.440889E+01   0.000000E+00  -0.108828E+02   0.191533E-08   0.399185E-06   0.325560E-08
  2080   0.225454E+03   0.438306E+01   0.000000E+00  -0.106785E+02   0.191369E-08   0.404309E-06   0.400959E-08
  2081   0.224972E+03   0.435829E+01   0.000000E+00  -0.104745E+02   0.191205E-08   0.409665E-06   0.474295E-08
  2082   0.224480E+03   0.433458E+01   0.000000E+00  -0.102708E+02   0.191041E-08   0.415246E-06   0.545516E-08
  2083   0.223977E+03   0.431191E+01   0.000000E+00  -0.100675E+02   0.190878E-08   0.421046E-06   0.614568E-08
  2084   0.223462E+03   0.429031E+01   0.000000E+00  -0.986475E+01   0.190714E-08   0.427055E-06   0.681400E-08
  2085   0.222938E+03   0.426974E+01   0.000000E+00  -0.966254E+01   0.190551E-08   0.433267E-06   0.745958E-08
  2086   0.222402E+03   0.425023E+01   0.000000E+00  -0.946093E+01   0.190388E-08   0.439674E-06   0.808188E-08
  2087   0.221856E+03   0.423177E+01   0.000000E+00  -0.925998E+01   0.190225E-08   0.446269E-06   0.868039E-08
  2088   0.221300E+03   0.421435E+01   0.000000E+00  -0.905978E+01   0.190062E-08   0.453043E-06   0.925457E-08
  2089   0.220733E+03   0.419798E+01   0.000000E+00  -0.886039E+01   0.189900E-08   0.459989E-06   0.980389E-08
  2090   0.220155E+03   0.418264E+01   0.000000E+00  -0.866189E+01   0.189738E-08   0.467099E-06   0.103278E-07
  2091   0.219567E+03   0.416835E+01   0.000000E+00  -0.846428E+01   0.189576E-08   0.474366E-06   0.108258E-07
  2092   0.218969E+03   0.415508E+01   0.000000E+00  -0.826770E+01   0.189414E-08   0.481782E-06   0.112974E-07
  2093   0.218360E+03   0.414285E+01   0.000000E+00  -0.807224E+01   0.189252E-08   0.489339E-06   0.117420E-07
  2094   0.217743E+03   0.413164E+01   0.000000E+00  -0.787782E+01   0.189091E-08   0.497031E-06   0.121590E-07
  2095   0.217115E+03   0.412145E+01   0.000000E+00  -0.768466E+01   0.188929E-08   0.504848E-06   0.125481E-07
  2096   0.216478E+03   0.411227E+01   0.000000E+00  -0.749275E+01   0.188768E-08   0.512784E-06   0.129086E-07
  2097   0.215831E+03   0.410411E+01   0.000000E+00  -0.730214E+01   0.188607E-08   0.520831E-06   0.132399E-07
  2098   0.215175E+03   0.409695E+01   0.000000E+00  -0.711292E+01   0.188447E-08   0.528982E-06   0.135417E-07
  2099   0.214509E+03   0.409079E+01   0.000000E+00  -0.692515E+01   0.188286E-08   0.537228E-06   0.138133E-07
  2100   0.213835E+03   0.408561E+01   0.000000E+00  -0.673886E+01   0.188126E-08   0.545562E-06   0.140542E-07
  2101   0.213151E+03   0.408143E+01   0.000000E+00  -0.655412E+01   0.187966E-08   0.553976E-06   0.142642E-07
  2102   0.212458E+03   0.407821E+01   0.000000E+00  -0.637100E+01   0.187806E-08   0.562459E-06   0.144442E-07
  2103   0.211756E+03   0.407597E+01   0.000000E+00  -0.618953E+01   0.187646E-08   0.571000E-06   0.145954E-07
  2104   0.211046E+03   0.407469E+01   0.000000E+00  -0.600980E+01   0.187487E-08   0.579587E-06   0.147191E-07
  2105   0.210327E+03   0.407437E+01   0.000000E+00  -0.583183E+01   0.187327E-08   0.588209E-06   0.148165E-07
  2106   0.209600E+03   0.407497E+01   0.000000E+00  -0.565569E+01   0.187168E-08   0.596854E-06   0.148889E-07
  2107   0.208865E+03   0.407653E+01   0.000000E+00  -0.548143E+01   0.187009E-08   0.605512E-06   0.149374E-07
  2108   0.208121E+03   0.407900E+01   0.000000E+00  -0.530910E+01   0.186851E-08   0.614171E-06   0.149632E-07
  2109   0.207370E+03   0.408239E+01   0.000000E+00  -0.513876E+01   0.186692E-08   0.622819E-06   0.149677E-07
  2110   0.206611E+03   0.408668E+01   0.000000E+00  -0.497044E+01   0.186534E-08   0.631445E-06   0.149520E-07
  2111   0.205846E+03   0.409188E+01   0.000000E+00  -0.480421E+01   0.186376E-08   0.640038E-06   0.149174E-07
  2112   0.205073E+03   0.409796E+01   0.000000E+00  -0.464012E+01   0.186218E-08   0.648586E-06   0.148651E-07
  2113   0.204293E+03   0.410491E+01   0.000000E+00  -0.447819E+01   0.186060E-08   0.657078E-06   0.147963E-07
  2114   0.203506E+03   0.411273E+01   0.000000E+00  -0.431849E+01   0.185902E-08   0.665503E-06   0.147122E-07
  2115   0.202713E+03   0.412139E+01   0.000000E+00  -0.416103E+01   0.185745E-08   0.673849E-06   0.146141E-07
  2116   0.201914E+03   0.413089E+01   0.000000E+00  -0.400588E+01   0.185588E-08   0.682105E-06   0.145032E-07
  2117   0.201108E+03   0.414123E+01   0.000000E+00  -0.385306E+01   0.185431E-08   0.690260E-06   0.143808E-07
  2118   0.200296E+03   0.415238E+01   0.000000E+00  -0.370264E+01   0.185274E-08   0.698301E-06   0.142480E-07
  2119   0.199478E+03   0.416432E+01   0.000000E+00  -0.355463E+01   0.185117E-08   0.706219E-06   0.141061E-07
  2120   0.198654E+03   0.417706E+01   0.000000E+00  -0.340908E+01   0.184961E-08   0.714001E-06   0.139564E-07
  2121   0.197826E+03   0.419058E+01   0.000000E+00  -0.326602E+01   0.184804E-08   0.721636E-06   0.137999E-07
  2122   0.196991E+03   0.420485E+01   0.000000E+00  -0.312548E+01   0.184648E-08   0.729112E-06   0.136381E-07
  2123   0.196151E+03   0.421988E+01   0.000000E+00  -0.298751E+01   0.184492E-08   0.736419E-06   0.134720E-07
  2124   0.195308E+03   0.423564E+01   0.000000E+00  -0.285213E+01   0.184337E-08   0.743545E-06   0.133030E-07
  2125   0.194458E+03   0.425213E+01   0.000000E+00  -0.271938E+01   0.184181E-08   0.750479E-06   0.131322E-07
  2126   0.193605E+03   0.426932E+01   0.000000E+00  -0.258929E+01   0.184026E-08   0.757208E-06   0.129610E-07
  2127   0.192747E+03   0.428721E+01   0.000000E+00  -0.246190E+01   0.183871E-08   0.763723E-06   0.127904E-07
  2128   0.191886E+03   0.430577E+01   0.000000E+00  -0.233723E+01   0.183716E-08   0.770010E-06   0.126218E-07
  2129   0.191021E+03   0.432499E+01   0.000000E+00  -0.221529E+01   0.183561E-08   0.776060E-06   0.124563E-07
  2130   0.190151E+03   0.434487E+01   0.000000E+00  -0.209614E+01   0.183406E-08   0.781861E-06   0.122952E-07
  2131   0.189279E+03   0.436537E+01   0.000000E+00  -0.197979E+01   0.183252E-08   0.787401E-06   0.121398E-07
  2132   0.188403E+03   0.438650E+01   0.000000E+00  -0.186629E+01   0.183098E-08   0.792669E-06   0.119912E-07
  2133   0.187523E+03   0.440822E+01   0.000000E+00  -0.175562E+01   0.182944E-08   0.797654E-06   0.118507E-07
  2134   0.186641E+03   0.443053E+01   0.000000E+00  -0.164784E+01   0.182790E-08   0.802344E-06   0.117195E-07
  2135   0.185757E+03   0.445342E+01   0.000000E+00  -0.154294E+01   0.182636E-08   0.806728E-06   0.115989E-07
  2136   0.184870E+03   0.447685E+01   0.000000E+00  -0.144095E+01   0.182483E-08   0.810794E-06   0.114900E-07
  2137   0.183981E+03   0.450082E+01   0.000000E+00  -0.134189E+01   0.182330E-08   0.814532E-06   0.113941E-07
  2138   0.183089E+03   0.452533E+01   0.000000E+00  -0.124577E+01   0.182177E-08   0.817929E-06   0.113124E-07
  2139   0.182197E+03   0.455033E+01   0.000000E+00  -0.115261E+01   0.182024E-08   0.820975E-06   0.112462E-07
  2140   0.181303E+03   0.457582E+01   0.000000E+00  -0.106243E+01   0.181871E-08   0.823658E-06   0.111966E-07
  2141   0.180407E+03   0.460179E+01   0.000000E+00  -0.975234E+00   0.181718E-08   0.825966E-06   0.111650E-07
  2142   0.179511E+03   0.462822E+01   0.000000E+00  -0.891032E+00   0.181566E-08   0.827889E-06   0.111525E-07
  2143   0.178613E+03   0.465508E+01   0.000000E+00  -0.809846E+00   0.181414E-08   0.829415E-06   0.111603E-07
  2144   0.177715E+03   0.468237E+01   0.000000E+00  -0.731677E+00   0.181262E-08   0.830532E-06   0.111897E-07
  2145   0.176816E+03   0.471006E+01   0.000000E+00  -0.656545E+00   0.181110E-08   0.831229E-06   0.112420E-07
  2146   0.175917E+03   0.473814E+01   0.000000E+00  -0.584457E+00   0.180958E-08   0.831496E-06   0.113183E-07
  2147   0.175017E+03   0.476659E+01   0.000000E+00  -0.515420E+00   0.180807E-08   0.831319E-06   0.114198E-07
  2148   0.174118E+03   0.479539E+01   0.000000E+00  -0.449436E+00   0.180656E-08   0.830689E-06   0.115479E-07
  2149   0.173219E+03   0.482452E+01   0.000000E+00  -0.386510E+00   0.180505E-08   0.829594E-06   0.117037E-07
  2150   0.172320E+03   0.485398E+01   0.000000E+00  -0.326645E+00   0.180354E-08   0.828022E-06   0.118885E-07
  2151   0.171422E+03   0.488373E+01   0.000000E+00  -0.269846E+00   0.180203E-08   0.825967E-06   0.121030E-07
  2152   0.170525E+03   0.491377E+01   0.000000E+00  -0.216115E+00   0.180052E-08   0.823442E-06   0.123465E-07
  2153   0.169629E+03   0.494407E+01   0.000000E+00  -0.165455E+00   0.179902E-08   0.820467E-06   0.126179E-07
  2154   0.168734E+03   0.497461E+01   0.000000E+00  -0.117863E+00   0.179752E-08   0.817059E-06   0.129158E-07
  2155   0.167841E+03   0.500539E+01   0.000000E+00  -0.733303E-01   0.179602E-08   0.813238E-06   0.132392E-07
  2156   0.166949E+03   0.503637E+01   0.000000E+00  -0.318521E-01   0.179452E-08   0.809021E-06   0.135869E-07
  2157   0.166059E+03   0.506756E+01   0.000000E+00   0.657792E-02   0.179302E-08   0.804428E-06   0.139575E-07
  2158   0.165172E+03   0.509892E+01   0.000000E+00   0.419660E-01   0.179153E-08   0.799477E-06   0.143501E-07
  2159   0.164285E+03   0.513045E+01   0.000000E+00   0.743182E-01   0.179004E-08   0.794187E-06   0.147633E-07
  2160   0.163402E+03   0.516211E+01   0.000000E+00   0.103642E+00   0.178855E-08   0.788576E-06   0.151960E-07
  2161   0.162521E+03   0.519389E+01   0.000000E+00   0.129948E+00   0.178706E-08   0.782663E-06   0.156470E-07
  2162   0.161643E+03   0.522579E+01   0.000000E+00   0.153250E+00   0.178557E-08   0.776466E-06   0.161151E-07
  2163   0.160768E+03   0.525778E+01   0.000000E+00   0.173557E+00   0.178408E-08   0.770004E-06   0.165992E-07
  2164   0.159896E+03   0.528984E+01   0.000000E+00   0.190885E+00   0.178260E-08   0.763295E-06   0.170980E-07
  2165   0.159026E+03   0.532195E+01   0.000000E+00   0.205243E+00   0.178112E-08   0.756359E-06   0.176103E-07
  2166   0.158161E+03   0.535409E+01   0.000000E+00   0.216645E+00   0.177964E-08   0.749213E-06   0.181350E-07
  2167   0.157299E+03   0.538626E+01   0.000000E+00   0.225106E+00   0.177816E-08   0.741877E-06   0.186708E-07
  2168   0.156441E+03   0.541842E+01   0.000000E+00   0.230648E+00   0.177668E-08   0.734368E-06   0.192166E-07
  2169   0.155587E+03   0.545057E+01   0.000000E+00   0.233298E+00   0.177521E-08   0.726706E-06   0.197712E-07
  2170   0.154737E+03   0.548270E+01   0.000000E+00   0.233080E+00   0.177373E-08   0.718909E-06   0.203335E-07
  2171   0.153890E+03   0.551477E+01   0.000000E+00   0.230021E+00   0.177226E-08   0.710996E-06   0.209021E-07
  2172   0.153049E+03   0.554680E+01   0.000000E+00   0.224148E+00   0.177079E-08   0.702984E-06   0.214759E-07
  2173   0.152213E+03   0.557874E+01   0.000000E+00   0.215484E+00   0.176932E-08   0.694893E-06   0.220538E-07
  2174   0.151381E+03   0.561059E+01   0.000000E+00   0.204057E+00   0.176786E-08   0.686742E-06   0.226346E-07
  2175   0.150555E+03   0.564234E+01   0.000000E+00   0.189892E+00   0.176639E-08   0.678548E-06   0.232170E-07
  2176   0.149734E+03   0.567395E+01   0.000000E+00   0.173014E+00   0.176493E-08   0.670331E-06   0.237998E-07
  2177   0.148918E+03   0.570544E+01   0.000000E+00   0.153450E+00   0.176347E-08   0.662109E-06   0.243820E-07
  2178   0.148108E+03   0.573676E+01   0.000000E+00   0.131225E+00   0.176201E-08   0.653901E-06   0.249622E-07
  2179   0.147303E+03   0.576791E+01   0.000000E+00   0.106365E+00   0.176055E-08   0.645725E-06   0.255394E-07
  2180   0.146504E+03   0.579886E+01   0.000000E+00   0.788956E-01   0.175910E-08   0.637599E-06   0.261123E-07
  2181   0.145711E+03   0.582961E+01   0.000000E+00   0.488442E-01   0.175764E-08   0.629543E-06   0.266797E-07
  2182   0.144924E+03   0.586014E+01   0.000000E+00   0.162445E-01   0.175619E-08   0.621575E-06   0.272404E-07
  2183   0.144143E+03   0.589044E+01   0.000000E+00  -0.188688E-01   0.175474E-08   0.613714E-06   0.277933E-07
  2184   0.143369E+03   0.592049E+01   0.000000E+00  -0.564602E-01   0.175329E-08   0.605977E-06   0.283372E-07
  2185   0.142600E+03   0.595026E+01   0.000000E+00  -0.964954E-01   0.175184E-08   0.598384E-06   0.288708E-07
  2186   0.141839E+03   0.597977E+01   0.000000E+00  -0.138938E+00   0.175040E-08   0.590954E-06   0.293930E-07
  2187   0.141084E+03   0.600898E+01   0.000000E+00  -0.183754E+00   0.174895E-08   0.583704E-06   0.299026E-07
  2188   0.140336E+03   0.603788E+01   0.000000E+00  -0.230908E+00   0.174751E-08   0.576654E-06   0.303984E-07
  2189   0.139595E+03   0.606646E+01   0.000000E+00  -0.280364E+00   0.174607E-08   0.569822E-06   0.308793E-07
  2190   0.138862E+03   0.609471E+01   0.000000E+00  -0.332086E+00   0.174463E-08   0.563226E-06   0.313440E-07
  2191   0.138135E+03   0.612260E+01   0.000000E+00  -0.386038E+00   0.174320E-08   0.556885E-06   0.317913E-07
  2192   0.137416E+03   0.615013E+01   0.000000E+00  -0.442182E+00   0.174176E-08   0.550818E-06   0.322200E-07
  2193   0.136704E+03   0.617727E+01   0.000000E+00  -0.500484E+00   0.174033E-08   0.545044E-06   0.326291E-07
  2194   0.135999E+03   0.620403E+01   0.000000E+00  -0.560908E+00   0.173889E-08   0.539580E-06   0.330172E-07
  2195   0.135301E+03   0.623037E+01   0.000000E+00  -0.623415E+00   0.173746E-08   0.534446E-06   0.333832E-07
  2196   0.134613E+03   0.625629E+01   0.000000E+00  -0.687961E+00   0.173604E-08   0.529660E-06   0.337259E-07
  2197   0.133931E+03   0.628178E+01   0.000000E+00  -0.754505E+00   0.173461E-08   0.525240E-06   0.340441E-07
  2198   0.133257E+03   0.630683E+01   0.000000E+00  -0.822992E+00   0.173318E-08   0.521206E-06   0.343367E-07
  2199   0.132591E+03   0.633142E+01   0.000000E+00  -0.893390E+00   0.173176E-08   0.517575E-06   0.346024E-07
  2200   0.131934E+03   0.635555E+01   0.000000E+00  -0.965645E+00   0.173034E-08   0.514367E-06   0.348400E-07
  2201   0.131284E+03   0.637920E+01   0.000000E+00  -0.103972E+01   0.172892E-08   0.511594E-06   0.350487E-07
  2202   0.130643E+03   0.640236E+01   0.000000E+00  -0.111556E+01   0.172750E-08   0.509243E-06   0.352290E-07
  2203   0.130010E+03   0.642502E+01   0.000000E+00  -0.119313E+01   0.172608E-08   0.507298E-06   0.353815E-07
  2204   0.129385E+03   0.644717E+01   0.000000E+00  -0.127238E+01   0.172467E-08   0.505741E-06   0.355071E-07
  2205   0.128769E+03   0.646880E+01   0.000000E+00  -0.135327E+01   0.172326E-08   0.504553E-06   0.356065E-07
  2206   0.128161E+03   0.648991E+01   0.000000E+00  -0.143576E+01   0.172185E-08   0.503716E-06   0.356806E-07
  2207   0.127562E+03   0.651046E+01   0.000000E+00  -0.151981E+01   0.172044E-08   0.503213E-06   0.357299E-07
  2208   0.126972E+03   0.653046E+01   0.000000E+00  -0.160536E+01   0.171903E-08   0.503027E-06   0.357554E-07
  2209   0.126390E+03   0.654989E+01   0.000000E+00  -0.169238E+01   0.171762E-08   0.503138E-06   0.357579E-07
  2210   0.125817E+03   0.656876E+01   0.000000E+00  -0.178082E+01   0.171622E-08   0.503530E-06   0.357379E-07
  2211   0.125252E+03   0.658704E+01   0.000000E+00  -0.187063E+01   0.171481E-08   0.504184E-06   0.356965E-07
  2212   0.124696E+03   0.660474E+01   0.000000E+00  -0.196176E+01   0.171341E-08   0.505083E-06   0.356342E-07
  2213   0.124149E+03   0.662183E+01   0.000000E+00  -0.205416E+01   0.171201E-08   0.506209E-06   0.355518E-07
  2214   0.123611E+03   0.663832E+01   0.000000E+00  -0.214778E+01   0.171061E-08   0.507543E-06   0.354503E-07
  2215   0.123081E+03   0.665420E+01   0.000000E+00  -0.224258E+01   0.170922E-08   0.509069E-06   0.353302E-07
  2216   0.122561E+03   0.666945E+01   0.000000E+00  -0.233850E+01   0.170782E-08   0.510768E-06   0.351924E-07
  2217   0.122049E+03   0.668408E+01   0.000000E+00  -0.243549E+01   0.170643E-08   0.512622E-06   0.350376E-07
  2218   0.121547E+03   0.669808E+01   0.000000E+00  -0.253350E+01   0.170504E-08   0.514613E-06   0.348666E-07
  2219   0.121053E+03   0.671144E+01   0.000000E+00  -0.263249E+01   0.170365E-08   0.516725E-06   0.346802E-07
  2220   0.120568E+03   0.672417E+01   0.000000E+00  -0.273240E+01   0.170226E-08   0.518938E-06   0.344791E-07
  2221   0.120092E+03   0.673624E+01   0.000000E+00  -0.283320E+01   0.170087E-08   0.521235E-06   0.342642E-07
  2222   0.119626E+03   0.674765E+01   0.000000E+00  -0.293481E+01   0.169948E-08   0.523598E-06   0.340361E-07
  2223   0.119169E+03   0.675841E+01   0.000000E+00  -0.303721E+01   0.169810E-08   0.526009E-06   0.337957E-07
  2224   0.118720E+03   0.676851E+01   0.000000E+00  -0.314032E+01   0.169672E-08   0.528451E-06   0.335436E-07
  2225   0.118280E+03   0.677793E+01   0.000000E+00  -0.324412E+01   0.169534E-08   0.530905E-06   0.332808E-07
  2226   0.117849E+03   0.678668E+01   0.000000E+00  -0.334855E+01   0.169396E-08   0.533354E-06   0.330078E-07
  2227   0.117428E+03   0.679474E+01   0.000000E+00  -0.345356E+01   0.169258E-08   0.535780E-06   0.327256E-07
  2228   0.117015E+03   0.680211E+01   0.000000E+00  -0.355910E+01   0.169121E-08   0.538165E-06   0.324349E-07
  2229   0.116611E+03   0.680880E+01   0.000000E+00  -0.366513E+01   0.168983E-08   0.540491E-06   0.321364E-07
  2230   0.116216E+03   0.681479E+01   0.000000E+00  -0.377158E+01   0.168846E-08   0.542741E-06   0.318310E-07
  2231   0.115830E+03   0.682008E+01   0.000000E+00  -0.387841E+01   0.168709E-08   0.544896E-06   0.315193E-07
  2232   0.115454E+03   0.682467E+01   0.000000E+00  -0.398558E+01   0.168572E-08   0.546938E-06   0.312021E-07
  2233   0.115085E+03   0.682855E+01   0.000000E+00  -0.409304E+01   0.168435E-08   0.548851E-06   0.308803E-07
  2234   0.114726E+03   0.683175E+01   0.000000E+00  -0.420072E+01   0.168299E-08   0.550615E-06   0.305546E-07
  2235   0.114375E+03   0.683424E+01   0.000000E+00  -0.430859E+01   0.168162E-08   0.552213E-06   0.302257E-07
  2236   0.114034E+03   0.683604E+01   0.000000E+00  -0.441658E+01   0.168026E-08   0.553628E-06   0.298944E-07
  2237   0.113701E+03   0.683713E+01   0.000000E+00  -0.452467E+01   0.167890E-08   0.554841E-06   0.295615E-07
  2238   0.113377E+03   0.683754E+01   0.000000E+00  -0.463278E+01   0.167754E-08   0.555835E-06   0.292277E-07
  2239   0.113061E+03   0.683723E+01   0.000000E+00  -0.474089E+01   0.167618E-08   0.556591E-06   0.288939E-07
  2240   0.112754E+03   0.683623E+01   0.000000E+00  -0.484894E+01   0.167483E-08   0.557092E-06   0.285608E-07
  2241   0.112456E+03   0.683451E+01   0.000000E+00  -0.495688E+01   0.167347E-08   0.557320E-06   0.282291E-07
  2242   0.112166E+03   0.683209E+01   0.000000E+00  -0.506468E+01   0.167212E-08   0.557257E-06   0.278996E-07
  2243   0.111885E+03   0.682898E+01   0.000000E+00  -0.517227E+01   0.167077E-08   0.556886E-06   0.275731E-07
  2244   0.111612E+03   0.682515E+01   0.000000E+00  -0.527962E+01   0.166942E-08   0.556188E-06   0.272504E-07
  2245   0.111347E+03   0.682060E+01   0.000000E+00  -0.538668E+01   0.166807E-08   0.555145E-06   0.269322E-07
  2246   0.111090E+03   0.681536E+01   0.000000E+00  -0.549341E+01   0.166672E-08   0.553741E-06   0.266193E-07
  2247   0.110842E+03   0.680942E+01   0.000000E+00  -0.559976E+01   0.166538E-08   0.551956E-06   0.263124E-07
  2248   0.110602E+03   0.680278E+01   0.000000E+00  -0.570568E+01   0.166403E-08   0.549773E-06   0.260124E-07
  2249   0.110370E+03   0.679543E+01   0.000000E+00  -0.581114E+01   0.166269E-08   0.547175E-06   0.257200E-07
  2250   0.110146E+03   0.678739E+01   0.000000E+00  -0.591608E+01   0.166135E-08   0.544143E-06   0.254359E-07
  2251   0.109930E+03   0.677866E+01   0.000000E+00  -0.602047E+01   0.166001E-08   0.540665E-06   0.251608E-07
  2252   0.109722E+03   0.676923E+01   0.000000E+00  -0.612426E+01   0.165867E-08   0.536754E-06   0.248946E-07
  2253   0.109521E+03   0.675911E+01   0.000000E+00  -0.622740E+01   0.165734E-08   0.532428E-06   0.246372E-07
  2254   0.109329E+03   0.674831E+01   0.000000E+00  -0.632987E+01   0.165600E-08   0.527705E-06   0.243884E-07
  2255   0.109143E+03   0.673680E+01   0.000000E+00  -0.643161E+01   0.165467E-08   0.522603E-06   0.241479E-07
  2256   0.108965E+03   0.672462E+01   0.000000E+00  -0.653260E+01   0.165334E-08   0.517141E-06   0.239157E-07
  2257   0.108795E+03   0.671175E+01   0.000000E+00  -0.663278E+01   0.165201E-08   0.511337E-06   0.236916E-07
  2258   0.108632E+03   0.669819E+01   0.000000E+00  -0.673212E+01   0.165068E-08   0.505208E-06   0.234752E-07
  2259   0.108476E+03   0.668397E+01   0.000000E+00  -0.683058E+01   0.164935E-08   0.498773E-06   0.232666E-07
  2260   0.108327E+03   0.666907E+01   0.000000E+00  -0.692811E+01   0.164803E-08   0.492050E-06   0.230654E-07
  2261   0.108185E+03   0.665350E+01   0.000000E+00  -0.702470E+01   0.164670E-08   0.485057E-06   0.228715E-07
  2262   0.108051E+03   0.663729E+01   0.000000E+00  -0.712029E+01   0.164538E-08   0.477813E-06   0.226848E-07
  2263   0.107922E+03   0.662044E+01   0.000000E+00  -0.721485E+01   0.164406E-08   0.470336E-06   0.225050E-07
  2264   0.107801E+03   0.660294E+01   0.000000E+00  -0.730835E+01   0.164274E-08   0.462644E-06   0.223319E-07
  2265   0.107686E+03   0.658482E+01   0.000000E+00  -0.740074E+01   0.164142E-08   0.454754E-06   0.221654E-07
  2266   0.107578E+03   0.656607E+01   0.000000E+00  -0.749203E+01   0.164011E-08   0.446686E-06   0.220054E-07
  2267   0.107476E+03   0.654670E+01   0.000000E+00  -0.758210E+01   0.163879E-08   0.438457E-06   0.218515E-07
  2268   0.107380E+03   0.652672E+01   0.000000E+00  -0.767098E+01   0.163748E-08   0.430086E-06   0.217036E-07
  2269   0.107291E+03   0.650614E+01   0.000000E+00  -0.775860E+01   0.163617E-08   0.421591E-06   0.215616E-07
  2270   0.107208E+03   0.648497E+01   0.000000E+00  -0.784503E+01   0.163486E-08   0.412989E-06   0.214253E-07
  2271   0.107130E+03   0.646319E+01   0.000000E+00  -0.793013E+01   0.163355E-08   0.404300E-06   0.212945E-07
  2272   0.107059E+03   0.644083E+01   0.000000E+00  -0.801389E+01   0.163224E-08   0.395541E-06   0.211689E-07
  2273   0.106993E+03   0.641789E+01   0.000000E+00  -0.809631E+01   0.163094E-08   0.386730E-06   0.210485E-07
  2274   0.106933E+03   0.639437E+01   0.000000E+00  -0.817732E+01   0.162963E-08   0.377887E-06   0.209330E-07
  2275   0.106878E+03   0.637031E+01   0.000000E+00  -0.825693E+01   0.162833E-08   0.369028E-06   0.208222E-07
  2276   0.106828E+03   0.634569E+01   0.000000E+00  -0.833512E+01   0.162703E-08   0.360172E-06   0.207161E-07
  2277   0.106784E+03   0.632052E+01   0.000000E+00  -0.841183E+01   0.162573E-08   0.351337E-06   0.206143E-07
  2278   0.106744E+03   0.629484E+01   0.000000E+00  -0.848705E+01   0.162443E-08   0.342541E-06   0.205167E-07
  2279   0.106710E+03   0.626862E+01   0.000000E+00  -0.856079E+01   0.162314E-08   0.333804E-06   0.204231E-07
  2280   0.106681E+03   0.624189E+01   0.000000E+00  -0.863297E+01   0.162184E-08   0.325141E-06   0.203334E-07
  2281   0.106656E+03   0.621465E+01   0.000000E+00  -0.870351E+01   0.162055E-08   0.316573E-06   0.202474E-07
  2282   0.106636E+03   0.618692E+01   0.000000E+00  -0.877250E+01   0.161925E-08   0.308117E-06   0.201648E-07
