#    L    TT             EE             BB             TE             PP             TP             EP          
   524   0.258768E+04   0.654816E+01   0.000000E+00  -0.321603E+02   0.179809E-07   0.318929E-05   0.436267E-06
   525   0.259056E+04   0.654082E+01   0.000000E+00  -0.308548E+02   0.179310E-07   0.317996E-05   0.419509E-06
   526   0.259320E+04   0.653854E+01   0.000000E+00  -0.295442E+02   0.178812E-07   0.317198E-05   0.402839E-06
   527   0.259561E+04   0.654134E+01   0.000000E+00  -0.282292E+02   0.178316E-07   0.316531E-05   0.386256E-06
   528   0.259778E+04   0.654927E+01   0.000000E+00  -0.269106E+02   0.177822E-07   0.315995E-05   0.369757E-06
   529   0.259971E+04   0.656235E+01   0.000000E+00  -0.255890E+02   0.177331E-07   0.315587E-05   0.353337E-06
   530   0.260141E+04   0.658060E+01   0.000000E+00  -0.242654E+02   0.176841E-07   0.315306E-05   0.336994E-06
   531   0.260287E+04   0.660405E+01   0.000000E+00  -0.229405E+02   0.176353E-07   0.315150E-05   0.320725E-06
   532   0.260410E+04   0.663272E+01   0.000000E+00  -0.216151E+02   0.175867E-07   0.315117E-05   0.304526E-06
   533   0.260508E+04   0.666663E+01   0.000000E+00  -0.202900E+02   0.175384E-07   0.315205E-05   0.288395E-06
   534   0.260583E+04   0.670580E+01   0.000000E+00  -0.189661E+02   0.174902E-07   0.315412E-05   0.272329E-06
   535   0.260634E+04   0.675025E+01   0.000000E+00  -0.176441E+02   0.174422E-07   0.315738E-05   0.256323E-06
   536   0.260661E+04   0.680000E+01   0.000000E+00  -0.163248E+02   0.173944E-07   0.316179E-05   0.240375E-06
   537   0.260664E+04   0.685506E+01   0.000000E+00  -0.150090E+02   0.173468E-07   0.316735E-05   0.224483E-06
   538   0.260644E+04   0.691544E+01   0.000000E+00  -0.136974E+02   0.172994E-07   0.317403E-05   0.208642E-06
   539   0.260601E+04   0.698113E+01   0.000000E+00  -0.123908E+02   0.172522E-07   0.318182E-05   0.192849E-06
   540   0.260534E+04   0.705213E+01   0.000000E+00  -0.110900E+02   0.172052E-07   0.319070E-05   0.177102E-06
   541   0.260444E+04   0.712847E+01   0.000000E+00  -0.979565E+01   0.171584E-07   0.320065E-05   0.161397E-06
   542   0.260331E+04   0.721014E+01   0.000000E+00  -0.850857E+01   0.171118E-07   0.321165E-05   0.145731E-06
   543   0.260194E+04   0.729713E+01   0.000000E+00  -0.722946E+01   0.170654E-07   0.322369E-05   0.130101E-06
   544   0.260035E+04   0.738945E+01   0.000000E+00  -0.595905E+01   0.170191E-07   0.323674E-05   0.114504E-06
   545   0.259854E+04   0.748707E+01   0.000000E+00  -0.469804E+01   0.169730E-07   0.325080E-05   0.989370E-07
   546   0.259650E+04   0.758999E+01   0.000000E+00  -0.344712E+01   0.169272E-07   0.326584E-05   0.833961E-07
   547   0.259423E+04   0.769819E+01   0.000000E+00  -0.220698E+01   0.168815E-07   0.328185E-05   0.678785E-07
   548   0.259174E+04   0.781159E+01   0.000000E+00  -0.978315E+00   0.168360E-07   0.329880E-05   0.523812E-07
   549   0.258903E+04   0.793033E+01   0.000000E+00   0.238169E+00   0.167906E-07   0.331668E-05   0.369008E-07
   550   0.258609E+04   0.805421E+01   0.000000E+00   0.144179E+01   0.167455E-07   0.333547E-05   0.214344E-07
   551   0.258295E+04   0.818335E+01   0.000000E+00   0.263181E+01   0.167005E-07   0.335516E-05   0.597957E-08
   552   0.257959E+04   0.831763E+01   0.000000E+00   0.380754E+01   0.166558E-07   0.337573E-05  -0.946228E-08
   553   0.257601E+04   0.845703E+01   0.000000E+00   0.496823E+01   0.166112E-07   0.339718E-05  -0.248890E-07
   554   0.257224E+04   0.860155E+01   0.000000E+00   0.611319E+01   0.165668E-07   0.341949E-05  -0.402983E-07
   555   0.256826E+04   0.875113E+01   0.000000E+00   0.724170E+01   0.165225E-07   0.344265E-05  -0.556880E-07
   556   0.256407E+04   0.890576E+01   0.000000E+00   0.835302E+01   0.164785E-07   0.346665E-05  -0.710560E-07
   557   0.255969E+04   0.906537E+01   0.000000E+00   0.944651E+01   0.164346E-07   0.349148E-05  -0.863999E-07
   558   0.255511E+04   0.922996E+01   0.000000E+00   0.105214E+02   0.163909E-07   0.351714E-05  -0.101718E-06
   559   0.255034E+04   0.939944E+01   0.000000E+00   0.115773E+02   0.163474E-07   0.354360E-05  -0.117007E-06
   560   0.254538E+04   0.957384E+01   0.000000E+00   0.126133E+02   0.163040E-07   0.357087E-05  -0.132266E-06
   561   0.254024E+04   0.975298E+01   0.000000E+00   0.136289E+02   0.162608E-07   0.359892E-05  -0.147492E-06
   562   0.253491E+04   0.993696E+01   0.000000E+00   0.146237E+02   0.162178E-07   0.362776E-05  -0.162682E-06
   563   0.252939E+04   0.101256E+02   0.000000E+00   0.155967E+02   0.161750E-07   0.365736E-05  -0.177836E-06
   564   0.252371E+04   0.103190E+02   0.000000E+00   0.165476E+02   0.161324E-07   0.368772E-05  -0.192950E-06
   565   0.251784E+04   0.105169E+02   0.000000E+00   0.174757E+02   0.160899E-07   0.371883E-05  -0.208023E-06
   566   0.251180E+04   0.107194E+02   0.000000E+00   0.183805E+02   0.160476E-07   0.375068E-05  -0.223051E-06
   567   0.250560E+04   0.109264E+02   0.000000E+00   0.192615E+02   0.160054E-07   0.378325E-05  -0.238034E-06
   568   0.249923E+04   0.111378E+02   0.000000E+00   0.201180E+02   0.159634E-07   0.381654E-05  -0.252968E-06
   569   0.249269E+04   0.113535E+02   0.000000E+00   0.209497E+02   0.159216E-07   0.385054E-05  -0.267852E-06
   570   0.248599E+04   0.115735E+02   0.000000E+00   0.217560E+02   0.158800E-07   0.388523E-05  -0.282683E-06
   571   0.247913E+04   0.117978E+02   0.000000E+00   0.225362E+02   0.158385E-07   0.392060E-05  -0.297459E-06
   572   0.247213E+04   0.120261E+02   0.000000E+00   0.232902E+02   0.157972E-07   0.395666E-05  -0.312178E-06
   573   0.246497E+04   0.122585E+02   0.000000E+00   0.240173E+02   0.157561E-07   0.399337E-05  -0.326838E-06
   574   0.245767E+04   0.124950E+02   0.000000E+00   0.247172E+02   0.157151E-07   0.403074E-05  -0.341436E-06
   575   0.245024E+04   0.127353E+02   0.000000E+00   0.253895E+02   0.156743E-07   0.406876E-05  -0.355970E-06
   576   0.244267E+04   0.129794E+02   0.000000E+00   0.260338E+02   0.156337E-07   0.410741E-05  -0.370439E-06
   577   0.243498E+04   0.132273E+02   0.000000E+00   0.266497E+02   0.155932E-07   0.414668E-05  -0.384839E-06
   578   0.242717E+04   0.134788E+02   0.000000E+00   0.272366E+02   0.155529E-07   0.418656E-05  -0.399169E-06
   579   0.241923E+04   0.137339E+02   0.000000E+00   0.277945E+02   0.155127E-07   0.422704E-05  -0.413427E-06
   580   0.241119E+04   0.139925E+02   0.000000E+00   0.283228E+02   0.154727E-07   0.426812E-05  -0.427609E-06
   581   0.240304E+04   0.142545E+02   0.000000E+00   0.288211E+02   0.154329E-07   0.430977E-05  -0.441715E-06
   582   0.239478E+04   0.145197E+02   0.000000E+00   0.292890E+02   0.153932E-07   0.435200E-05  -0.455741E-06
   583   0.238643E+04   0.147882E+02   0.000000E+00   0.297262E+02   0.153536E-07   0.439479E-05  -0.469686E-06
   584   0.237798E+04   0.150598E+02   0.000000E+00   0.301323E+02   0.153143E-07   0.443812E-05  -0.483548E-06
   585   0.236945E+04   0.153344E+02   0.000000E+00   0.305070E+02   0.152751E-07   0.448200E-05  -0.497323E-06
   586   0.236082E+04   0.156119E+02   0.000000E+00   0.308499E+02   0.152360E-07   0.452640E-05  -0.511011E-06
   587   0.235212E+04   0.158922E+02   0.000000E+00   0.311608E+02   0.151971E-07   0.457133E-05  -0.524608E-06
   588   0.234334E+04   0.161752E+02   0.000000E+00   0.314395E+02   0.151584E-07   0.461676E-05  -0.538113E-06
   589   0.233449E+04   0.164608E+02   0.000000E+00   0.316858E+02   0.151198E-07   0.466269E-05  -0.551523E-06
   590   0.232557E+04   0.167490E+02   0.000000E+00   0.318993E+02   0.150813E-07   0.470910E-05  -0.564837E-06
   591   0.231660E+04   0.170395E+02   0.000000E+00   0.320799E+02   0.150430E-07   0.475599E-05  -0.578051E-06
   592   0.230757E+04   0.173323E+02   0.000000E+00   0.322272E+02   0.150049E-07   0.480335E-05  -0.591164E-06
   593   0.229848E+04   0.176273E+02   0.000000E+00   0.323411E+02   0.149669E-07   0.485117E-05  -0.604173E-06
   594   0.228935E+04   0.179243E+02   0.000000E+00   0.324216E+02   0.149291E-07   0.489942E-05  -0.617077E-06
   595   0.228017E+04   0.182233E+02   0.000000E+00   0.324684E+02   0.148914E-07   0.494812E-05  -0.629873E-06
   596   0.227096E+04   0.185241E+02   0.000000E+00   0.324815E+02   0.148538E-07   0.499724E-05  -0.642559E-06
   597   0.226171E+04   0.188267E+02   0.000000E+00   0.324605E+02   0.148165E-07   0.504677E-05  -0.655133E-06
   598   0.225243E+04   0.191308E+02   0.000000E+00   0.324055E+02   0.147792E-07   0.509671E-05  -0.667592E-06
   599   0.224313E+04   0.194365E+02   0.000000E+00   0.323162E+02   0.147421E-07   0.514704E-05  -0.679934E-06
   600   0.223381E+04   0.197435E+02   0.000000E+00   0.321928E+02   0.147051E-07   0.519775E-05  -0.692158E-06
   601   0.222448E+04   0.200517E+02   0.000000E+00   0.320350E+02   0.146683E-07   0.524883E-05  -0.704260E-06
   602   0.221513E+04   0.203611E+02   0.000000E+00   0.318432E+02   0.146317E-07   0.530028E-05  -0.716241E-06
   603   0.220579E+04   0.206715E+02   0.000000E+00   0.316170E+02   0.145951E-07   0.535208E-05  -0.728099E-06
   604   0.219643E+04   0.209829E+02   0.000000E+00   0.313565E+02   0.145588E-07   0.540421E-05  -0.739834E-06
   605   0.218708E+04   0.212949E+02   0.000000E+00   0.310619E+02   0.145225E-07   0.545668E-05  -0.751446E-06
   606   0.217775E+04   0.216076E+02   0.000000E+00   0.307330E+02   0.144864E-07   0.550947E-05  -0.762933E-06
   607   0.216842E+04   0.219210E+02   0.000000E+00   0.303699E+02   0.144505E-07   0.556257E-05  -0.774295E-06
   608   0.215911E+04   0.222347E+02   0.000000E+00   0.299728E+02   0.144146E-07   0.561596E-05  -0.785532E-06
   609   0.214983E+04   0.225486E+02   0.000000E+00   0.295416E+02   0.143790E-07   0.566964E-05  -0.796642E-06
   610   0.214057E+04   0.228628E+02   0.000000E+00   0.290766E+02   0.143434E-07   0.572360E-05  -0.807625E-06
   611   0.213135E+04   0.231769E+02   0.000000E+00   0.285776E+02   0.143080E-07   0.577783E-05  -0.818481E-06
   612   0.212216E+04   0.234909E+02   0.000000E+00   0.280449E+02   0.142727E-07   0.583231E-05  -0.829208E-06
   613   0.211301E+04   0.238046E+02   0.000000E+00   0.274785E+02   0.142376E-07   0.588704E-05  -0.839807E-06
   614   0.210392E+04   0.241180E+02   0.000000E+00   0.268787E+02   0.142026E-07   0.594200E-05  -0.850275E-06
   615   0.209487E+04   0.244309E+02   0.000000E+00   0.262457E+02   0.141678E-07   0.599718E-05  -0.860614E-06
   616   0.208588E+04   0.247432E+02   0.000000E+00   0.255799E+02   0.141331E-07   0.605258E-05  -0.870822E-06
   617   0.207695E+04   0.250548E+02   0.000000E+00   0.248814E+02   0.140985E-07   0.610819E-05  -0.880898E-06
   618   0.206809E+04   0.253657E+02   0.000000E+00   0.241506E+02   0.140640E-07   0.616398E-05  -0.890842E-06
   619   0.205929E+04   0.256755E+02   0.000000E+00   0.233876E+02   0.140297E-07   0.621996E-05  -0.900654E-06
   620   0.205057E+04   0.259844E+02   0.000000E+00   0.225929E+02   0.139955E-07   0.627611E-05  -0.910332E-06
   621   0.204194E+04   0.262922E+02   0.000000E+00   0.217666E+02   0.139614E-07   0.633242E-05  -0.919876E-06
   622   0.203339E+04   0.265985E+02   0.000000E+00   0.209092E+02   0.139275E-07   0.638888E-05  -0.929285E-06
   623   0.202493E+04   0.269035E+02   0.000000E+00   0.200208E+02   0.138937E-07   0.644547E-05  -0.938559E-06
   624   0.201655E+04   0.272070E+02   0.000000E+00   0.191017E+02   0.138601E-07   0.650220E-05  -0.947697E-06
   625   0.200828E+04   0.275088E+02   0.000000E+00   0.181523E+02   0.138265E-07   0.655905E-05  -0.956698E-06
   626   0.200011E+04   0.278088E+02   0.000000E+00   0.171728E+02   0.137931E-07   0.661600E-05  -0.965561E-06
   627   0.199203E+04   0.281068E+02   0.000000E+00   0.161636E+02   0.137598E-07   0.667305E-05  -0.974287E-06
   628   0.198408E+04   0.284028E+02   0.000000E+00   0.151249E+02   0.137267E-07   0.673019E-05  -0.982875E-06
   629   0.197623E+04   0.286966E+02   0.000000E+00   0.140573E+02   0.136937E-07   0.678740E-05  -0.991322E-06
   630   0.196849E+04   0.289882E+02   0.000000E+00   0.129613E+02   0.136608E-07   0.684468E-05  -0.999630E-06
   631   0.196088E+04   0.292772E+02   0.000000E+00   0.118370E+02   0.136280E-07   0.690202E-05  -0.100780E-05
   632   0.195339E+04   0.295638E+02   0.000000E+00   0.106851E+02   0.135954E-07   0.695940E-05  -0.101582E-05
   633   0.194602E+04   0.298478E+02   0.000000E+00   0.950591E+01   0.135628E-07   0.701681E-05  -0.102371E-05
   634   0.193879E+04   0.301289E+02   0.000000E+00   0.829986E+01   0.135305E-07   0.707425E-05  -0.103145E-05
   635   0.193169E+04   0.304072E+02   0.000000E+00   0.706749E+01   0.134982E-07   0.713169E-05  -0.103905E-05
   636   0.192473E+04   0.306824E+02   0.000000E+00   0.580926E+01   0.134660E-07   0.718915E-05  -0.104650E-05
   637   0.191791E+04   0.309546E+02   0.000000E+00   0.452568E+01   0.134340E-07   0.724659E-05  -0.105382E-05
   638   0.191123E+04   0.312235E+02   0.000000E+00   0.321726E+01   0.134021E-07   0.730401E-05  -0.106098E-05
   639   0.190470E+04   0.314892E+02   0.000000E+00   0.188449E+01   0.133703E-07   0.736140E-05  -0.106800E-05
   640   0.189832E+04   0.317514E+02   0.000000E+00   0.527881E+00   0.133386E-07   0.741876E-05  -0.107487E-05
   641   0.189209E+04   0.320101E+02   0.000000E+00  -0.852044E+00   0.133071E-07   0.747606E-05  -0.108160E-05
   642   0.188601E+04   0.322650E+02   0.000000E+00  -0.225471E+01   0.132757E-07   0.753330E-05  -0.108818E-05
   643   0.188011E+04   0.325163E+02   0.000000E+00  -0.367952E+01   0.132444E-07   0.759047E-05  -0.109461E-05
   644   0.187435E+04   0.327637E+02   0.000000E+00  -0.512588E+01   0.132132E-07   0.764756E-05  -0.110089E-05
   645   0.186876E+04   0.330070E+02   0.000000E+00  -0.659321E+01   0.131821E-07   0.770455E-05  -0.110702E-05
   646   0.186335E+04   0.332463E+02   0.000000E+00  -0.808091E+01   0.131512E-07   0.776144E-05  -0.111300E-05
   647   0.185809E+04   0.334813E+02   0.000000E+00  -0.958832E+01   0.131203E-07   0.781821E-05  -0.111884E-05
   648   0.185301E+04   0.337119E+02   0.000000E+00  -0.111150E+02   0.130896E-07   0.787486E-05  -0.112451E-05
   649   0.184810E+04   0.339381E+02   0.000000E+00  -0.126601E+02   0.130590E-07   0.793138E-05  -0.113004E-05
   650   0.184337E+04   0.341598E+02   0.000000E+00  -0.142231E+02   0.130285E-07   0.798775E-05  -0.113542E-05
   651   0.183882E+04   0.343770E+02   0.000000E+00  -0.158032E+02   0.129981E-07   0.804396E-05  -0.114064E-05
   652   0.183444E+04   0.345896E+02   0.000000E+00  -0.173999E+02   0.129678E-07   0.810001E-05  -0.114570E-05
   653   0.183025E+04   0.347975E+02   0.000000E+00  -0.190124E+02   0.129377E-07   0.815588E-05  -0.115062E-05
   654   0.182624E+04   0.350007E+02   0.000000E+00  -0.206402E+02   0.129076E-07   0.821158E-05  -0.115538E-05
   655   0.182243E+04   0.351989E+02   0.000000E+00  -0.222826E+02   0.128777E-07   0.826708E-05  -0.115999E-05
   656   0.181879E+04   0.353923E+02   0.000000E+00  -0.239387E+02   0.128479E-07   0.832238E-05  -0.116445E-05
   657   0.181535E+04   0.355808E+02   0.000000E+00  -0.256081E+02   0.128182E-07   0.837748E-05  -0.116876E-05
   658   0.181210E+04   0.357642E+02   0.000000E+00  -0.272898E+02   0.127886E-07   0.843236E-05  -0.117292E-05
   659   0.180905E+04   0.359424E+02   0.000000E+00  -0.289832E+02   0.127591E-07   0.848702E-05  -0.117692E-05
   660   0.180618E+04   0.361154E+02   0.000000E+00  -0.306877E+02   0.127297E-07   0.854144E-05  -0.118078E-05
   661   0.180351E+04   0.362830E+02   0.000000E+00  -0.324024E+02   0.127004E-07   0.859563E-05  -0.118449E-05
   662   0.180104E+04   0.364453E+02   0.000000E+00  -0.341266E+02   0.126713E-07   0.864956E-05  -0.118805E-05
   663   0.179877E+04   0.366021E+02   0.000000E+00  -0.358597E+02   0.126422E-07   0.870324E-05  -0.119146E-05
   664   0.179669E+04   0.367533E+02   0.000000E+00  -0.376008E+02   0.126133E-07   0.875665E-05  -0.119472E-05
   665   0.179482E+04   0.368990E+02   0.000000E+00  -0.393493E+02   0.125844E-07   0.880978E-05  -0.119783E-05
   666   0.179313E+04   0.370390E+02   0.000000E+00  -0.411043E+02   0.125557E-07   0.886264E-05  -0.120080E-05
   667   0.179165E+04   0.371734E+02   0.000000E+00  -0.428652E+02   0.125271E-07   0.891520E-05  -0.120362E-05
   668   0.179038E+04   0.373020E+02   0.000000E+00  -0.446311E+02   0.124985E-07   0.896746E-05  -0.120629E-05
   669   0.178930E+04   0.374247E+02   0.000000E+00  -0.464015E+02   0.124701E-07   0.901941E-05  -0.120881E-05
   670   0.178842E+04   0.375416E+02   0.000000E+00  -0.481754E+02   0.124418E-07   0.907105E-05  -0.121119E-05
   671   0.178775E+04   0.376527E+02   0.000000E+00  -0.499521E+02   0.124136E-07   0.912236E-05  -0.121343E-05
   672   0.178728E+04   0.377577E+02   0.000000E+00  -0.517310E+02   0.123855E-07   0.917334E-05  -0.121552E-05
   673   0.178701E+04   0.378568E+02   0.000000E+00  -0.535111E+02   0.123574E-07   0.922397E-05  -0.121746E-05
   674   0.178694E+04   0.379499E+02   0.000000E+00  -0.552920E+02   0.123295E-07   0.927426E-05  -0.121926E-05
   675   0.178707E+04   0.380369E+02   0.000000E+00  -0.570726E+02   0.123017E-07   0.932418E-05  -0.122092E-05
   676   0.178741E+04   0.381178E+02   0.000000E+00  -0.588523E+02   0.122740E-07   0.937374E-05  -0.122243E-05
   677   0.178795E+04   0.381926E+02   0.000000E+00  -0.606303E+02   0.122464E-07   0.942292E-05  -0.122380E-05
   678   0.178868E+04   0.382612E+02   0.000000E+00  -0.624057E+02   0.122189E-07   0.947172E-05  -0.122502E-05
   679   0.178962E+04   0.383235E+02   0.000000E+00  -0.641778E+02   0.121915E-07   0.952013E-05  -0.122611E-05
   680   0.179076E+04   0.383796E+02   0.000000E+00  -0.659459E+02   0.121642E-07   0.956813E-05  -0.122705E-05
   681   0.179209E+04   0.384293E+02   0.000000E+00  -0.677089E+02   0.121370E-07   0.961573E-05  -0.122785E-05
   682   0.179362E+04   0.384727E+02   0.000000E+00  -0.694661E+02   0.121099E-07   0.966290E-05  -0.122851E-05
   683   0.179534E+04   0.385096E+02   0.000000E+00  -0.712168E+02   0.120829E-07   0.970966E-05  -0.122903E-05
   684   0.179727E+04   0.385402E+02   0.000000E+00  -0.729603E+02   0.120560E-07   0.975597E-05  -0.122940E-05
   685   0.179938E+04   0.385644E+02   0.000000E+00  -0.746958E+02   0.120292E-07   0.980184E-05  -0.122964E-05
   686   0.180169E+04   0.385822E+02   0.000000E+00  -0.764223E+02   0.120024E-07   0.984726E-05  -0.122974E-05
   687   0.180419E+04   0.385938E+02   0.000000E+00  -0.781398E+02   0.119758E-07   0.989222E-05  -0.122970E-05
   688   0.180688E+04   0.385990E+02   0.000000E+00  -0.798477E+02   0.119493E-07   0.993672E-05  -0.122952E-05
   689   0.180977E+04   0.385980E+02   0.000000E+00  -0.815445E+02   0.119228E-07   0.998073E-05  -0.122920E-05
   690   0.181284E+04   0.385908E+02   0.000000E+00  -0.832294E+02   0.118965E-07   0.100243E-04  -0.122874E-05
   691   0.181609E+04   0.385773E+02   0.000000E+00  -0.849024E+02   0.118703E-07   0.100673E-04  -0.122815E-05
   692   0.181954E+04   0.385575E+02   0.000000E+00  -0.865628E+02   0.118441E-07   0.101098E-04  -0.122742E-05
   693   0.182316E+04   0.385315E+02   0.000000E+00  -0.882099E+02   0.118180E-07   0.101519E-04  -0.122655E-05
   694   0.182697E+04   0.384993E+02   0.000000E+00  -0.898421E+02   0.117921E-07   0.101934E-04  -0.122555E-05
   695   0.183096E+04   0.384609E+02   0.000000E+00  -0.914594E+02   0.117662E-07   0.102343E-04  -0.122440E-05
   696   0.183512E+04   0.384162E+02   0.000000E+00  -0.930604E+02   0.117404E-07   0.102748E-04  -0.122313E-05
   697   0.183946E+04   0.383654E+02   0.000000E+00  -0.946450E+02   0.117147E-07   0.103147E-04  -0.122172E-05
   698   0.184396E+04   0.383083E+02   0.000000E+00  -0.962119E+02   0.116891E-07   0.103540E-04  -0.122017E-05
   699   0.184864E+04   0.382451E+02   0.000000E+00  -0.977609E+02   0.116636E-07   0.103928E-04  -0.121849E-05
   700   0.185349E+04   0.381758E+02   0.000000E+00  -0.992914E+02   0.116382E-07   0.104310E-04  -0.121667E-05
   701   0.185850E+04   0.381004E+02   0.000000E+00  -0.100802E+03   0.116128E-07   0.104686E-04  -0.121473E-05
   702   0.186367E+04   0.380189E+02   0.000000E+00  -0.102294E+03   0.115876E-07   0.105057E-04  -0.121264E-05
   703   0.186900E+04   0.379315E+02   0.000000E+00  -0.103765E+03   0.115624E-07   0.105422E-04  -0.121043E-05
   704   0.187449E+04   0.378380E+02   0.000000E+00  -0.105213E+03   0.115373E-07   0.105781E-04  -0.120809E-05
   705   0.188012E+04   0.377387E+02   0.000000E+00  -0.106641E+03   0.115123E-07   0.106134E-04  -0.120561E-05
   706   0.188592E+04   0.376335E+02   0.000000E+00  -0.108045E+03   0.114874E-07   0.106481E-04  -0.120301E-05
   707   0.189186E+04   0.375225E+02   0.000000E+00  -0.109426E+03   0.114626E-07   0.106822E-04  -0.120028E-05
   708   0.189794E+04   0.374058E+02   0.000000E+00  -0.110784E+03   0.114379E-07   0.107157E-04  -0.119742E-05
   709   0.190417E+04   0.372834E+02   0.000000E+00  -0.112117E+03   0.114132E-07   0.107486E-04  -0.119443E-05
   710   0.191053E+04   0.371554E+02   0.000000E+00  -0.113426E+03   0.113887E-07   0.107810E-04  -0.119132E-05
   711   0.191703E+04   0.370218E+02   0.000000E+00  -0.114709E+03   0.113642E-07   0.108127E-04  -0.118809E-05
   712   0.192366E+04   0.368827E+02   0.000000E+00  -0.115965E+03   0.113398E-07   0.108438E-04  -0.118473E-05
   713   0.193042E+04   0.367381E+02   0.000000E+00  -0.117195E+03   0.113155E-07   0.108743E-04  -0.118125E-05
   714   0.193730E+04   0.365882E+02   0.000000E+00  -0.118397E+03   0.112913E-07   0.109042E-04  -0.117764E-05
   715   0.194431E+04   0.364329E+02   0.000000E+00  -0.119572E+03   0.112671E-07   0.109335E-04  -0.117392E-05
   716   0.195143E+04   0.362723E+02   0.000000E+00  -0.120718E+03   0.112431E-07   0.109622E-04  -0.117007E-05
   717   0.195866E+04   0.361064E+02   0.000000E+00  -0.121835E+03   0.112191E-07   0.109903E-04  -0.116611E-05
   718   0.196601E+04   0.359353E+02   0.000000E+00  -0.122922E+03   0.111952E-07   0.110178E-04  -0.116203E-05
   719   0.197345E+04   0.357591E+02   0.000000E+00  -0.123979E+03   0.111714E-07   0.110446E-04  -0.115783E-05
   720   0.198101E+04   0.355779E+02   0.000000E+00  -0.125006E+03   0.111477E-07   0.110708E-04  -0.115352E-05
   721   0.198865E+04   0.353918E+02   0.000000E+00  -0.126001E+03   0.111240E-07   0.110964E-04  -0.114909E-05
   722   0.199640E+04   0.352010E+02   0.000000E+00  -0.126966E+03   0.111004E-07   0.111214E-04  -0.114454E-05
   723   0.200424E+04   0.350055E+02   0.000000E+00  -0.127899E+03   0.110769E-07   0.111457E-04  -0.113988E-05
   724   0.201217E+04   0.348055E+02   0.000000E+00  -0.128801E+03   0.110535E-07   0.111694E-04  -0.113511E-05
   725   0.202019E+04   0.346010E+02   0.000000E+00  -0.129670E+03   0.110302E-07   0.111925E-04  -0.113023E-05
   726   0.202829E+04   0.343922E+02   0.000000E+00  -0.130506E+03   0.110069E-07   0.112149E-04  -0.112523E-05
   727   0.203648E+04   0.341791E+02   0.000000E+00  -0.131310E+03   0.109838E-07   0.112367E-04  -0.112013E-05
   728   0.204474E+04   0.339617E+02   0.000000E+00  -0.132080E+03   0.109607E-07   0.112579E-04  -0.111492E-05
   729   0.205307E+04   0.337404E+02   0.000000E+00  -0.132816E+03   0.109377E-07   0.112784E-04  -0.110960E-05
   730   0.206147E+04   0.335150E+02   0.000000E+00  -0.133519E+03   0.109147E-07   0.112983E-04  -0.110417E-05
   731   0.206994E+04   0.332857E+02   0.000000E+00  -0.134187E+03   0.108918E-07   0.113175E-04  -0.109863E-05
   732   0.207846E+04   0.330525E+02   0.000000E+00  -0.134819E+03   0.108691E-07   0.113361E-04  -0.109299E-05
   733   0.208704E+04   0.328157E+02   0.000000E+00  -0.135417E+03   0.108463E-07   0.113540E-04  -0.108725E-05
   734   0.209567E+04   0.325752E+02   0.000000E+00  -0.135978E+03   0.108237E-07   0.113713E-04  -0.108140E-05
   735   0.210433E+04   0.323313E+02   0.000000E+00  -0.136505E+03   0.108011E-07   0.113879E-04  -0.107545E-05
   736   0.211306E+04   0.320840E+02   0.000000E+00  -0.136995E+03   0.107787E-07   0.114039E-04  -0.106940E-05
   737   0.212181E+04   0.318334E+02   0.000000E+00  -0.137448E+03   0.107562E-07   0.114192E-04  -0.106325E-05
   738   0.213059E+04   0.315797E+02   0.000000E+00  -0.137866E+03   0.107339E-07   0.114338E-04  -0.105699E-05
   739   0.213941E+04   0.313229E+02   0.000000E+00  -0.138246E+03   0.107116E-07   0.114478E-04  -0.105064E-05
   740   0.214825E+04   0.310632E+02   0.000000E+00  -0.138588E+03   0.106894E-07   0.114611E-04  -0.104419E-05
   741   0.215711E+04   0.308008E+02   0.000000E+00  -0.138894E+03   0.106673E-07   0.114737E-04  -0.103764E-05
   742   0.216598E+04   0.305357E+02   0.000000E+00  -0.139162E+03   0.106453E-07   0.114857E-04  -0.103100E-05
   743   0.217486E+04   0.302680E+02   0.000000E+00  -0.139393E+03   0.106233E-07   0.114969E-04  -0.102426E-05
   744   0.218375E+04   0.299980E+02   0.000000E+00  -0.139586E+03   0.106014E-07   0.115076E-04  -0.101743E-05
   745   0.219263E+04   0.297258E+02   0.000000E+00  -0.139741E+03   0.105796E-07   0.115175E-04  -0.101050E-05
   746   0.220151E+04   0.294514E+02   0.000000E+00  -0.139859E+03   0.105578E-07   0.115267E-04  -0.100348E-05
   747   0.221038E+04   0.291750E+02   0.000000E+00  -0.139938E+03   0.105361E-07   0.115353E-04  -0.996373E-06
   748   0.221924E+04   0.288966E+02   0.000000E+00  -0.139980E+03   0.105145E-07   0.115432E-04  -0.989171E-06
   749   0.222808E+04   0.286165E+02   0.000000E+00  -0.139983E+03   0.104929E-07   0.115504E-04  -0.981880E-06
   750   0.223690E+04   0.283348E+02   0.000000E+00  -0.139949E+03   0.104715E-07   0.115569E-04  -0.974499E-06
   751   0.224569E+04   0.280514E+02   0.000000E+00  -0.139876E+03   0.104500E-07   0.115627E-04  -0.967031E-06
   752   0.225445E+04   0.277667E+02   0.000000E+00  -0.139764E+03   0.104287E-07   0.115678E-04  -0.959476E-06
   753   0.226317E+04   0.274806E+02   0.000000E+00  -0.139616E+03   0.104074E-07   0.115723E-04  -0.951837E-06
   754   0.227186E+04   0.271934E+02   0.000000E+00  -0.139428E+03   0.103862E-07   0.115760E-04  -0.944114E-06
